beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98126,2,6396,1580,820000,1,0
2,98133,1.5,1,900,549755,0,0
3,98103,2.5,1125,1550,1125000,1,0
3,98126,1.5,6150,1760,750000,1,0
4,98106,3.5,3506,3020,1217500,1,0
2,98125,1.5,1,840,549755,0,0
2,98117,1,6000,1300,1295000,1,0
4,98118,5.5,3600,3930,1815000,1,0
2,98103,1,3780,650,708888,1,0
2,98125,2,3300,1350,679950,1,0
3,98103,2.5,1106,1350,759950,1,0
3,98112,3.5,2600,1900,1750000,1,0
6,98199,3,6880,2220,560000,1,0
2,98118,1,4000,2100,550000,1,0
4,98115,3,7650,2330,1210000,1,0
3,98117,2.5,980,1400,599950,1,0
4,98116,4,6000,1510,1300000,1,0
3,98136,2.5,8000,1620,810000,1,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
5,98109,3,2550,2610,1795000,1,0
4,98146,2,8000,2290,700000,1,0
3,98107,2,815,1870,1150000,1,0
3,98117,2,1197,1480,880000,1,0
3,98116,1.5,0997,1630,870000,0,0
3,98102,2,5000,2630,1525000,1,0
3,98133,2,0.27,1470,460000,0,0
2,98108,1,4800,740,560000,1,0
4,98115,3,5250,2250,1150000,1,0
4,98168,1,5250,590,385000,1,0
3,98122,3.5,1200,1770,1050000,1,0
3,98107,3.5,1368,1813,1025000,1,0
3,98109,2.5,0.31,2140,940000,0,0
3,98117,2.5,1133,1380,750000,1,0
2,98126,2,7500,1440,915000,1,0
3,98103,3.5,0.26,2455,1795000,0,0
2,98199,2,0.23,1155,850000,0,0
4,98116,3,5850,1800,1011000,1,0
2,98136,1,6340,1150,845714,1,0
3,98117,1,6280,1620,839955,1,0
4,98199,2,6000,3260,1940000,1,0
3,98117,2,6120,1920,849950,1,0
4,98177,2,5000,2030,1275000,1,0
3,98122,2,5000,2463,1595000,1,0
2,98116,2,5750,1270,748000,1,0
2,98116,1,6000,1150,748000,1,0
2,98125,1,6000,1280,650500,1,0
3,98122,2.5,1768,1738,875000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
4,98118,2,8100,2240,800000,1,0
3,98146,1,0.24,974,470000,0,0
2,98116,2,6250,1290,1100000,1,0
2,98106,1,6847,1240,475000,1,0
3,98136,2.5,3298,2040,1200000,1,0
4,98102,3.5,4080,3110,2865000,1,0
4,98106,2,5850,1570,870000,1,0
4,98115,3,4000,2940,1350000,1,0
3,98126,2,3400,1425,850000,1,0
3,98117,2,3850,2120,1200000,1,0
4,98102,3,4000,2300,1550000,1,0
4,98117,2,5600,2180,1130000,1,0
3,98136,2,7518,1390,675000,1,0
2,98106,3,4500,1280,776000,1,0
3,98125,2,7200,1390,825000,1,0
2,98126,1.5,4500,1130,620000,1,0
3,98122,2,6500,1718,1275000,1,0
4,98146,2.5,0.28,2700,6670,0,0
4,98115,3,6700,2240,1150000,1,0
3,98126,2,1700,1720,730000,1,0
3,98103,2,1050,1900,1190000,1,0
2,98116,2,1097,1200,615000,1,0
3,98103,2.5,1670,1920,1118000,1,0
2,98106,1.5,1212,994,475000,1,0
3,98103,2.5,1560,1560,1100000,1,0
3,98103,2,12.27,1445,890000,0,0
2,98106,1.5,1323,980,474000,1,0
2,98103,2.5,1129,1250,725000,1,0
2,98112,2.5,834,1048,899000,1,0
3,98103,3,2600,1280,900000,1,0
3,98106,2,5000,1860,700000,1,0
3,98126,2.5,2497,1380,751000,1,0
3,98117,1.5,4996,2200,1100000,1,0
3,98106,2.5,786,1184,690000,1,0
3,98168,2,0.27,1780,720000,0,0
3,98103,2,1350,1360,999950,1,0
2,98118,2,918,1248,700000,1,0
2,98103,1,3780,650,708888,1,0
2,98125,2,3060,1170,645000,1,0
3,98103,2.5,1106,1410,1099950,1,0
3,98118,2.5,5054,2100,560000,1,0
2,98144,2,1,1131,675000,0,0
2,98144,2,1,1162,625000,0,0
4,98105,3.5,3400,2300,1385000,1,0
2,98103,2,3000,1400,770000,1,0
3,98117,2.5,1125,1380,750000,1,0
3,98117,2,1177,1420,725000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
3,98125,2,8700,2160,850000,1,0
4,98118,2,5600,2260,1010000,1,0
4,98115,3,5600,2512,1410000,1,0
4,98133,1,0.41,1920,825000,0,0
2,98106,3,1500,1260,570000,1,0
3,98112,3.5,3000,3290,2900000,1,0
4,98136,2,5220,2260,825000,1,0
1,98126,1,9600,861,405000,1,0
2,98118,1,6000,770,480000,1,0
3,98117,2,3.97,1911,540000,0,0
4,98107,2,5000,2270,1500000,1,0
4,98125,2.5,8000,2190,1125000,1,0
3,98136,2.5,1060,1395,670000,1,0
5,98118,3.5,3.97,4040,3000000,1,0
3,98102,1.5,0.24,1011,468000,0,0
4,98177,1,8160,1440,935000,1,0
3,98119,2.5,5000,2510,1280000,1,0
5,98118,3,5690,2740,1125000,1,0
3,98122,2.5,1036,1710,865000,1,0
4,98177,2,8360,2140,1200000,1,0
3,98119,1.5,5000,1780,950000,1,0
3,98115,1,4349,1660,749900,1,0
3,98125,3.5,6840,2270,780000,1,0
3,98117,3.5,1125,1350,849950,1,0
4,98119,2,6000,2740,1400000,1,0
3,98116,2.5,9816,1850,945000,1,0
4,98107,3,3589,2500,1750000,1,0
4,98108,2,6000,2986,1275000,1,0
3,98118,2.5,3.97,2437,1300000,0,0
3,98103,2.5,6659,2890,1840000,1,0
5,98117,3,4080,2380,1050000,1,0
2,98107,2,4850,1144,769950,1,0
3,98103,3,4850,1670,980000,1,0
4,98117,2,5000,1680,956000,1,0
3,98103,2.5,1400,1564,949000,1,0
3,98136,2.5,4000,2180,936000,1,0
3,98107,3.5,1125,1490,765000,1,0
4,98177,2,5280,1160,435000,1,0
2,98109,1,4800,990,700000,1,0
3,98107,2.5,1320,1540,889000,1,0
4,98117,2,3900,1220,685000,1,0
3,98136,1,4850,940,500000,1,0
3,98126,3.5,1387,1680,750000,1,0
4,98144,2.5,1400,1630,905000,1,0
2,98103,2,1248,1295,735000,1,0
3,98109,2.5,1248,1570,950000,1,0
4,98117,2,5000,2100,1750000,1,0
2,98115,2.5,2000,1073,649950,1,0
3,98117,2.5,1500,1560,905000,1,0
2,98103,2.5,1573,1073,849950,1,0
4,98144,3,4000,1750,955000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1380,675000,1,0
3,98133,2,5047,1470,799000,1,0
4,98103,3,4000,2800,1450000,1,0
2,98115,2,1074,1372,780000,1,0
2,98126,2.5,1326,1124,690000,1,0
3,98115,2,2993,1760,739000,1,0
6,98118,3.5,7667,3720,2375000,1,0
5,98106,3.5,8626,3810,1750000,1,0
3,98119,2,3200,1730,910000,1,0
3,98103,2.5,1500,1815,1295000,1,0
3,98117,2.5,4305,2500,1685000,1,0
3,98144,2,1246,1246,739000,1,0
2,98103,2.5,0.97,1511,1100000,0,0
4,98105,3,8037,3400,2100000,1,0
4,98118,3,7200,3040,1050000,1,0
3,98108,2,1232,1520,553000,1,0
3,98177,2.5,7531,3320,1700000,1,0
3,98117,2,4500,2130,1175000,1,0
5,98118,3,7200,2500,1180000,1,0
2,98103,2,6000,881,550000,1,0
3,98103,2.5,1342,1570,700000,1,0
3,98109,3,4200,1730,1100000,1,0
3,98118,2,5000,1360,850000,1,0
2,98117,1,5000,1800,920000,1,0
3,98125,1.5,7680,1360,291000,1,0
3,98116,2.5,890,1100,548000,1,0
3,98116,1,6000,1800,600000,1,0
