Unnamed: 0,min,max,mean,stddev,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.009999999999,0.0019999999998,0.0044721359545523,minimize
sanity.nearest_syn_neighbor_distance.mean,0.4120023650179351,0.5840941976330264,0.4923760873840209,0.0704666016287151,minimize
sanity.close_values_probability.score,0.01,0.18,0.06,0.0685565460040104,maximize
sanity.distant_values_probability.score,0.02,0.12,0.052,0.0432434966208793,minimize
stats.jensenshannon_dist.marginal,0.0131492682087213,0.0151822600336306,0.0144059498362066,0.0007644668722771,minimize
stats.chi_squared_test.marginal,0.9860312896858924,0.99837129981806,0.9913506228159716,0.0045286580351491,maximize
stats.inv_kl_divergence.marginal,0.9830548012282198,0.9919125350209792,0.9881511193948482,0.0036406687926939,maximize
stats.ks_test.marginal,0.9266666666666666,0.9444444444444444,0.9366666666666668,0.0063828473850422,maximize
stats.max_mean_discrepancy.joint,0.0197831130123481,0.0203848617854427,0.0201906832397771,0.0002589514188217,minimize
stats.wasserstein_dist.joint,0.3579746478434554,0.4040660160943485,0.3798024567802904,0.017475866995553,minimize
stats.alpha_precision.delta_precision_alpha_OC,0.1133333333333332,0.4373333333333332,0.1985333333333332,0.1347593740297456,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.1853333333333334,0.3493333333333335,0.2250528735632184,0.0698573984890814,maximize
stats.alpha_precision.authenticity_OC,0.55,0.89,0.734,0.1217784874269671,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.8546896551724137,0.9408045977011494,0.9162666666666668,0.0368711969315554,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.4999999999999999,0.5820000000000001,0.5366528735632184,0.0365760766125522,maximize
stats.alpha_precision.authenticity_naive,0.36,0.56,0.446,0.0726636084983398,maximize
stats.prdc.precision,0.96,0.97,0.968,0.0044721359549995,maximize
stats.prdc.recall,0.94,0.98,0.962,0.0178885438199983,maximize
stats.prdc.density,0.754,0.776,0.7684,0.0106207344378814,maximize
stats.prdc.coverage,0.88,0.98,0.938,0.0376828873628335,maximize
performance.linear_model.gt,0.9415,0.9415,0.9415,0.0,maximize
performance.linear_model.syn_id,0.605953125,0.8944374999999999,0.783753125,0.1077725001658223,maximize
performance.linear_model.syn_ood,0.60675,0.8934999999999998,0.7835,0.1067258462135578,maximize
performance.mlp.gt,0.683203125,0.683203125,0.683203125,0.0,maximize
performance.mlp.syn_id,0.490234375,0.7,0.6045703125000002,0.0807240526774025,maximize
performance.mlp.syn_ood,0.4912499999999999,0.64625,0.556,0.0716131098333259,maximize
performance.xgb.gt,0.977,0.977,0.977,0.0,maximize
performance.xgb.syn_id,0.658203125,0.8225468749999999,0.7329437499999999,0.0720396175318873,maximize
performance.xgb.syn_ood,0.6597500000000001,0.8195,0.7306000000000001,0.0713285970000812,maximize
performance.feat_rank_distance.corr,-0.2040949497203547,0.2738710009068008,0.0319806901271211,0.1826713832303397,minimize
performance.feat_rank_distance.pvalue,0.0025002392873595,0.3586681263729273,0.2126450420857774,0.1823037273132186,minimize
detection.detection_xgb.mean,0.518,0.6265,0.5791,0.0448879159685543,minimize
detection.detection_mlp.mean,0.5085000000000001,0.53925,0.5214000000000001,0.0137005930528572,minimize
detection.detection_gmm.mean,0.5105000000000001,0.59275,0.52965,0.0353719521655223,minimize
detection.detection_linear.mean,0.4385,0.524,0.4704499999999999,0.033334666640001,minimize
privacy.delta-presence.score,1.4999999981249998,7.999999920000001,3.073333313900556,2.7952737551957174,maximize
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0,maximize
privacy.k-anonymization.syn,5.00000001,6.00000001,5.6000000100000005,0.5477225575051662,maximize
privacy.k-map.score,1.0,4.0,2.4,1.3416407864998738,maximize
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0,maximize
privacy.distinct l-diversity.syn,5.00000001,6.00000001,5.6000000100000005,0.5477225575051662,maximize
privacy.identifiability_score.score,0.31,0.41,0.36,0.0435889894354067,minimize
privacy.identifiability_score.score_OC,0.28,0.35,0.3359999999999999,0.031304951684997,minimize
