sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
0.0,4.0,0.0,0.0,0.0,38.0,2.0,311814.0,0.0,50.0,50.0,3.0,4.0,15.0,10.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,123394.0,0.0,50.0,21.0,0.0,0.0,11.0,9.0
0.0,4.0,0.0,0.0,4.0,38.0,2.0,212865.0,0.0,20.0,27.0,11.0,3.0,11.0,9.0
1.0,4.0,0.0,1.0,2.0,38.0,2.0,131894.0,0.0,40.0,27.0,7.0,0.0,5.0,4.0
1.0,4.0,0.0,0.0,2.0,25.0,2.0,86680.0,0.0,40.0,39.0,3.0,0.0,7.0,12.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,161583.0,0.0,40.0,38.0,0.0,0.0,11.0,9.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,174064.0,0.0,40.0,40.0,2.0,0.0,15.0,10.0
1.0,4.0,0.0,1.0,2.0,38.0,2.0,176053.0,0.0,50.0,35.0,3.0,0.0,11.0,9.0
1.0,4.0,0.0,1.0,2.0,38.0,4.0,153535.0,0.0,40.0,61.0,2.0,0.0,11.0,9.0
0.0,4.0,0.0,0.0,0.0,38.0,2.0,284628.0,0.0,20.0,43.0,12.0,4.0,11.0,9.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,272497.0,0.0,40.0,27.0,9.0,0.0,9.0,13.0
1.0,4.0,0.0,0.0,4.0,38.0,4.0,346420.0,0.0,40.0,34.0,2.0,4.0,11.0,9.0
0.0,4.0,0.0,0.0,2.0,38.0,2.0,81640.0,0.0,35.0,36.0,2.0,0.0,11.0,9.0
1.0,4.0,0.0,0.0,4.0,38.0,2.0,173911.0,0.0,40.0,38.0,3.0,1.0,11.0,9.0
1.0,4.0,0.0,1.0,4.0,38.0,2.0,330711.0,0.0,40.0,28.0,3.0,3.0,8.0,11.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,126989.0,0.0,40.0,32.0,6.0,0.0,15.0,10.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,146665.0,0.0,40.0,55.0,11.0,0.0,9.0,13.0
1.0,4.0,0.0,0.0,0.0,38.0,2.0,128736.0,0.0,40.0,41.0,2.0,4.0,11.0,9.0
0.0,4.0,0.0,0.0,0.0,38.0,2.0,203600.0,0.0,40.0,22.0,2.0,4.0,11.0,9.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,170791.0,0.0,40.0,23.0,9.0,0.0,15.0,10.0
0.0,4.0,0.0,0.0,4.0,38.0,2.0,311539.0,0.0,30.0,36.0,7.0,1.0,11.0,9.0
1.0,4.0,0.0,1.0,2.0,38.0,2.0,202837.0,0.0,40.0,31.0,7.0,0.0,11.0,9.0
0.0,4.0,0.0,0.0,4.0,38.0,2.0,173846.0,0.0,40.0,51.0,5.0,4.0,12.0,14.0
1.0,4.0,0.0,0.0,4.0,38.0,2.0,232872.0,0.0,40.0,46.0,0.0,1.0,11.0,9.0
0.0,4.0,0.0,0.0,2.0,38.0,2.0,310869.0,0.0,40.0,48.0,0.0,5.0,15.0,10.0
1.0,4.0,0.0,1.0,2.0,38.0,1.0,158927.0,0.0,50.0,40.0,6.0,0.0,9.0,13.0
0.0,4.0,0.0,0.0,0.0,38.0,2.0,175904.0,0.0,40.0,38.0,0.0,4.0,11.0,9.0
1.0,4.0,0.0,1.0,2.0,38.0,2.0,176089.0,0.0,40.0,64.0,12.0,0.0,11.0,9.0
1.0,4.0,0.0,0.0,4.0,38.0,2.0,53339.0,0.0,40.0,37.0,7.0,3.0,8.0,11.0
1.0,4.0,0.0,1.0,2.0,38.0,2.0,146919.0,0.0,40.0,46.0,9.0,0.0,12.0,14.0
1.0,4.0,0.0,1.0,2.0,38.0,6.0,272424.0,0.0,50.0,40.0,5.0,0.0,9.0,13.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,203822.0,0.0,35.0,37.0,0.0,0.0,15.0,10.0
1.0,4.0,0.0,0.0,0.0,38.0,2.0,361136.0,0.0,40.0,38.0,3.0,1.0,15.0,10.0
0.0,4.0,0.0,0.0,0.0,38.0,2.0,263845.0,0.0,45.0,39.0,11.0,1.0,1.0,7.0
1.0,4.0,0.0,0.0,2.0,38.0,2.0,85628.0,0.0,40.0,41.0,3.0,0.0,11.0,9.0
