Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,30.538,0,1,0.012,828.3,23,2,0,2,2,6,2,1,0,0,0
0,0,0,0,0,0.04,931.375,24,2,0,2,2,7,0,9,1,0.008,0
0,1,3.979,0,1,0.029,1265.464,33,1,0,2,1,7,2,1,1,0.006,0
0,0,31.159,0,1,0.022,610.542,17,2,0,2,2,3,2,3,0,0.011,0
62,1,0,0,0,0.017,316.5,8,2,0,1,4,5,2,1,0,0,0
0,0,0,0,0,0.031,208.75,6,2,0,2,2,7,0,5,0,0,0
118.885,9,2.754,3,0,0.011,1903.085,51,2,0,2,2,7,2,3,0,0.001,336.5
36.5,2,0,1,0,0.033,108.25,9,4,0,2,1,7,2,1,0,0,8
28.5,1,23.53,0,1,0.004,857.458,30,2,0,2,2,6,2,3,0,0,0
0,1,3.979,0,1,0.029,1263.3,18,3,0,2,2,7,2,1,1,0,0
0,0,0,0,0,0.04,735.333,21,2,0,2,2,1,0,1,0,0,0
0,1,3.979,0,1,0.029,1265.393,33,1,0,2,1,7,2,1,1,0.015,0
0,0,0,0,0,0.05,50,2,2,0.4,4,2,6,2,1,0,0,0
0,0,0,0,0,0.1,6,2,2,0,3,2,5,2,6,0,0,0
36.2,2,0,0,1,0.025,21,1,1,0,5,1,9,0,3,1,0,0
251.5,4,0,0,0,0.029,549.4,19,3,0,1,2,7,2,6,0,0.01,0
0,0,0,0,0,0.1,48,2,3,0,3,2,5,2,2,0,0,0
0,0,7.282,0,1,0.015,1561.8,39,3,0,2,2,7,2,9,0,0.005,0
0,0,7.282,0,1,0.015,1558.5,19,2,0,2,2,6,2,3,1,0,0
0,0,0,0,0,0.04,289.5,11,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.033,70.25,3,1,0,2,1,7,2,1,0,0,0
0,0,0,0,0,0.051,512.625,20,3,0,1,3,7,2,3,0,0.019,0
36.5,2,0,0,0,0.019,266,136,2,0,2,2,1,2,1,0,0.006,0
125,1,0,0,0,0.033,695.5,9,1,0,2,1,7,0,3,1,0,0
5,1,0,0,0,0.027,355.4,59,2,0,4,2,3,2,7,0,0.007,0
0,0,0,0,0,0.2,0,1,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.007,845.224,30,2,0,2,2,6,2,1,0,0,12
0,0,0,0,0,0.07,139.8,5,1,0,3,1,0,2,3,0,0.04,0
0,1,3.979,0,1,0.029,1265.5,22,2,0,2,2,5,2,1,0,0,0
0,0,7.888,0,1,0.03,1425.4,32,2,0,2,2,3,2,9,0,0.017,0
0,0,19.564,0,1,0.012,1807.5,29,2,0,1,4,1,2,3,0,0,0
0,0,0,0,0,0.017,276.25,15,2,0,2,2,7,0,9,1,0,0
0,1,3.797,0,1,0.033,297.3,8,3,0,2,2,3,2,1,0,0.018,0
0,0,44.388,0,1,0.022,1081.088,17,2,0,10,2,5,2,1,0,0,0
0,0,0,0,0,0.04,398.5,10,3,0,13,2,7,2,2,0,0.02,0
0,0,0,0,0,0.012,288.5,11,2,0,2,2,5,2,9,0,0,0
0,0,0,0,0,0.017,935.167,24,2,0,1,2,5,2,2,0,0.008,0
0,0,0,0,0,0.2,0,1,1,0,1,1,1,2,8,0,0.2,0
0,0,0,0,0,0.01,427.5,6,6,0,2,2,7,2,9,0,0,0
0,0,0,0,0,0.4,0,1,1,0,3,1,6,2,3,0,0.2,0
0,0,0,0,0,0.023,436.867,17,3,0,6,2,7,2,1,1,0.011,0
0,0,0,0,0,0.011,2843.333,17,2,0,1,2,7,2,1,1,0,0
0,0,67.752,0,1,0.006,784.167,23,2,0,6,4,6,2,7,1,0,0
0,0,0,0,0,0.2,0,2,3,0,2,2,1,2,3,1,0.2,0
0,0,0,0,0,0.1,44,2,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.02,39.5,6,2,0,3,2,6,2,3,0,0,0
0,0,0,0,0,0.024,593.207,25,2,0,2,2,7,2,3,0,0,0
0,0,0,0,0,0.033,463.833,6,3,0,1,2,7,2,1,0,0,232.5
0,0,0,0,0,0.05,166,2,1,0,4,1,6,2,2,1,0,0
0,0,0,0,0,0.067,56,3,2,0,1,2,5,2,5,0,0,0
0,0,0,0,0,0.04,471.5,25,2,0,2,2,7,0,9,0,0,0
0,0,44.388,0,1,0.022,1243.3,18,2,0,2,2,6,2,1,0,0,0
0,1,3.979,0,1,0.029,1265.393,18,2,0,2,2,7,0,4,1,0,0
0,0,0,0,0,0.04,934.667,24,2,0,3,2,1,2,3,0,0.008,0
0,0,0,0,0,0.022,142,9,2,0,1,2,8,2,1,0,0,0
0,0,0,0,0,0.026,631.5,16,7,0,11,2,8,2,1,1,0.026,0
0,0,0,0,0,0.033,135,6,2,0,3,2,6,2,4,1,0,10
0,0,0,0,0,0.2,0,1,3,0,13,2,6,2,1,0,0.2,0
0,0,0,0,0,0.005,638.82,20,2,0,2,2,7,0,3,0,0,0
0,0,0,0,0,0.047,898.5,15,2,0,2,2,1,0,3,0,0.013,0
0,0,0,0,0,0.016,1051.333,36,2,0,2,2,1,2,9,0,0.005,0
0,0,0,0,0,0.2,0,1,3,0.8,3,2,2,2,1,0,0.2,0
0,1,3.979,0,1,0.029,1265.393,18,2,0,2,2,7,2,1,0,0,0
0,0,0,0,0,0.044,935.667,24,2,0,13,2,7,2,2,0,0.012,0
0,0,30.538,0,1,0.012,828.3,23,2,0,10,2,61,2,7,1,0,0
0,0,0,0,0,0.017,293.7,14,2,0,2,2,1,2,1,0,0,0
0,0,0,0,0,0.034,59,6,2,0,2,2,8,0,1,0,0.033,0
0,0,0,0,0,0.038,59,5,1,0,2,1,5,2,1,0,0.04,0
0,0,0,0,0,0.029,36,7,2,0,2,2,7,0,5,0,0,0
36.2,3,0,0,0,0.029,149.667,7,1,0,5,1,3,2,1,0,0,0
0,0,0,0,0,0.067,89,3,1,0,1,1,7,2,1,0,0,0
0,0,48.867,0,1,0.013,316.65,8,3,0,2,2,8,2,9,1,0,0
0,0,0,0,0,0.04,934.667,24,2,0,3,2,1,2,3,0,0.008,0
0,0,0,0,0,0.02,153,10,2,0,11,2,1,2,3,0,0,0
0,0,0,0,0,0.1,19,2,2,0,13,2,6,2,4,0,0,0
0,0,0,0,0,0.024,1642.982,77,2,0,1,4,7,2,3,0,0.003,0
0,0,0,0,0,0.067,470.5,5,3,0,6,2,7,2,1,0,0,0
0,0,0,0,0,0.067,470.5,5,3,0,2,2,7,2,1,0,0.04,0
0,0,0,0,0,0.044,207.667,9,2,0.8,2,2,2,2,1,0,0,0
0,0,30.801,0,1,0.002,420.833,18,2,0,2,4,6,2,1,0,0,0
0,1,3.979,0,1,0.029,1265.464,33,1,0,2,1,7,2,1,1,0.006,0
0,0,0,0,0,0.2,0,1,2,0.4,1,2,6,2,7,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,1,2,6,2,2,0,0.2,0
