Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,1,3.979,0,1,0.029,1265.45,22,2,0,2,2,3,2,1,0,0.007,0
0,0,30.546,0,1,0.008,1085.9,20,2,0,3,2,7,0,1,0,0,0
0,0,20.888,0,0,0.02,828.333,23,2,0.6,2,2,6,2,3,0,0,0
0,0,48.859,0,0,0.02,928.25,13,2,0,2,2,7,0,1,0,0,0
0,1,3.182,0,1,0.033,298.5,11,2,0,1,2,6,2,1,0,0.018,0
0,0,20.712,0,1,0.013,827.66,24,2,0,1,2,7,2,1,1,0.008,0
0,0,0,0,0,0.04,289.5,11,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.033,70.25,3,1,0,2,1,7,2,1,0,0,0
0,0,0,0,0,0.022,165.917,9,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.005,743.833,23,3,0,2,2,7,0,1,0,0,0
0,0,0,0,0,0.2,0,1,3,0,1,2,7,2,4,0,0.2,0
0,0,30.801,0,1,0.012,428.75,11,2,0,2,2,7,0,8,1,0,0
0,1,3.974,0,1,0.033,297.3,8,3,0,1,2,9,2,1,0,0.005,0
0,1,3.979,0,1,0.029,1265.5,22,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.017,823.333,28,2,0,1,2,5,2,2,0,0,0
0,0,0,0,0,0.034,39.25,5,3,0,3,2,9,2,3,0,0,0
0,0,0,0,0,0.066,224.5,12,2,0,3,2,5,2,2,0,0.05,0
0,0,0,0,0,0.043,673.25,13,2,0,1,2,1,2,3,0,0.015,0
0,0,0,0,0,0.031,1200.75,37,3,0,6,2,7,2,1,1,0.005,27.5
0,0,0,1,0,0.039,1681.57,38,3,0,1,2,0,2,3,0,0.005,106.57
0,1,3.959,0,1,0.017,1401.3,18,2,0,2,2,7,0,3,0,0,0
0,0,0,0,0,0.017,423.523,26,2,0.8,2,2,6,2,1,0,0,0
0,0,30.546,0,1,0.008,1085.9,18,3,0,2,2,7,2,1,1,0,0
0,0,30.546,0,1,0.009,1085.9,18,3,0,2,2,7,2,1,0,0,0
0,1,3.797,0,1,0.033,516.333,20,1,0,2,1,8,2,3,0,0.01,0
0,1,3.182,0,1,0.033,280,28,2,0,1,2,6,2,3,0,0.024,0
0,0,7.282,0,1,0.015,1245.5,39,2,0,2,2,5,2,9,0,0.005,0
0,0,54.359,0,1,0.005,322.083,11,8,0,2,2,9,0,4,1,0,0
0,0,0,0,0,0.037,131,7,2,0.6,3,2,6,2,1,0,0,0
0,0,0,0,0,0.037,137.5,7,3,0,3,2,5,2,6,0,0,0
6,1,0,0,0,0.044,129,11,2,0,1,5,5,2,5,0,0,0
54.5,2,0,0,0,0.022,165,6,2,0,2,2,1,0,4,1,0,0
0,0,0,0,0,0.01,242.833,9,1,0,2,1,5,2,1,0,0,0
0,1,3.979,0,1,0.029,1265.393,18,2,0,2,2,7,0,4,0,0.022,0
0,1,3.979,0,1,0.029,1265.393,33,1,0,2,1,7,2,1,1,0.015,0
0,0,19.564,0,1,0.012,1408.30,27,2,0,1,2,3,2,1,0,0.005,0
0,0,54.359,0,1,0.005,323.803,12,2,0,2,2,1,0,1,0,0,0
0,1,3.979,0,1,0.029,1265.393,33,1,0,2,1,7,2,1,1,0.015,0
0,0,48.047,0,1,0.029,1081.25,24,2,0,4,2,6,2,1,0,0,0
0,0,9.707,1,1,0.028,1794.333,18,3,0,13,2,3,2,2,0,0.01,94
0,0,0,0,0,0.2,0,1,1,0.4,4,8,6,2,7,0,0.2,0
0,0,0,1,0,0.032,825.3,31,2,0,2,2,7,2,3,0,0.003,752.875
0,0,0,0,0,0,267.5,6,2,0.6,4,2,6,2,1,0,0,0
36.5,4,0,0,0,0.017,219.25,12,2,0,2,5,5,2,1,0,0,0
1615.55,14,6.599,3,0,0.006,4329.883,67,2,0,8,2,7,2,1,0,0.005,124.4
0,0,0,0,0,0.038,316.917,15,3,0,13,2,8,2,6,0,0.015,0
0,0,0,0,0,0.016,1752.333,48,2,0,2,2,1,2,9,0,0.012,0
0,0,0,0,0,0.04,463.33,25,2,0.4,2,2,6,2,1,0,0.008,0
0,0,20.888,0,0,0.018,839.333,24,2,0.6,2,2,6,2,3,0,0,0
0,1,3.979,0,1,0.029,1265.464,33,1,0,2,1,7,2,1,1,0.006,0
0,0,44.388,0,1,0.009,1888.25,29,2,0,2,2,7,0,3,0,0,0
0,0,9.309,0,1,0.05,251.5,3,2,0.6,5,2,6,2,2,0,0,0
0,0,0,0,0,0.04,417,6,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.078,517.667,14,2,0,3,2,6,2,7,0,0.071,0
0,0,0,0,0,0.033,109.25,2,3,0,3,2,5,2,3,0,0,0
0,0,0,0,0,0.046,964.092,17,1,0,2,1,7,2,1,0,0.024,0
0,0,0,0,0,0.026,637.5,6,3,0,1,2,7,2,1,0,0,0
0,0,0,0,0,0.013,2522.75,77,2,0,2,4,7,2,1,0,0.003,0
0,1,3.797,0,1,0.042,397.5,32,2,0,1,2,6,2,1,1,0.007,0
0,0,54.359,0,1,0.005,323.803,13,2,0,3,2,6,2,1,0,0,0
0,0,0,0,0,0.04,657.5,35,2,0,6,2,6,2,5,1,0.017,0
0,0,0,0,0,0.008,810.625,24,3,0,4,2,6,2,3,0,0,0
0,0,0,0,0,0.086,127.5,5,1,0.4,3,1,6,2,1,0,0.04,0
0,0,0,0,0,0.067,60.4,3,2,0,3,2,9,2,1,0,0,0
0,0,0,0,0,0.033,275,6,2,0.2,3,2,6,2,1,0,0,0
0,0,20.888,0,0,0.02,827.25,23,2,0,2,2,7,0,8,0,0,0
0,1,3.797,0,1,0.033,516.333,20,1,0,2,1,8,2,3,0,0.01,0
0,0,19.564,0,1,0.012,1807.5,19,3,0,2,2,7,0,1,0,0,0
0,0,0,0,0,0.04,417.333,62,2,0,3,2,6,2,9,0,0.018,0
0,0,7.882,0,0,0.025,1357.133,34,2,0.4,2,2,6,2,1,0,0.006,0
0,0,0,0,0,0.038,203,8,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.017,573.75,39,2,0,1,2,5,2,9,0,0.005,0
0,0,0,0,0,0.2,0,1,1,0,1,1,1,2,1,0,0.2,0
0,0,0,0,0,0.01,8141.283,175,2,0,2,2,7,2,9,0,0.001,216.833
0,0,0,0,0,0.024,1651.25,11,3,0,13,2,7,2,1,1,0.036,0
0,0,0,0,0,0.004,1510.794,53,1,0,2,2,7,0,9,0,0,0
0,0,0,0,0,0.,1763.833,7,3,0,3,3,6,2,8,0,0,0
0,0,0,0,0,0.04,399.5,10,2,0,2,2,7,0,9,1,0,0
0,1,3.797,0,1,0.033,298.9,11,2,0,1,2,6,2,1,1,0.005,0
0,0,0,0,0,0.008,905.333,15,2,0,2,2,5,2,7,0,0,0
0,0,0,0,0,0.017,845.5,6,2,0,2,2,7,0,9,1,0,0
0,0,0,0,0,0.017,1025.45,24,2,0.4,2,2,6,2,1,0,0.008,0
0,0,0,0,0,0.04,489.5,25,2,0,3,2,5,2,1,0,0.02,0
0,0,7.282,0,1,0.015,1265.65,39,2,0,2,2,7,2,9,0,0.005,0
0,0,0,0,0,0.04,934.333,24,2,0,1,2,5,2,2,0,0.008,0
0,0,0,0,0,0.022,166.75,9,1,0,2,5,5,2,1,0,0,0
0,0,0,0,0,0.8,0,1,3,0,1,2,6,2,2,0,0.6,0
0,0,0,0,0,0.033,2801.5,7,2,0,10,2,7,2,9,0,0,0
0,0,0,0,0,0.046,1087,11,1,0,2,1,7,2,1,1,0.018,0
0,0,0,0,0,0.2,0,1,3,0,1,2,6,2,3,0,0.2,0
0,0,54.359,0,1,0.005,322.918,14,3,0,2,2,9,0,5,0,0,0
0,0,19.034,0,1,0.012,2876.397,76,2,0,2,2,7,2,1,0,0.002,0
0,0,0,0,0,0.04,932.667,24,2,0,2,2,1,2,1,0,0.078,0
0,0,20.712,0,1,0.013,827.566,24,2,0,2,2,7,2,5,1,0.013,0
0,0,54.359,0,1,0.005,323.818,14,2,0,2,2,1,0,5,0,0,0
43,2,0,0,0,0.022,316.152,21,1,0,3,1,6,2,2,1,0.008,0
92,2,0,0,0,0.022,214.333,5,3,0,2,2,5,2,9,0,0,0
0,0,0,0,0,0.1,29.5,2,2,0,5,2,6,2,1,0,0,0
46,4,0,0,0,0.036,417.167,8,1,0,2,1,1,2,3,0,0.033,0
190,2,0,0,0,0.022,211.6,5,1,0,2,1,9,0,7,1,0,0
