Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,1,3.182,0,1,0.033,226.6,11,2,0,1,2,8,2,1,0,0.018,0
0,0,0,0,0,0.033,759.167,14,3,0,13,2,7,2,6,0,0.029,0
0,1,3.182,0,1,0.033,297.9,6,3,0,2,2,3,2,3,0,0.015,0
0,0,0,0,0,0.04,735.333,21,2,0,2,2,1,0,1,0,0,0
0,0,30.546,0,1,0.005,333.917,17,2,0.6,3,2,6,2,3,0,0,0
0,0,30.546,0,1,0.005,323.25,17,2,0,2,2,6,2,1,1,0,0
0,0,44.388,0,1,0.009,1888.5,23,2,0,2,2,6,2,1,0,0,0
0,0,0,0,0,0.04,471.5,25,2,0,2,2,7,0,9,0,0,0
0,1,3.979,0,1,0.029,1265.393,33,1,0,2,1,7,2,1,1,0.015,0
0,0,0,0,0,0.05,50,2,2,0.4,4,2,6,2,1,0,0,0
0,0,0,0,0,0.067,25,3,2,0,10,4,5,2,3,0,0,0
0,0,0,0,0,0.044,834.75,11,2,0,2,2,1,2,7,0,0,0
0,0,0,0,0,0.012,1420.348,63,2,0.2,4,2,6,2,7,0,0.003,0
0,1,0,0,0,0.06,27,4,2,0,1,2,5,2,1,1,0,0
0,0,0,0,0,0.04,489.5,25,2,0,3,2,5,2,7,0,0.08,0
0,1,3.979,0,1,0.029,1404.333,32,2,0,2,2,7,0,9,0,0.014,0
0,0,31.225,0,1,0.006,999,08,2,0.6,5,2,6,0,9,0,0,0
0,0,0,0,0,0.04,417.333,30,2,0,13,2,6,2,9,0,0.008,0
0,0,0,0,0,0.017,697.177,16,3,0,1,2,5,2,7,0,0.006,0
0,0,21.263,0,1,0.002,492.308,13,2,0,6,2,6,0,5,1,0,0
43.833,5,0,0,0,0.011,569.333,31,2,0,3,2,6,2,1,0,0,0
88,4,10.99,1,0,0.024,1806.667,35,2,0,1,2,5,2,1,0,0.007,17
0,0,0,0,0,0.026,738.571,30,2,0,3,2,5,2,3,0,0.007,0
0,1,3.979,0,1,0.029,1263.3,33,3,0,2,2,7,2,1,1,0.015,0
0,1,3.979,0,1,0.029,1265.3,33,3,0,2,2,7,2,1,1,0.015,0
0,1,3.979,0,1,0.019,1404.45,27,2,0,2,2,7,2,1,1,0.007,0
0,0,31.225,0,1,0.006,999,02,2,0.6,5,4,6,0,9,0,0,0
0,0,0,0,0,0.04,657.5,5,2,0,1,2,5,2,1,0,0,0
0,1,3.979,0,1,0.029,1265.393,33,1,0,2,1,7,2,1,1,0.015,0
0,0,0,0,0,0.05,50,2,2,0.4,4,2,6,2,1,0,0,0
0,0,0,0,0,0.067,25,3,2,0,10,4,5,2,3,0,0,0
36.2,2,0,0,0,0.022,216.548,12,1,0,2,1,9,0,7,0,0.014,0
1039.987,13,1,3,0,0.023,577.649,11,1,0,2,1,7,2,1,0,0.01,124.5
50,3,0,0,0,0.01,255.5,12,2,0,8,2,1,0,1,0,0,0
0,0,19.564,0,1,0.012,980.672,22,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.04,398.5,10,3,0,13,2,3,2,3,0,0.02,0
0,0,30.801,0,1,0.008,408.083,16,2,0,2,2,6,2,3,0,0,0
0,0,0,0,0,0.01,537.333,20,2,0,2,2,1,2,3,0,0,0
0,1,3.797,0,1,0.033,297.3,8,3,0,2,2,3,2,1,0,0.005,0
0,0,0,0,0,0.04,659.25,8,2,0,2,2,1,0,1,0,0,0
0,0,31.159,0,1,0.022,766.762,23,2,0,10,2,7,2,1,0,0.005,0
0,1,3.797,0,1,0.038,296.1,8,3,0,13,2,3,2,2,0,0.5,0
0,0,0,0,0,0.017,845.5,6,2,0,2,2,7,0,9,1,0,0
0,0,0,0,0,0.04,820.5,5,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.078,794.25,16,1,0,3,1,6,2,3,0,0.03,0
0,0,0,0,0,0.075,399.667,13,3,0,3,2,7,2,4,0,0.031,0
0,0,0,0,0,0.05,199.5,2,3,0,8,2,5,2,3,0,0,0
0,0,0,0,0,0.05,139.5,2,1,0,2,1,7,2,4,0,0,0
0,0,0,0,0,0.016,903.163,22,3,0,8,2,7,2,3,1,0.009,0
0,0,0,0,0,0.04,932.667,24,2,0,2,2,1,2,1,0,0.078,0
0,0,0,0,0,0.04,932.667,24,2,0,2,2,1,2,1,0,0.078,0
0,1,3.797,0,1,0.067,296.25,28,2,0,1,2,7,2,1,1,0.046,0
0,0,0,0,0,0.025,202.833,8,3,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.021,1404.046,27,3,0,13,2,7,2,3,0,0.014,0
0,0,0,0,0,0.021,1404.25,27,2,0,1,2,7,2,6,0,0.02,0
0,0,42.233,0,1,0.025,639.908,23,2,0,4,4,6,2,1,0,0.008,0
0,0,0,0,0,0.007,499.7,18,1,0,2,1,7,0,8,0,0,0
0,0,0,0,0,0.01,735.333,20,2,0,2,2,1,2,9,0,0,0
0,0,0,0,0,0.017,573.25,13,2,0,2,2,5,2,1,0,0,0
0,0,23.051,0,1,0.007,456.8,17,1,0,2,1,9,2,1,1,0,0
0,1,3.182,0,1,0.033,297.9,11,2,0,1,2,6,2,1,1,0.005,0
0,0,0,0,0,0.04,417.333,30,2,0,13,2,7,2,9,0,0.008,0
0,0,31.155,0,1,0.029,1101.625,17,2,0,2,2,7,2,5,1,0,0
0,0,19.034,0,1,0.022,1135.45,33,2,0,3,2,7,2,1,1,0.006,0
0,0,9.807,1,1,0.05,2265.55,103,3,0,13,2,3,2,8,0,0.035,35
