,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.1533333333231111,0.29999999998,0.2439999999837333,0.05469105146833708
sanity.nearest_syn_neighbor_distance.mean,0.19171063598015833,0.28386355144233544,0.22243018901305564,0.036829407832144376
sanity.close_values_probability.score,0.3333333333333333,0.5266666666666666,0.45999999999999996,0.08232726023485645
sanity.distant_values_probability.score,0.006666666666666667,0.05333333333333334,0.02,0.019436506316151004
stats.jensenshannon_dist.marginal,0.005655912286438316,0.009193066021337517,0.007190225228478606,0.00128346078894736
stats.chi_squared_test.marginal,0.39920730425883466,0.599990468212151,0.47977445033759486,0.10969763468823036
stats.inv_kl_divergence.marginal,0.8179150358969183,0.8724092385402231,0.8345825840346537,0.021566196645284398
stats.ks_test.marginal,0.9373333333333334,0.9560000000000001,0.9463086757990867,0.00762166635066396
stats.max_mean_discrepancy.joint,0.005376788755858397,0.009066934309934549,0.007267050443130784,0.0013964178895215858
stats.wasserstein_dist.joint,0.003898313724931118,0.042523347894502544,0.012113232208048446,0.017007028696141405
stats.alpha_precision.delta_precision_alpha_OC,0.9028505747126436,0.9283105022831051,0.9165402613761613,0.009154155675657128
stats.alpha_precision.delta_coverage_beta_OC,0.6422222222222222,0.7983754789272031,0.7055565842649452,0.06591107311129604
stats.alpha_precision.authenticity_OC,0.36,0.4589041095890411,0.4064474885844748,0.04234664890033863
stats.alpha_precision.delta_precision_alpha_naive,0.9090421455938698,0.9529501915708812,0.937216396368026,0.016832411276456797
stats.alpha_precision.delta_coverage_beta_naive,0.6529680365296804,0.7713103448275862,0.7145445651603423,0.04476121033774764
stats.alpha_precision.authenticity_naive,0.34,0.4315068493150685,0.37563470319634706,0.04143907442425677
stats.prdc.precision,0.9733333333333334,0.9933333333333333,0.982593607305936,0.008904835469768385
stats.prdc.recall,0.9066666666666666,0.94,0.9226666666666666,0.012110601416389956
stats.prdc.density,1.0506666666666666,1.1383561643835616,1.091937899543379,0.03276679901897651
stats.prdc.coverage,0.9666666666666667,0.9866666666666667,0.9746666666666668,0.0073029674334022165
performance.linear_model.gt,0.9978888888888889,0.9978888888888889,0.9978888888888889,0.0
performance.linear_model.syn_id,0.9915555555555556,0.9984722222222222,0.9961152777777779,0.0026732936319440064
performance.linear_model.syn_ood,0.9902222222222221,0.9978888888888889,0.9953111111111109,0.0029745836932499443
performance.mlp.gt,0.8325520833333334,0.8325520833333334,0.8325520833333334,0.0
performance.mlp.syn_id,0.7680555555555555,0.8379340277777777,0.8113541666666666,0.03226758781545123
performance.mlp.syn_ood,0.7677777777777777,0.9205555555555556,0.8181111111111111,0.06445713476584436
performance.xgb.gt,0.978111111111111,0.978111111111111,0.978111111111111,0.0
performance.xgb.syn_id,0.9825972222222221,0.9950694444444445,0.9889763888888888,0.0048079950254886535
performance.xgb.syn_ood,0.9825555555555556,0.9931111111111111,0.9875555555555555,0.004169258453176355
performance.feat_rank_distance.corr,0.4186250349140568,0.5948834137105645,0.4988934620266797,0.06359853253302998
performance.feat_rank_distance.pvalue,4.235638555550034e-15,3.575905551761772e-08,7.2310798274713325e-09,1.594800153719916e-08
detection.detection_xgb.mean,0.3683333333333333,0.4688850574712644,0.4099103448275862,0.04223158500191245
detection.detection_mlp.mean,0.26644444444444443,0.42637931034482757,0.30372030651341,0.06884583468930439
detection.detection_gmm.mean,0.4985555555555556,0.5845555555555555,0.5445072796934867,0.04154354925421788
detection.detection_linear.mean,0.15744444444444444,0.25406896551724134,0.21128045977011495,0.04087495772215419
privacy.delta-presence.score,1.9999999800000003,3.9999999600000007,3.199999976,0.8366600157770183
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0
privacy.k-anonymization.syn,1.00000001,3.00000001,2.00000001,0.7071067811865476
privacy.k-map.score,1.0,3.0,1.4,0.8944271909999161
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0
privacy.distinct l-diversity.syn,1.00000001,3.00000001,2.00000001,0.7071067811865476
privacy.identifiability_score.,0.5133333333333333,0.5933333333333334,0.56,0.029059326290271182
privacy.identifiability_score._privacy.identifiability_score.OC,0.52,0.5933333333333334,0.5493333333333333,0.030404678002643695
