input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
42,74,79,81,100,0,0,36,26,99,37,100,0,72,33,7,11
48,11,79,41,0,59,0,100,49,93,20,100,5,54,38,4,6
44,97,12,61,100,12,74,0,74,0,97,85,9,100,78,86,53
1,45,40,38,50,100,32,0,76,65,42,85,8,100,68,0,85
32,29,45,38,3,73,35,100,50,41,0,86,7,100,70,0,55
8,35,43,78,100,22,30,16,0,59,75,94,6,100,67,0,62
18,42,42,72,100,6,25,19,0,21,73,100,6,93,61,0,35
53,72,27,90,100,0,54,88,35,0,12,100,4,86,61,54,3
90,84,44,56,58,0,59,67,100,0,64,100,4,77,45,78,15
76,20,100,43,0,67,0,100,55,99,25,92,5,41,47,30,20
14,32,41,47,28,78,42,100,59,42,0,98,7,100,88,0,40
10,97,0,47,93,100,59,0,78,10,40,81,3,100,86,36,77
62,80,23,85,99,0,100,40,22,0,100,64,9,45,65,99,45
16,86,0,53,100,94,62,0,61,10,18,81,3,100,90,47,43
0,16,16,72,78,45,43,0,14,18,100,100,6,96,71,12,90
64,100,32,80,94,5,32,64,75,0,34,100,4,71,40,58,0
56,61,32,80,100,0,41,70,7,0,57,100,4,71,45,41,34
10,15,7,51,0,74,43,100,49,0,29,71,2,100,77,13,54
31,88,0,63,100,8,63,0,48,3,91,72,9,100,75,70,56
0,4,27,73,0,100,41,33,63,29,32,100,7,97,73,18,72
52,3,97,29,7,59,1,100,44,100,0,88,5,54,41,0,7
13,76,0,36,90,20,43,0,22,24,100,86,5,100,78,47,63
0,74,24,51,58,92,45,100,84,19,0,93,7,100,86,8,43
40,70,20,23,64,100,80,11,87,0,0,76,1,86,100,60,46
16,0,24,56,11,64,51,100,37,19,13,75,2,100,86,19,38
46,87,24,65,77,87,93,67,100,0,0,73,1,81,100,70,35
63,100,31,75,77,0,43,60,75,0,25,100,4,84,55,64,3
19,38,18,53,0,87,53,100,70,0,41,75,2,100,88,19,45
43,100,22,75,91,0,40,80,39,0,11,100,4,78,56,50,0
31,19,67,39,0,88,23,21,100,96,84,100,8,87,59,0,16
4,10,0,58,12,50,40,100,40,17,0,56,2,100,89,2,13
6,22,24,38,67,44,32,0,19,5,100,100,6,92,63,0,74
