input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
43,44,0,69,100,42,69,0,5,13,0,97,5,100,99,59,60
23,57,47,62,91,36,21,0,26,49,100,100,6,76,49,0,60
57,100,28,82,82,8,47,85,62,0,15,100,4,76,50,62,0
4,100,0,38,76,83,55,0,89,5,45,79,3,100,83,27,73
12,1,8,63,15,74,55,100,40,0,0,95,2,100,80,35,40
80,95,87,50,100,0,0,22,50,44,41,100,0,64,13,31,3
81,3,99,46,0,58,0,100,24,99,16,100,5,51,34,29,6
66,91,100,64,100,1,0,15,46,92,32,64,0,65,20,21,0
16,94,0,53,100,74,55,0,44,6,25,91,3,100,75,43,61
31,100,0,57,91,30,75,0,83,9,75,87,9,100,65,70,39
0,43,2,57,0,67,40,100,56,4,50,67,1,100,81,2,75
57,60,29,21,32,54,100,19,100,0,21,98,7,100,100,81,0
58,100,29,63,85,0,42,61,71,0,44,100,4,75,45,62,0
18,74,0,55,100,78,62,0,39,1,31,94,5,100,84,37,75
0,52,33,51,38,92,63,100,70,37,0,95,7,100,99,25,45
70,0,40,49,62,100,64,27,30,0,55,87,7,100,92,40,78
30,45,16,15,29,77,61,0,57,0,100,100,1,94,78,44,95
51,62,26,88,100,0,37,69,5,0,57,100,4,84,61,36,31
66,46,100,100,81,47,0,47,0,78,87,87,8,57,17,32,47
0,29,6,49,0,76,59,100,62,12,9,68,2,100,99,25,27
71,100,36,55,74,7,48,39,97,0,0,100,4,81,48,84,6
8,16,9,50,0,64,41,100,48,0,14,65,2,100,79,11,35
47,100,22,55,80,54,100,49,100,0,0,57,1,73,90,74,14
44,0,34,81,46,76,86,77,26,0,69,48,9,74,100,56,100
29,57,35,43,100,3,15,24,0,0,89,100,6,93,58,2,43
0,34,27,2,23,100,69,63,63,33,0,92,7,100,100,36,51
24,56,45,53,99,15,21,0,8,26,100,100,6,85,56,0,55
27,59,2,47,85,87,72,0,52,0,58,85,5,100,94,43,100
31,80,10,61,100,45,51,6,24,0,0,85,3,100,74,56,36
60,0,91,50,16,44,0,100,30,100,29,95,5,58,40,9,2
58,22,99,100,57,63,0,58,84,100,16,88,8,68,38,15,0
66,61,34,88,86,12,43,100,0,0,48,100,4,97,66,40,46
9,100,8,37,94,79,44,0,72,0,33,45,1,70,100,10,75
15,64,32,70,100,79,44,23,67,37,0,88,7,100,86,0,40
50,1,95,24,0,60,18,100,65,100,27,85,5,57,58,0,4
66,19,99,41,20,40,2,100,53,98,22,100,5,55,59,0,0
57,100,30,34,76,6,39,0,67,0,35,100,4,79,48,63,38
23,75,4,55,100,33,74,0,78,0,68,76,9,100,82,55,75
8,49,37,48,0,32,34,100,58,62,84,74,8,100,74,0,74
49,75,22,35,53,76,100,28,100,0,0,52,1,73,94,75,37
16,100,0,36,84,44,84,0,82, 9,85,100,9,99,80,52,64
13,100,0,40,89,76,48,0,53,20,17,81,3,100,75,44,59
