input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
15,36,30,64,94,13,23,10,0,11,100,100,6,80,53,0,48
67,2,97,39,0,68,0,100,45,100,20,92,5,51,47,9,10
35,52,14,62,55,1,43,100,7,0,0,100,4,84,63,38,3
50,87,25,72,77,87,100,77,100,0,0,58,1,71,91,75,36
12,100,0,38,86,51,79,0,95,20,99,98,9,100,73,46,61
0,0,7,65,31,27,38,100,14,5,5,66,2,100,82,5,17
71,99,95,55,100,9,0,16,57,82,26,100,0,64,19,28,0
67,100,33,81,88,0,29,82,24,0,31,100,4,76,41,30,28
2,17,2,51,0,24,34,100,22,2,18,72,1,100,70,0,25
5,11,8,51,0,57,50,100,38,0,6,81,2,100,78,24,40
19,47,40,46,14,83,38,100,69,46,0,84,7,100,79,0,48
58,17,92,21,0,88,0,100,86,100,10,87,5,58,50,6,17
15,79,0,47,100,85,43,0,70,18,21,86,3,100,72,41,72
0,0,4,65,31,29,35,100,22,10,1,66,2,100,77,2,8
0,85,27,40,61,91,56,86,100,35,0,92,7,100,93,18,44
13,45,27,40,21,67,35,100,61,29,0,91,7,100,72,0,35
46,93,22,75,87,82,95,84,100,0,0,71,1,79,100,71,39
25,63,9,53,100,63,55,0,28,0,4,89,3,100,79,41,43
52,60,26,67,100,95,100,26,0,0,19,86,9,72,94,78,35
12,95,0,44,96,100,59,0,66,6,35,81,3,100,85,41,67
73,100,100,51,96,9,0,5,61,81,30,88,0,51,5,31,0
71,97,100,62,100,7,0,15,56,84,21,81,0,55,10,26,0
71,94,100,60,100,4,0,10,52,86,30,94,0,58,14,29,0
34,20,44,59,18,57,5,100,44,54,0,93,7,100,56,0,40
84,0,95,61,24,40,0,100,7,100,30,71,5,52,12,52,20
61,86,97,78,100,0,0,16,32,96,59,100,0,69,31,22,17
21,72,4,47,87,100,69,0,77,0,29,91,3,100,87,44,58
31,46,0,51,80,100,85,0,53,1,35,91,5,100,96,60,94
20,100,4,49,94,60,82,0,61,0,44,86,9,86,100,58,90
54,100,26,79,88,65,100,84,99,0,0,43,1,60,80,81,32
13,77,0,49,95,100,51,0,62,8,41,82,3,100,78,43,66
30,61,1,39,66,23,60,0,17,0,100,99,5,100,79,63,54
36,44,11,61,100,39,66,0,3,0,10,86,5,100,91,47,69
100,100,68,18,63,40,20,29,92,24,13,76,0,33,0,67,0
30,90,14,51,100,89,61,0,48,0,49,85,3,100,81,49,84
55,73,100,78,100,0,0,26,22,94,61,97,0,90,43,12,21
22,49,35,55,100,5,21,0,1,15,80,100,6,86,55,0,30
22,94,0,41,79,71,88,0,95,13,100,100,9,90,68,54,61
22,80,0,56,100,76,88,0,53,13,40,97,9,80,72,52,37
36,34,40,51,0,68,24,100,48,42,15,100,7,90,57,0,54
100,100,81,37,64,77,52,77,93,48,0,0,9,10,29,75,41
24,67,37,46,100,19,13,0,19,20,60,100,6,73,44,0,33
20,41,7,37,0,100,56,93,79,0,33,91,2,100,79,37,79
16,2,24,50,0,79,22,100,47,19,42,67,2,100,59,0,69
2,31,0,69,34,62,62,100,51,6,0,86,2,100,95,32,29
31,64,39,56,100,0,3,14,7,11,68,100,6,77,41,0,23
1,0,22,61,57,24,28,0,0,15,100,100,6,80,55,0,54
33,36,35,55,11,61,27,100,47,39,0,87,7,100,70,0,39
73,60,30,84,100,0,69,40,11,0,95,31,0,2,26,100,44
0,66,51,34,16,0,50,100,19,86,90,52,8,100,99,4,79
15,71,4,49,95,100,60,0,72,0,20,92,3,100,87,38,58
52,88,26,53,69,65,100,47,100,0,0,56,1,68,89,77,33
52,88,102,75,100,10,0,30,44,93,22,94,0,98,48,4,0
64,100,32,52,64,0,42,46,80,0,42,100,4,72,42,64,12
50,74,25,28,47,79,98,12,100,0,0,63,1,81,100,74,36
64,84,100,78,100,0,0,21,37,88,42,51,0,66,26,25,12
22,88,52,100,99,85,40,50,91,49,0,91,7,100,80,0,46
54,24,25,46,80,100,100,3,14,0,0,88,9,68,90,79,61
61,100,31,62,92,0,40,34,61,0,44,100,4,79,49,64,0
69,91,98,62,100,0,0,13,43,76,48,100,0,64,20,25,12
61,100,30,69,90,7,39,57,77,0,33,100,4,72,46,62,0
49,88,18,52,72,35,100,40,100,0,18,75,7,74,97,79,0
61,89,30,85,91,0,100,86,44,0,100,75,9,68,79,91,41
48,94,22,82,88,88,99,91,100,0,0,73,1,81,100,73,48
