sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.208544135628236,4.2,3.716229502127022,2.5,1
7.9,4.2,3.929917813647403,2.5,0
7.9,4.2,3.41429698175306,2.5,1
5.047245662918408,4.2,3.672185481961165,2.5,1
7.782501683054979,4.2,5.412868750574421,2.5,1
7.9,4.2,3.3388536858751436,2.5,1
7.9,4.2,2.5063685583848327,2.5,2
7.9,4.2,4.344897947037779,2.5,0
7.9,4.2,3.517323849419352,2.5,0
7.9,4.2,3.956945392792482,2.5,0
7.9,4.2,5.332042342100468,2.5,1
7.9,4.2,3.846893598959949,2.5,2
7.9,3.7680051077064087,1.6337309504136206,2.5,1
5.703260039667075,4.2,2.498911102647556,2.5,2
6.960995929147604,4.2,4.467520693653437,2.5,0
7.9,4.2,3.519494980250519,2.5,2
7.9,4.2,3.417743114096199,2.5,0
7.9,4.2,5.584315316611277,2.5,2
7.9,4.2,3.749384140642136,2.5,0
7.0550061756443245,4.2,3.1985922770599586,2.5,1
7.9,4.2,3.1303425448228133,2.5,1
7.9,4.2,4.307946819050625,2.5,1
5.289106736895565,4.2,4.845281616574423,2.5,0
7.9,4.2,4.810972986710878,2.5,0
7.9,4.174137816269001,3.203939004843308,2.5,0
7.9,4.2,2.562976172607654,2.5,1
7.9,3.6142022371548763,2.4971024912843616,2.5,1
7.9,4.2,4.004351124359683,2.5,2
7.9,4.2,3.5083661333859446,2.5,1
6.623592634655227,4.087194482893886,3.636771101287358,2.5,1
