sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
7.9,3.7970411276255724,4.0044365673467786,2.5,2
7.9,4.2,2.053152994883099,2.5,1
7.9,4.2,2.060676474746767,2.5,1
7.9,4.2,3.4271263075880705,2.5,0
5.5392609312577115,4.130969770254416,2.64278891655289,2.5,0
4.4,4.2,3.877017770955506,2.5,0
7.9,4.2,4.267272175625863,2.5,1
7.9,4.2,5.201453876619755,2.5,0
6.790794382173736,4.2,5.161823763491776,2.5,2
6.7042084553091446,3.7943382110365507,2.3706041488904295,2.5,0
7.709265946540683,4.2,3.4827698264792346,2.5,1
7.849631399447215,4.055349129398903,2.46879265410568,2.5,0
7.9,4.2,4.715320482498958,2.5,2
7.9,4.2,3.64730879715031,2.5,1
7.9,4.031208852439626,3.2807846490775985,2.5,0
7.093443107699404,4.2,2.959035283560371,2.5,0
7.9,4.2,2.4301816223465074,2.5,2
5.210913751862261,4.2,5.198760991662847,2.5,2
7.9,4.2,2.2639244913213026,2.5,1
7.9,4.2,3.952936726716125,2.5,0
5.408930421101259,4.2,4.055969931063277,2.5,1
7.9,4.089072363652989,4.804564864883294,2.5,1
7.9,4.2,3.1030171416772623,2.5,2
6.085061706676027,4.2,2.702450402132642,2.5,1
7.9,4.008336032679301,4.762544290002729,2.5,0
7.9,4.2,3.187239602274645,2.5,1
7.9,4.2,3.2711522809415436,2.5,0
7.9,4.2,4.641631016356148,2.5,1
7.9,4.2,3.828192827284478,2.5,1
7.9,4.2,4.2046733318534,2.5,1
