,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.07793256200526032,0.13636787675756235,0.10095138591133435,0.03112793137552497
sanity.close_values_probability.score,0.8478260869565217,0.9426877470355731,0.9104084321475625,0.054206907976734414
sanity.distant_values_probability.score,0.005928853754940711,0.015810276679841896,0.00922266139657444,0.005705042185668238
stats.jensenshannon_dist.marginal,0.009936592601446853,0.0109988750840495,0.010430419274746708,0.0005350590146577473
stats.chi_squared_test.marginal,0.6665454078062522,0.6666619940936995,0.6666226122726581,6.686557396723861e-05
stats.inv_kl_divergence.marginal,0.8675168457315002,0.9066253467577633,0.8816147140419784,0.021718311015237794
stats.ks_test.marginal,0.8979716520039102,0.9085853479180072,0.9049145601304022,0.0060160380545129875
stats.max_mean_discrepancy.joint,0.006738189346332822,0.008427897487593556,0.007652108302083704,0.0008532808891161403
stats.wasserstein_dist.joint,1.7497634360375964,2.0905215548540848,1.940829822396914,0.17410606070432996
stats.alpha_precision.delta_precision_alpha_OC,0.4364341085271318,0.6434705228031146,0.5427706187630651,0.10363323649350963
stats.alpha_precision.delta_coverage_beta_OC,0.31666666666666665,0.4559139784946237,0.38895545314900154,0.06977651629070657
stats.alpha_precision.authenticity_OC,0.46190476190476193,0.5032258064516129,0.48837685611879156,0.022982173219109718
stats.alpha_precision.delta_precision_alpha_naive,0.6894623655913978,0.8492063492063492,0.7736130858111353,0.08021507106380414
stats.alpha_precision.delta_coverage_beta_naive,0.3663492063492063,0.4610752688172043,0.4189606131691653,0.04822751358453663
stats.alpha_precision.authenticity_naive,0.41935483870967744,0.5,0.463594470046083,0.04088936742282603
stats.prdc.precision,0.9935483870967742,1.0,0.9978494623655915,0.003724840446384692
stats.prdc.recall,0.9604743083003953,0.9901185770750988,0.976943346508564,0.015094122842410513
stats.prdc.density,1.100952380952381,1.1638709677419354,1.1394372402624464,0.03373074072991667
stats.prdc.coverage,0.7490118577075099,0.8675889328063241,0.7997364953886693,0.061115888503789045
performance.linear_model.gt,0.911448404373138,0.911448404373138,0.911448404373138,0.0
performance.linear_model.syn_id,0.8434993014804204,0.8698412666491764,0.8560105683676111,0.01322045599218629
performance.linear_model.syn_ood,0.8437410901321727,0.8698544017271301,0.8560912989673927,0.013113865278600695
performance.mlp.gt,0.4185539254210486,0.4185539254210486,0.4185539254210486,0.0
performance.mlp.syn_id,0.3681674716125591,0.41948171463001066,0.4009327402612661,0.02845812979456639
performance.mlp.syn_ood,0.45982314494425214,0.5229430988081507,0.49847334358580025,0.033865112957422325
performance.xgb.gt,0.9329822609003852,0.9329822609003852,0.9329822609003852,0.0
performance.xgb.syn_id,0.8868441291353054,0.9056464452995028,0.8938566505783165,0.010271247648916992
performance.xgb.syn_ood,0.887165724606309,0.905366151881213,0.8938391382048204,0.010024069210369213
performance.feat_rank_distance.corr,0.2977360261012614,0.4637756217321235,0.3935744611635239,0.08593741450563087
performance.feat_rank_distance.pvalue,1.6235786555110723e-119,2.356667093129724e-50,7.855556977099079e-51,1.360622380608779e-50
detection.detection_xgb.mean,0.7974742115832937,0.8500231115548529,0.8183691653067102,0.027877655248703538
detection.detection_mlp.mean,0.5,0.5,0.5,0.0
detection.detection_gmm.mean,0.5130834512022631,0.5331274664787289,0.5262475509426471,0.011404335378968788
detection.detection_linear.mean,0.549368592321417,0.6023624522610442,0.5720817649563233,0.02729537976533028
privacy.delta-presence.score,7.999999920000001,11.999999880000003,9.333333240000002,2.309401053664493
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,1.00000001,2.00000001,1.6666666766666667,0.5773502691896257
privacy.k-map.score,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.6666666766666667,0.5773502691896257
privacy.identifiability_score.,0.3142292490118577,0.391304347826087,0.35507246376811596,0.03874391555344561
privacy.identifiability_score._privacy.identifiability_score.OC,0.30434782608695654,0.3438735177865613,0.32213438735177863,0.020057097954727706
