,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
0,150.0,310.0,25.0,3.0,15.0,1.0,36.5,120.0,130.0,1.0,4.0,7.0,5.0,4000.0,16.0,12.0,250.0,30.0,14.0,12.0,850.0,0.4,-1.0,-1.0,0
1,85.0,290.0,40.0,4.0,20.0,1.0,40.0,54.0,190.0,2.0,4.0,6.0,9.0,550.0,14.0,12.0,2300.0,60.0,18.0,28.0,865.0,0.33,-1.0,-1.0,0
2,35.0,160.0,15.0,1.0,45.0,8.0,29.0,34.0,70.0,0.0,5.0,10.0,7.0,1800.0,14.0,10.0,320.0,90.0,-1.0,55.0,890.0,0.29,-1.0,0.75,0
3,45.0,190.0,45.0,2.0,70.0,5.0,54.0,2.0,160.0,0.0,3.0,3.0,9.0,2100.0,20.0,12.0,240.0,170.0,10.0,0.6,-1.0,-1.0,-1.0,0.5,0
4,320.0,70.0,8.0,5.0,10.0,2.0,-22.0,-40.0,125.0,0.0,4.0,5.0,6.0,1100.0,6.0,10.0,160.0,160.0,28.0,950.0,875.0,0.28,-1.0,-1.0,0
5,80.0,380.0,35.0,5.0,110.0,1.0,-13.0,-73.0,135.0,1.0,2.0,11.0,11.0,1900.0,6.0,10.0,70.0,65.0,12.0,950.0,730.0,-1.0,-1.0,-1.0,0
6,210.0,240.0,50.0,7.0,80.0,1.0,45.0,-106.0,50.0,1.0,5.0,7.0,3.0,2600.0,6.0,14.0,30.0,4.0,9.0,14.0,830.0,-1.0,-1.0,-1.0,0
7,15.0,200.0,47.0,2.0,60.0,5.0,58.5,1.5,25.0,0.0,5.0,3.0,6.0,2300.0,16.0,12.0,170.0,115.0,21.0,190.0,825.0,0.47,-1.0,0.79,0
8,220.0,400.0,50.0,7.0,35.0,2.0,31.0,-96.0,65.0,1.0,3.0,3.0,2.0,3500.0,16.0,10.0,90.0,22.0,10.0,0.3,770.0,-1.0,-1.0,0.35,0
9,200.0,120.0,20.0,3.0,55.0,5.0,5.5,107.0,170.0,0.0,4.0,6.0,5.0,800.0,19.0,10.0,1800.0,60.0,22.0,170.0,800.0,0.6,-1.0,-1.0,0
10,201.0,300.0,10.0,5.0,120.0,1.0,49.1234,-112.5678,160.0,1.0,3.0,5.0,8.0,2300.0,5.0,7.0,80.0,40.0,9.0,5.0,800.0,0.5,-1.0,0.7,0
11,212.0,150.0,19.0,3.0,85.0,1.0,-2.1234,132.5678,130.0,1.0,6.0,7.0,3.0,950.0,16.0,10.0,170.0,35.0,22.0,40.0,850.0,0.7,-1.0,-1.0,0
12,245.0,220.0,5.0,2.0,115.0,8.0,47.5678,15.1234,115.0,1.0,4.0,6.0,7.0,1200.0,14.0,12.0,50.0,15.0,-1.0,1350.0,910.0,0.6,-1.0,-1.0,0
13,380.0,355.0,9.0,5.0,116.0,0.0,51.5678,-113.1234,175.0,1.0,6.0,4.0,10.0,910.0,5.0,5.0,140.0,90.0,9.0,8.0,835.0,0.25,-1.0,0.8,0
14,350.0,300.0,10.0,3.0,107.0,1.0,44.5678,89.1234,125.0,1.0,4.0,3.0,1.0,2800.0,11.0,10.0,290.0,25.0,13.0,9.0,825.0,0.3,-1.0,-1.0,0
15,360.0,330.0,9.0,5.0,117.0,1.0,54.5678,-115.1234,140.0,1.0,6.0,4.0,3.0,2600.0,10.0,8.0,60.0,12.0,7.0,60.0,845.0,0.4,-1.0,-1.0,0
16,250.0,30.0,36.0,6.0,83.0,4.0,26.5678,53.1234,145.0,0.0,4.0,9.0,8.0,2000.0,13.0,5.0,25.0,17.0,26.0,610.0,840.0,0.45,-1.0,-1.0,0
17,390.0,170.0,22.0,4.0,18.0,8.0,49.5678,58.1234,85.0,1.0,4.0,13.0,9.0,2500.0,5.0,6.0,420.0,80.0,-1.0,145.0,830.0,0.3,-1.0,0.9,0
18,115.0,100.0,19.0,3.0,96.0,5.0,2.1234,102.5678,35.0,1.0,4.0,6.0,5.0,70.0,14.0,12.0,40.0,16.0,33.0,1950.0,920.0,0.65,-1.0,-1.0,0
19,45.0,290.0,25.0,3.0,84.0,4.0,5.5678,114.1234,135.0,0.0,4.0,3.0,2.0,2000.0,14.0,12.0,115.0,55.0,21.0,190.0,830.0,0.35,-1.0,-1.0,0
20,312.0,340.0,18.0,2.0,60.0,2.0,4.7658,110.7833,62.0,0.0,1.0,12.0,1.0,2450.0,15.0,9.0,1700.5,900.0,16.0,110.0,-1.0,-1.0,-1.0,0.78,0
21,80.0,329.0,18.0,2.0,102.0,4.0,3.5708,118.8625,124.0,1.0,2.0,6.0,4.0,335.0,15.0,16.0,2480.0,120.0,26.0,1050.0,870.0,0.3,-1.0,0.76,0
22,240.0,355.0,36.0,3.0,90.0,0.0,58.2,79.5167,178.0,1.0,5.0,8.0,3.0,2290.0,12.0,11.0,95.0,62.0,18.0,25.0,830.0,0.27,-1.0,-1.0,0
23,360.0,320.0,48.0,6.0,30.0,2.0,26.3683,-81.4397,111.0,1.0,5.0,5.0,5.0,3410.0,7.0,9.0,25.0,6.0,16.0,95.0,900.0,-1.0,-1.0,-1.0,0
24,20.0,80.0,18.0,2.0,42.0,4.0,-5.795,107.8981,23.0,0.0,5.0,5.0,0.0,695.0,15.0,10.0,360.0,80.0,27.0,310.0,840.0,-1.0,-1.0,-1.0,0
25,180.0,55.0,48.0,6.0,50.0,5.0,33.7998,-118.1335,111.0,2.0,5.0,6.0,11.0,520.0,15.0,15.0,200.0,46.0,35.0,2350.0,950.0,0.12,-1.0,-1.0,0
26,180.0,345.0,33.0,2.0,71.0,0.0,-6.3347,143.3116,35.0,1.0,5.0,2.0,10.0,1530.0,7.0,11.0,100.0,92.0,14.0,610.0,811.0,-1.0,-1.0,-1.0,0
27,380.0,270.0,36.0,3.0,90.0,0.0,66.1533,77.0497,184.0,1.0,2.0,2.0,3.0,1060.0,7.0,11.0,215.0,134.0,31.0,335.0,-1.0,-1.0,-1.0,0.72,0
28,100.0,87.0,48.0,6.0,116.0,9.0,48.9208,-112.3007,100.0,1.0,5.0,6.0,2.0,635.0,7.0,11.0,15.0,5.0,-1.0,115.0,835.0,0.31,-1.0,-1.0,0
29,275.0,276.0,8.0,6.0,116.0,9.0,65.3629,-126.9559,62.0,1.0,5.0,2.0,10.0,350.0,9.0,2.0,130.0,75.0,-1.0,5.0,835.0,0.41,-1.0,-1.0,0
30,245.0,311.0,10.0,3.0,70.0,1.0,48.8566,2.3522,85.0,1.0,3.0,5.0,3.0,1450.0,10.0,8.0,100.0,60.0,18.0,300.0,850.0,0.5,-1.0,-1.0,0
31,312.0,220.0,12.0,5.0,95.0,2.0,34.0522,-118.2437,95.0,0.0,4.0,3.0,5.0,1800.0,15.0,10.0,150.0,80.0,20.0,400.0,870.0,0.4,-1.0,-1.0,0
32,157.0,175.0,20.0,4.0,78.0,3.0,-23.5505,-46.6333,110.0,1.0,2.0,7.0,4.0,2100.0,8.0,7.0,200.0,100.0,22.0,250.0,820.0,0.6,-1.0,-1.0,0
33,90.0,60.0,5.0,2.0,50.0,0.0,40.7128,-74.006,70.0,0.0,5.0,9.0,2.0,1200.0,6.0,9.0,130.0,70.0,25.0,600.0,860.0,0.35,-1.0,-1.0,0
34,310.0,290.0,25.0,7.0,100.0,4.0,51.5074,-0.1278,120.0,1.0,1.0,1.0,6.0,2500.0,14.0,6.0,90.0,50.0,15.0,150.0,830.0,0.55,-1.0,-1.0,0
35,200.0,140.0,30.0,8.0,85.0,5.0,35.6895,139.6917,60.0,0.0,3.0,2.0,7.0,1600.0,11.0,5.0,170.0,90.0,19.0,350.0,840.0,0.45,-1.0,-1.0,0
36,180.0,160.0,35.0,9.0,60.0,6.0,55.7558,37.6173,130.0,1.0,4.0,4.0,8.0,2000.0,13.0,4.0,140.0,75.0,21.0,450.0,890.0,0.3,-1.0,-1.0,0
37,220.0,180.0,40.0,10.0,55.0,7.0,41.9028,12.4964,140.0,0.0,5.0,8.0,9.0,2300.0,9.0,3.0,110.0,65.0,17.0,200.0,880.0,0.25,-1.0,-1.0,0
38,270.0,210.0,45.0,11.0,90.0,8.0,39.9042,116.4074,150.0,1.0,2.0,10.0,1.0,1900.0,12.0,2.0,160.0,85.0,23.0,500.0,810.0,0.65,-1.0,-1.0,0
39,130.0,120.0,50.0,12.0,75.0,9.0,37.7749,-122.4194,160.0,0.0,1.0,11.0,2.0,1700.0,7.0,1.0,120.0,55.0,16.0,100.0,870.0,0.7,-1.0,-1.0,0
40,150.0,300.0,25.0,2.0,60.0,3.0,45.123,5.678,50.0,0.0,4.0,6.0,5.0,2500.0,10.0,3.0,200.0,150.0,25.0,1.0,850.0,0.35,-1.0,-1.0,0
41,200.0,50.0,40.0,1.0,70.0,5.0,33.333,12.345,20.0,1.0,2.0,3.0,7.0,3100.0,9.0,5.0,50.0,20.0,15.0,0.2,-1.0,-1.0,-1.0,0.5,0
42,95.0,270.0,50.0,7.0,10.0,1.0,44.444,-108.888,25.0,0.0,6.0,1.0,3.0,1400.0,20.0,7.0,30.0,10.0,9.0,0.6,890.0,0.42,-1.0,-1.0,0
43,130.0,260.0,45.0,2.0,65.0,4.0,58.123,1.234,35.0,1.0,4.0,3.0,8.0,4500.0,13.0,12.0,160.0,50.0,17.0,11.0,780.0,-1.0,-1.0,0.45,0
44,135.0,120.0,15.0,1.0,35.0,3.0,-4.567,11.123,190.0,0.0,6.0,5.0,9.0,1700.0,8.0,10.0,15.0,12.0,31.0,1600.0,845.0,0.38,-1.0,-1.0,0
45,340.0,240.0,10.0,3.0,42.0,8.0,28.123,34.567,70.0,1.0,5.0,6.0,7.0,2800.0,19.0,10.0,260.0,220.0,-1.0,65.0,860.0,0.25,-1.0,-1.0,0
46,330.0,220.0,49.0,5.0,75.0,10.0,40.123,-108.456,15.0,0.0,3.0,8.0,1.0,1600.0,6.0,12.0,1150.0,90.0,-1.0,0.1,-1.0,-1.0,-1.0,0.75,0
47,105.0,380.0,22.0,1.0,90.0,1.0,29.123,20.123,85.0,1.0,4.0,12.0,5.0,1600.0,9.0,8.0,260.0,65.0,21.0,25.0,855.0,0.32,-1.0,-1.0,0
48,195.0,150.0,8.0,3.0,47.0,0.0,46.123,85.123,125.0,0.0,6.0,1.0,11.0,1800.0,25.0,3.0,230.0,15.0,19.0,280.0,865.0,0.28,-1.0,-1.0,0
49,5.0,35.0,12.0,1.0,5.0,3.0,30.123,29.123,75.0,0.0,2.0,4.0,7.0,3000.0,6.0,10.0,220.0,45.0,11.0,9.0,-1.0,-1.0,-1.0,0.85,0
50,350.0,310.0,45.0,3.0,3.0,1.0,36.79,60.5,185.0,1.0,2.0,8.0,3.0,3200.0,8.0,12.0,48.0,30.0,22.5,230.0,780.0,-1.0,-1.0,0.8,0
51,330.0,135.0,13.0,5.0,70.0,10.0,-0.5292,-77.0867,135.0,1.0,6.0,3.0,5.0,2850.0,8.0,10.0,115.0,12.0,-1.0,410.0,880.0,0.35,-1.0,-1.0,0
52,300.0,220.0,37.0,3.0,90.0,0.0,61.683,75.2833,170.0,1.0,5.0,3.0,3.0,2370.0,8.0,12.0,25.0,7.5,21.0,135.0,870.0,0.57,-1.0,-1.0,0
53,195.0,360.0,22.0,3.0,115.0,0.0,45.5,51.9833,105.0,1.0,5.0,9.0,12.0,230.0,8.0,11.0,42.0,18.0,29.0,245.0,945.0,0.43,-1.0,-1.0,0
54,280.0,405.0,49.0,6.0,80.0,0.0,31.8777,-103.2918,195.0,1.0,5.0,8.0,2.0,790.0,22.0,14.0,92.0,31.0,12.0,18.0,840.0,0.4,-1.0,-1.0,0
55,190.0,250.0,14.0,0.0,45.0,2.0,28.5499,33.5499,70.0,0.0,5.0,6.0,7.0,2850.0,3.0,11.0,455.0,205.0,21.0,55.0,870.0,0.57,-1.0,-1.0,0
56,350.0,50.0,49.0,6.0,90.0,0.0,35.7368,-120.0788,115.0,1.0,5.0,7.0,10.0,185.0,16.0,5.0,305.0,275.0,56.0,2.0,895.0,-1.0,-1.0,-1.0,0
57,80.0,315.0,49.0,6.0,40.0,3.0,33.3456,-93.3971,25.0,1.0,5.0,6.0,8.0,3050.0,12.0,9.0,23.0,8.5,13.0,205.0,800.0,0.45,-1.0,-1.0,0
58,390.0,225.0,37.0,3.0,92.0,0.0,62.8167,77.9622,110.0,1.0,5.0,2.0,3.0,1690.0,8.0,11.0,950.0,130.0,24.0,190.0,820.0,0.32,-1.0,-1.0,0
59,15.0,65.0,47.0,1.0,65.0,5.0,60.9833,2.0333,180.0,0.0,5.0,7.0,7.0,2950.0,12.0,11.0,270.0,105.0,18.0,510.0,830.0,0.66,-1.0,-1.0,0
60,378.0,212.0,10.0,5.0,18.0,4.0,-15.783,-47.9292,135.0,0.0,5.0,3.0,8.0,1500.0,8.0,10.0,180.0,75.0,26.0,850.0,920.0,0.45,-1.0,-1.0,0
61,395.0,340.0,5.0,1.0,23.0,2.0,-8.783,13.2345,40.0,0.0,5.0,8.0,6.0,900.0,6.0,12.0,170.0,60.0,23.0,950.0,870.0,0.5,-1.0,-1.0,0
62,220.0,180.0,50.0,7.0,68.0,1.0,71.0,-148.0,50.0,1.0,5.0,2.0,3.0,1700.0,7.0,9.0,12.0,7.0,22.0,140.0,910.0,0.52,-1.0,-1.0,0
63,360.0,270.0,4.0,2.0,12.0,3.0,-10.0,129.0,190.0,0.0,3.0,13.0,12.0,2000.0,13.0,12.0,180.0,85.0,15.0,30.0,-1.0,-1.0,-1.0,0.6,0
64,90.0,80.0,28.0,0.0,56.0,2.0,18.0,-18.0,200.0,0.0,5.0,5.0,6.0,1200.0,14.0,12.0,250.0,40.0,28.0,2100.0,860.0,-1.0,-1.0,-1.0,0
65,355.0,205.0,3.0,3.0,16.0,8.0,-21.0,115.0,10.0,0.0,5.0,3.0,7.0,650.0,7.0,9.0,25.0,18.0,-1.0,2100.0,930.0,0.4,-1.0,-1.0,0
66,295.0,115.0,9.0,5.0,116.0,1.0,57.0,-118.0,160.0,1.0,0.0,2.0,3.0,460.0,8.0,12.0,32.0,26.0,29.0,450.0,1020.0,-1.0,-1.0,-1.0,0
67,385.0,15.0,37.0,4.0,106.0,8.0,67.0,58.0,190.0,1.0,5.0,6.0,5.0,2950.0,10.0,12.0,75.0,28.0,-1.0,130.0,850.0,0.35,-1.0,-1.0,0
68,215.0,5.0,35.0,4.0,114.0,1.0,53.0,52.0,90.0,1.0,5.0,7.0,3.0,1600.0,5.0,12.0,22.0,14.0,21.0,180.0,800.0,0.55,-1.0,-1.0,0
69,405.0,290.0,9.0,5.0,116.0,1.0,50.0,-115.0,160.0,1.0,3.0,6.0,10.0,2450.0,9.0,5.0,710.0,44.0,5.0,0.7,830.0,-1.0,-1.0,0.87,0
70,120.0,215.0,48.0,6.0,58.0,1.0,68.1234,-145.678,52.0,1.0,5.0,8.0,3.0,2050.0,14.0,10.0,18.0,16.2,21.0,18.0,830.1234,0.42,-1.0,-1.0,0
71,350.0,260.0,48.0,6.0,40.0,3.0,34.5678,-96.123,65.0,1.0,5.0,6.0,7.0,1250.0,8.0,11.0,85.0,14.0,24.0,2400.0,930.5678,0.36,-1.0,-1.0,0
72,210.0,280.0,28.0,5.0,105.0,4.0,29.1234,49.1234,12.0,0.0,5.0,14.0,2.0,2100.0,7.0,9.0,170.0,53.0,23.0,19.0,865.1234,-1.0,-1.0,-1.0,0
73,440.0,160.0,9.0,2.0,10.0,9.0,39.1234,118.123,130.0,1.0,5.0,7.0,6.0,1680.0,18.0,11.0,210.0,60.0,-1.0,130.0,895.1234,0.29,-1.0,-1.0,0
74,70.0,280.0,48.0,6.0,118.0,0.0,47.1234,-105.123,160.0,1.0,5.0,6.0,3.0,2650.0,16.0,6.0,155.0,13.0,14.0,9.0,865.1234,0.5,-1.0,-1.0,0
75,60.0,105.0,30.0,1.0,65.0,2.0,61.1234,4.1234,170.0,0.0,5.0,3.0,6.0,1920.0,12.0,11.0,38.0,25.0,28.0,85.0,840.1234,0.33,-1.0,-1.0,0
76,340.0,40.0,18.0,2.0,48.0,4.0,-1.123,118.123,35.0,0.0,5.0,5.0,0.0,1720.0,15.0,11.0,155.0,55.0,29.0,1650.0,825.1234,0.51,-1.0,0.51,0
77,295.0,125.0,8.0,6.0,116.0,0.0,57.1234,-121.123,32.0,1.0,5.0,6.0,2.0,1150.0,26.0,11.0,26.0,4.0,13.0,125.0,845.1234,0.39,-1.0,-1.0,0
78,285.0,145.0,30.0,1.0,57.0,4.0,64.1234,6.1234,167.0,0.0,2.0,4.0,4.0,1740.0,8.0,11.0,115.0,35.0,30.0,1050.0,-1.0,-1.0,-1.0,0.79,0
79,205.0,195.0,13.0,0.0,54.0,2.0,31.1234,27.1234,85.0,1.0,5.0,2.0,5.0,1760.0,7.0,10.0,31.0,11.0,21.0,75.0,835.1234,0.24,-1.0,-1.0,0
80,300.0,150.0,48.0,6.0,40.0,0.0,42.0,-111.0,115.0,1.0,2.0,3.0,2.0,2200.0,8.0,12.0,340.0,28.0,14.0,0.2,770.0,-1.0,-1.0,-1.0,0
81,160.0,60.0,4.0,2.0,18.0,4.0,-22.0,115.0,20.0,0.0,5.0,4.0,6.0,2500.0,7.0,11.0,35.0,13.0,16.0,32.0,760.0,0.32,-1.0,-1.0,0
82,440.0,360.0,9.0,2.0,10.0,2.0,38.5,117.5,130.0,1.0,5.0,5.0,6.0,3000.0,14.0,16.0,150.0,60.0,13.0,4.0,875.0,0.06,-1.0,-1.0,0
83,425.0,190.0,9.0,2.0,85.0,2.0,18.0,109.5,45.0,0.0,2.0,7.0,6.0,3400.0,17.0,11.0,210.0,95.0,13.0,285.0,830.0,-1.0,-1.0,0.86,0
84,415.0,75.0,48.0,6.0,120.0,0.0,49.0,-102.0,5.0,1.0,5.0,5.0,3.0,990.0,4.0,7.0,13.0,5.0,10.5,2.8,845.0,0.16,-1.0,-1.0,0
85,240.0,140.0,19.0,5.0,125.0,0.0,31.0,49.0,105.0,1.0,5.0,1.0,2.0,3100.0,7.0,2.0,100.0,65.0,13.5,0.9,925.0,0.09,-1.0,-1.0,0
86,320.0,15.0,32.0,5.0,95.0,3.0,19.0,56.5,125.0,1.0,5.0,13.0,7.0,900.0,6.0,11.0,76.0,31.0,26.0,510.0,865.0,0.47,-1.0,-1.0,0
87,440.0,320.0,48.0,6.0,90.0,0.0,35.5,-120.0,35.0,1.0,5.0,6.0,11.0,3350.0,15.0,15.0,62.0,46.0,21.0,76.0,870.0,0.41,-1.0,-1.0,0
