checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
3,4.456573976664154,3,6,273.2061812572563,2,1,4.0,2,2,1.0,3,22.062557833045755,1,1,1.0,1,1.0,0,1,1
2,60.0,4,9,15945.0,4,2,2.0,3,0,4.0,2,19.0,0,0,1.0,1,1.0,1,1,1
3,60.0,3,9,15928.103504639847,2,2,2.0,3,2,4.0,0,19.93841896213997,1,2,1.0,1,1.0,1,1,1
3,24.0,3,9,6056.162318303472,4,1,3.0,0,2,4.0,0,44.630851745549045,1,1,1.0,1,2.0,1,1,1
3,18.0,2,6,1437.1406848102793,2,0,4.0,3,2,4.0,2,42.96418852780278,1,0,2.0,1,1.0,0,1,1
3,12.0,1,4,2894.8633813138263,4,0,4.0,0,2,4.0,0,67.67718768259093,1,1,1.0,1,1.0,1,1,1
2,60.0,4,9,15945.0,4,3,2.0,3,0,4.0,2,19.0,1,0,1.0,1,1.0,1,1,1
3,7.441945684614438,1,6,531.3370915310213,1,0,4.0,0,2,4.0,3,36.53968013844162,1,1,2.0,3,1.0,0,1,1
3,4.0,3,6,250.0,1,0,4.0,0,1,1.0,3,23.216029644494796,1,1,1.0,3,1.0,0,0,1
3,12.0,1,9,1299.8423567451587,1,3,4.0,3,2,3.0,0,36.72245817253707,1,1,1.0,0,2.0,1,1,1
3,21.188667956588674,3,6,2269.1174190374004,4,2,4.0,2,2,2.0,0,49.80951462574754,1,1,1.0,0,1.0,1,1,1
3,24.0,1,0,1033.5253114447464,2,2,4.0,0,2,4.0,3,26.0,1,1,2.0,1,1.0,0,1,1
1,58.73201674017713,2,9,12184.9549796588,1,0,2.0,3,2,4.0,1,28.548991512306,1,1,1.0,1,1.0,1,1,1
0,59.75049330939669,1,0,12957.793526512469,1,0,4.0,3,2,4.0,2,39.59938959340926,1,1,1.0,1,1.0,1,1,1
3,17.947852135589923,3,3,3481.605192748822,2,2,4.0,3,2,2.0,0,33.29444052453667,1,1,2.0,1,1.0,0,1,0
1,24.0,1,6,6136.757797237617,1,2,3.0,3,2,1.0,3,23.220540700925774,1,1,2.0,1,1.0,0,1,0
1,10.318096726539038,1,4,1241.0724673067364,4,0,4.0,0,2,4.0,1,31.563878123642965,0,2,2.0,1,1.0,1,1,0
1,44.25107256580889,1,9,3647.309135991618,4,0,4.0,3,2,4.0,1,31.870156266945855,1,2,2.0,1,1.0,1,1,1
3,24.0,3,4,3374.7155018568874,2,2,4.0,0,2,2.0,0,24.69346576281331,1,1,1.0,0,1.0,1,1,1
3,4.0001095110796605,1,6,251.05192765652527,1,2,3.0,0,2,1.0,3,26.46470336724579,1,1,2.0,3,1.0,0,1,1
2,36.0,3,0,4344.570000689642,0,2,2.0,0,2,2.0,0,21.75219209622018,1,2,1.0,1,1.0,1,1,1
1,4.0,3,6,250.0,1,0,4.0,2,2,1.0,3,19.0,1,1,1.0,3,1.0,0,1,1
1,6.0,1,6,281.0782006649843,3,2,4.0,2,2,2.0,3,39.35443614334131,1,1,2.0,1,1.0,0,1,1
2,4.0,3,6,250.0,1,2,4.0,2,2,1.0,3,19.0,1,2,1.0,1,1.0,0,1,1
2,24.0,3,6,4494.844730495975,1,2,2.0,3,1,4.0,1,24.966366240306975,1,2,1.0,1,1.0,0,1,0
0,6.533676840511808,3,3,1340.0042441681026,1,3,2.0,3,2,1.0,3,30.08345934343216,1,1,1.0,1,1.0,0,1,1
2,12.0,3,6,2051.595088180302,2,2,4.0,2,2,2.0,0,22.1386445841661,1,2,2.0,1,1.0,0,1,0
1,18.0,2,6,3231.3327254036,1,2,2.0,3,2,2.0,0,50.50076595713562,0,2,1.0,0,1.0,1,1,1
3,12.0,2,0,1222.7651474104448,2,3,4.0,0,2,2.0,0,29.804971276019863,2,1,2.0,1,1.0,0,1,1
2,4.6057812943180085,1,6,280.9390963893335,1,0,4.0,0,2,4.0,3,35.79061105643568,1,1,1.0,3,1.0,0,1,1
3,50.4917360442615,1,3,3706.852997434511,1,3,2.0,3,2,4.0,0,45.86217118749285,1,1,3.0,0,1.0,1,1,0
3,59.99993877555396,3,9,15921.65873370149,4,0,3.0,3,2,4.0,2,40.74340885333044,0,0,1.0,0,2.0,1,1,1
1,13.394892238429914,3,3,1343.4899581304483,3,2,4.0,0,2,4.0,0,25.82205980938225,1,2,1.0,1,1.0,0,1,1
2,8.37015523086377,3,6,1905.6652160971153,1,1,3.0,2,2,1.0,3,26.0,1,1,1.0,1,1.0,0,1,1
1,4.0,3,6,250.0,1,0,4.0,2,2,1.0,3,19.0,1,1,1.0,1,1.0,0,1,0
3,56.288801783720984,3,9,7415.908385216515,1,2,2.0,0,2,1.0,0,42.26177193475687,1,1,1.0,0,1.0,1,1,1
2,12.753542781475478,3,8,1457.9283481191103,4,2,3.0,3,2,3.0,1,52.749619354299696,1,1,1.0,1,2.0,0,1,1
2,14.389759930478263,3,3,2834.62370933933,1,0,1.0,0,2,4.0,3,48.82466034967264,1,1,1.0,3,1.0,0,1,1
3,12.0,3,4,1252.8471556748104,3,2,4.0,3,2,2.0,3,35.21988434570305,1,1,1.0,3,2.0,1,1,1
2,34.090365989473966,1,4,3691.868187453072,1,3,3.0,3,2,2.0,0,34.63014234174241,1,1,2.0,1,1.0,1,1,1
2,4.966334641292089,3,6,484.9227886973231,1,2,4.0,2,2,2.0,3,25.558977705588006,1,1,1.0,1,1.0,0,1,1
2,4.860552951833495,3,4,1205.372237252835,1,2,1.0,0,2,3.0,3,21.059608178986494,0,1,1.0,1,1.0,0,1,1
3,4.873619900588746,1,3,1057.757450954127,1,3,4.0,3,2,1.0,3,38.028168073901504,1,1,2.0,1,1.0,0,1,1
1,52.49535846591405,3,3,5733.028544395804,1,4,3.0,0,0,2.0,1,20.408853533093914,1,2,1.0,2,1.0,0,1,0
0,17.03741031076812,3,4,2356.7549106368783,1,1,3.0,0,2,1.0,1,20.577944992969968,1,2,1.0,1,1.0,0,1,1
3,5.874687337884287,1,4,1547.1971742412918,1,2,3.0,3,2,1.0,3,35.81051895597068,1,1,2.0,3,2.0,0,0,1
1,60.0,4,9,15945.0,4,3,2.0,3,0,4.0,2,19.0,1,0,1.0,0,1.0,1,1,0
3,37.59528790819179,1,0,1249.4644229016783,1,2,4.0,2,2,2.0,0,21.978750563007626,1,1,2.0,1,1.0,0,1,0
2,60.0,4,9,15945.0,4,3,2.0,3,0,4.0,2,19.0,0,0,1.0,0,1.0,1,1,1
2,59.9997286064072,3,3,15831.10886129927,4,4,3.0,3,2,2.0,2,23.09261789597776,0,0,1.0,0,1.0,1,1,1
0,4.0,3,4,250.0,1,1,1.0,2,2,1.0,3,22.14394018167534,1,1,1.0,3,1.0,0,1,1
2,32.73605536092437,0,0,2398.0535462000516,1,2,4.0,3,2,2.0,0,23.37457048104936,2,1,1.0,0,1.0,1,1,1
1,36.0538470528832,1,9,4227.528965987134,4,0,4.0,3,2,4.0,0,27.96278306872535,1,2,2.0,1,1.0,1,1,1
2,59.99977939775712,1,3,15757.987841192778,1,1,2.0,3,2,4.0,0,23.02263677287889,1,2,1.0,1,1.0,0,1,0
2,60.0,2,9,15945.0,4,2,2.0,3,0,2.0,0,21.95019921478261,0,0,2.0,0,2.0,1,1,0
3,59.8835282678442,1,2,14933.525513368551,1,3,2.0,3,2,4.0,2,23.58187240409607,1,0,1.0,0,2.0,1,1,0
2,12.0,3,6,1291.1341791386549,1,1,4.0,0,1,1.0,2,26.0,0,1,1.0,1,1.0,0,1,1
3,52.51937083236474,3,3,7959.844939846164,1,2,2.0,3,2,2.0,0,26.40527076705635,1,1,1.0,0,1.0,1,1,0
3,5.353938136823944,3,6,845.7476422252039,3,4,4.0,0,2,4.0,3,39.04498657476701,1,1,1.0,2,1.0,0,1,1
2,51.547458932329924,2,3,1759.8894209261439,1,3,4.0,3,2,1.0,2,41.19235211597024,0,0,2.0,1,1.0,1,1,0
1,60.0,2,4,15936.657180474827,2,4,4.0,3,2,2.0,0,20.528628353330824,2,1,1.0,0,1.0,1,1,0
2,60.0,2,0,15945.0,2,0,3.0,3,2,2.0,2,22.044488510033634,0,1,2.0,1,1.0,1,1,0
2,6.0,3,6,1072.3501469606604,2,1,4.0,2,2,3.0,3,29.6663920363184,1,1,1.0,3,1.0,0,1,1
1,21.580335065404267,0,3,1163.0674693551798,1,1,4.0,0,2,1.0,3,26.226182265130035,1,1,1.0,1,1.0,0,1,0
1,57.81681861731322,1,7,7655.09340693061,2,0,1.0,0,2,4.0,2,45.49593919583682,1,0,2.0,1,2.0,0,1,0
3,24.590739502552996,3,9,9491.266794933337,1,2,3.0,3,2,4.0,0,54.408851259561565,1,0,1.0,1,1.0,1,1,1
