RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,83,263,5,85,27,0,0,100,-7,7,8,32,2,39,0,0,0,34,-8,4,2,1,89
0,57,153,3,71,16,0,0,100,-7,7,8,16,2,20,-7,0,0,51,93,6,2,2,64
1,87,-8,13,87,10,0,0,100,-7,7,8,22,0,33,-7,1,1,6,-8,4,1,0,33
1,80,192,18,94,5,0,0,100,-7,7,8,5,0,12,0,0,0,3,-8,3,1,0,25
0,77,330,13,94,10,0,0,100,-7,7,8,10,0,33,-7,1,1,34,-8,1,1,0,33
1,72,-8,3,74,15,0,0,100,-7,7,8,15,1,17,-7,1,1,50,-8,2,1,1,63
1,64,146,4,62,28,0,0,100,-7,7,8,30,2,18,-7,0,0,54,-8,11,1,2,64
1,85,121,2,59,26,0,0,100,-7,7,8,26,2,38,-7,1,1,2,-8,3,1,0,36
1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1,91,434,2,99,24,0,0,100,-7,7,8,24,2,28,0,0,0,4,-8,2,1,1,40
1,77,241,5,88,21,0,0,94,-8,6,6,22,1,14,0,1,1,9,-8,4,1,0,54
1,76,169,12,94,0,0,0,100,-7,7,8,0,0,33,-7,0,0,-8,77,-8,3,-8,100
1,87,167,4,59,35,0,0,100,-7,7,8,35,3,21,0,0,0,2,-8,3,1,0,50
1,85,-8,11,66,16,0,0,100,-7,7,8,0,1,35,-8,0,0,10,77,3,3,0,43
1,88,161,14,92,32,0,0,100,-7,7,8,32,0,18,-8,0,0,11,-8,4,1,0,83
1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1,81,178,13,85,15,0,0,100,-7,7,8,15,0,24,0,0,0,3,-8,3,1,0,44
1,73,324,12,131,13,0,0,92,12,6,6,15,0,50,-8,0,0,15,60,4,2,0,67
0,66,136,3,61,30,0,0,98,-8,6,6,30,3,26,0,0,0,79,85,8,5,2,85
1,77,204,7,76,13,3,2,70,2,1,2,18,1,56,-8,0,0,26,-8,2,1,0,57
1,87,197,27,88,2,0,0,100,-7,7,8,2,0,18,-7,1,1,7,-8,2,1,0,25
1,73,152,9,55,22,0,0,100,-7,7,8,27,1,25,0,0,0,48,90,10,3,1,70
1,70,109,2,52,12,0,0,89,6,4,6,12,3,22,0,3,3,49,-8,2,1,1,88
1,82,132,2,37,8,0,0,100,-7,7,8,9,2,22,0,2,2,6,-8,2,1,0,63
0,60,132,5,70,20,1,1,71,20,5,4,23,1,16,0,0,0,69,-8,9,2,3,100
1,80,204,4,93,18,0,0,100,-7,7,8,18,2,27,0,2,2,31,-8,3,1,0,71
1,77,178,13,76,15,0,0,96,23,6,6,16,0,17,-7,0,0,0,-8,1,1,0,70
1,85,166,20,83,17,0,0,100,-7,7,8,17,0,50,0,1,1,37,-8,3,2,0,100
1,78,175,4,68,20,0,0,100,-7,7,8,21,3,18,-7,0,0,42,-8,7,1,1,75
1,86,169,11,109,17,0,0,100,-7,7,8,17,1,10,-8,0,0,2,-8,3,-8,0,67
0,77,74,6,30,4,0,0,85,59,6,6,3,1,40,0,1,1,50,-8,5,-8,1,67
1,84,151,2,66,21,0,0,100,-7,7,8,22,2,20,0,2,2,10,-8,2,1,0,50
1,64,158,1,73,43,0,0,100,-7,7,8,43,3,54,0,2,2,58,85,8,3,2,85
1,89,202,22,84,6,0,0,100,-7,7,8,7,0,25,0,0,0,1,-8,1,1,0,100
1,78,188,2,80,19,0,0,85,6,4,6,19,3,0,10,0,0,0,-8,0,-8,0,0
0,89,180,11,75,8,0,0,100,-7,7,8,8,1,14,-7,0,0,0,-8,1,-8,0,50
0,85,164,13,75,19,0,0,100,-7,7,8,19,0,29,-7,0,0,34,-8,3,1,1,63
0,67,175,2,64,32,0,0,96,23,6,6,31,2,46,0,1,1,30,71,8,2,2,69
1,89,126,12,104,40,0,0,100,-7,7,8,41,0,21,5,0,0,2,-8,3,1,0,33
0,79,187,45,104,24,0,0,100,-7,7,8,24,0,38,0,0,0,48,-8,5,1,1,61
1,78,-8,13,103,13,0,0,100,-7,7,8,0,0,0,0,1,1,0,-8,0,-8,0,25
0,68,133,24,73,14,0,0,100,-7,7,8,14,0,24,0,0,0,62,-8,11,1,3,83
1,78,148,9,71,17,0,0,100,-7,7,8,18,1,35,0,1,1,4,-8,3,1,0,43
0,88,164,2,61,26,0,0,100,-7,7,8,27,1,21,0,1,1,6,85,3,4,0,38
0,65,209,7,97,20,1,1,78,25,6,3,21,1,35,-7,0,0,78,-8,10,2,3,88
1,86,217,16,96,12,0,0,100,-7,7,8,12,0,33,-7,0,0,4,-8,1,2,0,67
1,85,183,3,84,14,0,0,100,-7,7,8,15,2,17,0,1,1,21,-8,3,1,0,67
1,78,192,2,73,28,0,0,100,-7,7,8,29,1,21,0,0,0,3,92,2,2,0,67
1,71,137,12,66,11,0,0,85,21,6,6,10,0,44,0,1,1,31,72,2,2,0,80
1,68,190,13,79,35,1,1,85,6,4,3,46,0,20,0,0,0,3,-8,2,1,0,50
1,88,182,3,74,15,0,0,100,-7,7,8,15,2,11,-7,0,0,2,-8,3,1,0,50
0,68,173,28,106,19,0,0,96,50,6,6,19,0,36,0,0,0,5,-8,2,1,0,67
1,81,186,15,81,25,0,0,100,-7,7,8,25,0,36,0,0,0,6,-8,4,-8,0,33
1,76,140,2,55,13,0,0,100,-7,7,8,13,2,12,0,1,1,26,-8,5,1,1,67
1,85,169,3,44,14,0,0,100,-7,7,8,14,1,11,0,3,3,4,58,4,2,0,67
0,85,-8,7,61,10,0,0,100,-7,7,8,9,2,0,16,2,2,0,-8,0,-8,0,50
1,86,65,4,42,11,0,0,100,-7,7,8,11,2,33,-7,0,0,0,-8,0,1,-8,100
0,60,115,5,46,16,0,0,82,1,4,6,16,2,22,0,3,3,53,85,6,2,1,75
1,91,-8,8,76,17,0,0,100,-7,7,8,17,1,20,0,0,0,11,-8,2,1,1,78
0,60,158,6,76,13,0,0,82,16,6,6,13,2,18,3,1,1,79,-8,8,2,2,100
1,89,163,21,61,10,0,0,100,-7,7,8,10,0,29,8,0,0,0,96,2,2,0,33
0,86,156,4,57,26,0,0,97,8,4,6,28,11,17,0,2,2,32,-8,4,1,0,63
1,84,202,11,86,23,0,0,100,-7,7,8,23,1,46,-8,0,0,42,88,4,3,1,75
1,86,175,2,75,21,0,0,100,-7,7,8,21,2,60,-7,0,0,18,83,3,8,0,100
