target,Dcl,Ao,Iy,Aa,Sh
0,0.643,2.131,1.253,1.192,-0.394
0,0.387,1.178,0.174,1.509,-0.065
0,-0.342,2.28,0.226,1.333,-0.13
0,0.45,0.309,-0.677,0.121,1.883
0,1.763,1.106,-0.53,0.234,-0.229
0,-0.43,2.762,0.284,0.636,-0.137
0,-0.387,2.511,-0.191,0.772,-0.125
1,1.037,0.685,1.044,0.304,0
0,1.264,1.805,0.678,0.334,0
0,-0.414,2.739,0.25,0.273,-0.161
0,-0.347,2.203,0.235,1.289,0.161
0,2.328,1.239,-0.727,0.25,0.526
0,1.435,1.435,0.562,0.239,-0.203
0,0.443,0.309,-0.736,0.138,0
0,-0.127,0.521,0.095,3.21,0.073
0,-0.427,2.837,-0.215,0.582,-0.141
0,-0.52,2.831,0.272,0.648,-0.151
0,-0.413,2.738,0.245,1.296,-0.13
0,-0.477,2.573,-0.191,0.749,-0.124
0,-0.485,2.424,0.285,0.598,-0.211
1,0.622,0.394,1.807,0.189,1.421
0,0.485,1.601,0.283,1.494,0.19
0,-0.238,1.297,-0.103,1.496,0.09
1,1.436,1.503,-0.448,0.7,-0.168
0,0.329,0.279,0.529,0.079,0
0,-0.485,2.424,0.333,0.388,-0.15
0,-0.347,2.304,0.217,0.769,0.141
0,-0.149,1.04,0.089,1.6,0.089
0,0.443,0.309,1.399,0.118,0
0,0.342,0.545,0.981,2.772,0.407
0,0.648,2.18,0.3,0.255,0.189
0,0.729,0.477,1.654,0.245,-0.601
0,1.78,1.139,-0.546,0.266,-0.229
1,0.455,1.781,0.366,0.84,0.383
1,1.131,0.587,1.769,0.205,-0.78
0,1.504,2.318,-0.412,0.626,0
0,-0.452,2.327,-0.188,0.89,0.163
1,1.166,0.459,1.743,0.115,0
0,0.373,1.155,0.226,1.508,-0.1
0,0.73,0.56,1.883,0.234,-0.737
1,1.809,0.347,0.769,0.714,-0.256
1,0.643,0.442,1.408,0.141,0
1,1.811,1.059,0.659,1.02,-0.24
0,-0.467,2.405,0.22,0.303,0.154
0,0.153,0.882,0.078,1.504,0.072
0,0.357,1.266,0.187,1.574,-0.106
0,1.1,1.829,0.454,0.355,-0.208
0,0.443,0.268,-0.535,0.045,-1.066
0,0.179,0.54,0.148,1.932,-0.2
0,0.513,0.366,2.018,0.147,-0.772
0,0.153,-0.334,0.102,3.431,-0.06
0,0.643,2.039,0.256,0.251,0.164
0,-0.459,2.585,-0.182,1.043,-0.124
0,-0.321,1.854,-0.131,1.158,-0.079
0,0.164,-0.243,0.096,2.528,-0.074
0,0.845,1.496,0.295,0.383,-0.137
0,-0.428,2.302,-0.174,0.626,-0.106
0,2.32,1.016,-0.656,0.214,0
0,0.308,0.353,0.54,0.079,0
0,0.643,2.24,0.332,0.257,0.194
0,-0.115,-0.281,-0.069,3.261,-0.055
0,1.928,1.042,0.965,0.228,-0.476
0,-0.111,0.657,0.106,2.031,0.062
0,0.337,0.284,0.966,0.069,1.456
0,-0.423,1.952,-0.179,0.6,-0.124
0,0.328,0.327,0.966,0.145,2.044
0,-0.122,0.377,0.089,3.042,-0.089
0,0.329,0.327,0.966,0.132,1.16
0,0.328,0.327,1.177,0.106,1.061
0,0.328,0.327,0.966,0.132,1.061
1,1.531,0.935,1.123,0.35,0
0,1.256,0.972,1.628,0.324,0.693
0,0.328,0.374,0.95,0.128,0
1,2.021,0.853,1.131,0.325,-0.406
0,1.685,1.064,-0.442,0.158,0
0,1.96,0.517,1.108,0.23,0.54
0,0.416,0.311,-0.596,0.066,0
0,0.448,0.306,1.406,0.182,1.657
0,0.158,-0.31,0.109,3.49,-0.08
1,1.657,0.453,1.108,0.226,1.006
0,0.158,0.882,0.078,1.037,0.062
0,1.02,1.99,-0.39,0.62,0.22
0,0.158,-0.281,0.138,3.041,-0.08
0,1.665,1.14,-0.434,0.158,0
0,-0.346,2.256,-0.168,0.693,-0.127
0,1.786,1.104,-0.564,0.193,0
0,1.935,1.134,-0.508,0.251,-0.299
0,1.02,2.327,0.466,0.356,-0.208
0,0.164,0.661,0.145,2.192,-0.067
0,0.179,-0.274,0.151,2.677,-0.081
0,-0.387,2.519,-0.189,0.792,-0.125
0,-0.112,0.372,0.09,2.921,-0.067
0,0.384,0.827,0.924,3.131,-0.205
0,0.179,0.82,0.122,1.99,0.089
0,0.45,0.338,0.925,0.158,0
1,1.628,1.056,-0.499,0.556,-0.229
0,1.185,1.915,0.454,0.395,-0.188
1,1.436,0.643,1.108,0.301,-0.476
0,-0.143,0.721,-0.071,2.829,-0.05
0,1.122,2.203,0.468,0.383,-0.19
