target,Dcl,Ao,Iy,Aa,Sh
0,0.643,2.14,1.552,0.996,-0.444
0,0.404,0.309,0.719,0.121,0
1,1.464,0.714,0.719,0.21,0.51
0,0.179,-0.272,0.118,3.456,-0.051
0,-0.107,0.639,0.145,1.77,-0.086
1,0.7,0.361,1.408,0.176,1.65
1,1.122,0.592,1.782,0.25,-0.772
0,0.709,1.876,0.332,0.421,0
0,-0.111,0.657,0.108,2.24,0.066
0,-0.385,2.156,0.226,1.009,0.156
1,1.504,0.6,1.122,0.562,0.626
0,0.195,0.797,0.137,1.921,-0.27
0,0.766,0.548,-0.204,3.141,-0.089
0,0.337,1.32,0.232,1.763,-0.256
0,0.866,0.479,1.972,0.159,-0.547
0,0.457,0.335,1.456,0.141,1.496
0,-0.51,3.256,-0.23,0.769,-0.136
0,0.308,0.332,0.47,0.076,0
0,1.935,1.116,-0.488,0.258,-0.16
1,1.935,0.501,1.123,0.813,0.831
1,0.766,0.602,1.609,0.181,-0.771
0,0.909,2.673,0.49,0.523,-0.205
0,0.648,1.792,0.284,0.562,-0.122
0,0.158,-0.221,-0.082,3.441,-0.053
0,1.932,1.132,-0.488,0.258,-0.16
0,0.188,-0.235,0.114,2.531,-0.065
1,1.666,0.933,1.116,0.383,1.111
0,-0.436,2.209,0.257,1.033,0.366
1,0.845,0.834,-0.301,0.228,0.822
0,-0.143,0.524,-0.08,2.903,-0.054
0,-0.112,-0.27,0.106,3.459,-0.052
0,0.45,1.151,0.437,2.022,0.617
1,1.056,0.705,1.114,0.235,0
0,0.159,-0.221,0.137,2.555,-0.093
0,0.45,1.509,0.303,0.675,-0.366
0,0.158,0.266,0.172,2.435,-0.065
0,1.871,1.043,-0.652,0.19,0
0,0.386,0.311,1.191,0.121,1.6
0,-0.414,2.573,0.333,0.998,0.273
1,1.064,2.526,0.714,1.079,-0.206
0,-0.149,0.729,-0.08,1.876,-0.047
0,1.576,1.041,-0.546,0.156,-0.211
0,0.149,0.81,0.106,1.03,0.104
0,1.114,1.248,0.572,0.165,0
0,1.16,1.807,0.468,0.667,0.21
0,1.02,2.519,0.435,0.496,-0.198
0,1.436,1.555,0.601,0.234,-0.213
0,-0.15,0.729,0.078,1.116,0.073
0,1.03,2.526,0.466,0.496,-0.198
1,1.044,0.58,1.191,0.319,1.065
0,1.195,0.65,1.764,0.131,0
0,0.978,1.783,0.444,0.496,-0.188
0,1.06,2.48,0.496,0.55,0.208
0,-0.418,2.763,-0.169,0.82,0.125
0,0.622,0.362,1.742,0.176,0
0,0.845,0.52,1.845,0.181,0
0,-0.45,2.666,0.243,0.444,-0.266
0,0.845,0.52,1.845,0.181,0
0,0.504,1.904,0.34,0.504,0.184
1,1.522,1.493,0.714,0.813,0.707
1,1.782,0.634,1.061,0.223,0
1,1.714,0.873,1.037,0.535,1.046
0,0.158,0.282,0.216,2.511,-0.068
0,-0.11,0.73,0.09,1.305,0.073
0,0.509,1.373,0.269,0.729,-0.134
0,0.176,-0.285,0.134,3.141,-0.047
0,0.359,0.245,0.54,0.059,0
0,0.729,0.477,1.46,0.245,0
0,0.179,0.544,0.133,2.045,-0.065
0,0.327,0.332,0.966,0.104,1.623
0,0.327,0.327,0.966,0.104,1.623
0,0.179,-0.273,-0.081,3.496,-0.056
0,0.327,0.283,1.07,0.131,2.04
1,1.435,1.009,0.719,0.986,1.261
0,0.309,0.296,-0.601,0.066,1.922
0,1.044,1.935,-0.366,0.6,0
1,0.622,0.376,1.809,0.213,1.264
0,-0.122,0.405,0.11,2.441,-0.053
0,0.866,0.414,2.239,0.145,-0.867
0,0.416,0.312,1.46,0.098,1.189
0,1.78,1.106,-0.51,0.234,-0.204
0,2.206,1.02,-0.624,0.415,-0.243
1,0.9,0.682,1.945,0.181,-0.631
0,1.122,2.192,0.65,0.356,-0.27
0,0.43,0.298,1.834,0.132,1.189
0,0.643,1.99,0.308,0.308,-0.141
0,-0.133,0.51,0.112,3.035,0.066
0,-0.47,2.763,0.543,0.722,0
1,1.528,1.197,0.883,0.518,-0.362
1,1.936,0.854,1.632,0.524,-0.557
0,0.486,0.406,1.936,0.162,0
0,0.502,1.406,-0.226,0.647,-0.128
0,1.666,0.837,1.248,0.179,0
0,1.314,0.454,1.53,0.324,0.671
0,0.482,1.516,0.517,2.441,-0.184
1,1.494,0.719,0.635,0.255,0
0,0.158,0.278,0.156,2.471,-0.065
0,1.044,0.572,2.042,0.155,-0.618
0,2.176,0.944,1.044,0.279,0
0,-0.575,3.077,0.306,0.576,0.337
