checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
1,18.763802722832317,2,2,1572.856018351489,1,1,1.0,2,2,2.0,2,29.675963240417516,0,1,3.0,1,2.0,0,1,0
3,16.063573866126227,1,2,1281.1805115779002,1,0,2.0,3,0,4.0,0,40.15392349093328,1,1,1.0,0,1.0,0,1,0
2,41.79151165744149,2,0,4005.519649383089,0,0,4.0,3,1,2.0,1,24.62689389378337,0,0,1.0,1,2.0,0,1,0
2,4.341898216870032,1,0,1949.656395708447,0,1,3.0,3,2,3.0,2,52.38783167944769,1,0,1.0,1,1.0,1,1,1
0,44.61127437946113,4,1,5249.886199254486,1,1,3.0,3,1,3.0,1,35.585664271325115,1,1,2.0,1,1.0,0,1,0
3,36.49191424611658,3,6,7258.997008337994,4,0,4.0,3,2,4.0,2,31.27742088074475,1,1,1.0,0,2.0,0,1,1
2,15.339891021777845,3,3,504.4943785524521,1,0,4.0,0,2,3.0,0,39.51419407813989,1,0,2.0,1,2.0,0,1,1
3,4.0,3,0,3258.571524390152,4,0,4.0,0,2,4.0,3,68.16873472247835,0,2,1.0,3,1.0,0,1,1
2,16.485408965111965,3,6,3785.130338204977,4,2,1.0,0,2,3.0,0,55.77055499634672,1,0,1.0,0,1.0,0,1,1
3,23.524669727114066,3,6,737.4379178613353,4,4,2.0,3,2,1.0,2,55.95606361726877,0,2,1.0,1,1.0,0,1,1
3,16.44950708828955,4,6,2324.8633839577433,4,0,4.0,1,2,1.0,3,33.73281387113133,2,1,1.0,0,1.0,1,1,1
1,25.751683921567768,3,4,250.0,2,4,3.0,3,2,3.0,0,36.745389972621766,1,0,1.0,1,2.0,0,1,1
3,48.23888342323802,0,6,1514.3842256097184,1,3,4.0,0,2,1.0,1,25.125774102323394,1,1,2.0,2,1.0,0,1,1
1,11.897133117637521,3,7,3261.9566759061954,4,4,4.0,1,2,4.0,2,51.62541507807491,2,0,2.0,0,1.0,1,0,0
2,24.518142429370577,3,0,5236.377129031915,4,2,2.0,1,2,2.0,1,25.997034582591596,1,2,1.0,3,1.0,1,1,1
1,24.34425626487776,3,3,250.0,1,2,3.0,3,2,4.0,2,33.17416874678305,1,1,1.0,1,1.0,1,1,1
2,60.0,3,4,250.0,3,1,4.0,3,2,4.0,0,36.89804249329925,1,1,1.0,1,2.0,1,1,0
2,18.923404111028447,1,4,250.0,2,0,4.0,3,2,4.0,1,32.733816016484106,0,1,2.0,1,1.0,0,1,1
2,60.0,2,9,2374.777399592159,2,2,1.0,3,2,3.0,3,25.700297430229696,1,1,1.0,0,1.0,0,0,1
3,60.0,2,6,4182.573307667947,2,2,1.0,3,2,3.0,0,34.08348242407775,1,1,2.0,3,2.0,1,1,1
1,4.0,1,8,250.0,4,1,4.0,1,0,4.0,3,20.700095723911783,2,0,2.0,1,1.0,0,1,0
2,4.0,3,6,809.1403687980242,1,2,4.0,3,2,3.0,2,24.508397344722443,1,1,1.0,1,1.0,0,1,1
3,30.315625003416656,1,6,15867.66505929212,2,4,1.0,3,1,2.0,2,19.0,2,0,1.0,0,2.0,1,1,1
3,12.449684299802465,1,9,250.0,2,0,3.0,0,2,4.0,1,19.0,2,2,1.0,1,1.0,1,1,1
3,44.39641033952843,2,2,3939.5720185572304,3,1,2.0,3,2,3.0,3,23.280490981751363,1,0,1.0,3,1.0,0,1,1
3,27.317880241117138,3,6,1452.347553368856,1,3,4.0,3,2,4.0,0,19.0,1,1,1.0,3,1.0,1,1,1
0,4.0,1,9,3953.5681709172045,1,0,4.0,3,2,4.0,2,61.84133939792171,1,0,2.0,3,1.0,1,1,0
3,25.24175336490714,3,6,8722.852295324046,1,1,4.0,3,2,2.0,0,42.29883642795068,1,1,1.0,1,1.0,1,1,1
2,42.645906396669616,3,3,3569.3097549896406,1,2,1.0,0,2,4.0,3,27.10886539187658,2,1,1.0,1,1.0,0,1,0
1,26.94175602168651,3,4,560.620230242258,1,4,4.0,3,2,4.0,0,21.759702474179658,1,1,1.0,1,1.0,0,1,0
0,8.658610684229334,0,0,11790.398351170508,1,0,3.0,3,0,4.0,2,26.634220689984573,1,0,2.0,0,1.0,1,1,0
1,4.0,4,3,1219.9022799130287,1,3,4.0,1,2,2.0,3,64.22991102624883,0,1,1.0,3,1.0,0,1,0
2,38.46020113666118,1,6,5403.451422652055,3,3,4.0,3,2,4.0,0,22.481220366979578,0,2,4.0,0,2.0,1,1,1
