sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.207745503716277,3.1426769044195035,3.7465251198759013,0.986446017372343,2
4.42260543485642,2.560926960296707,2.327828992702245,2.5,1
6.781801686694035,3.09193767762665,5.687952283334113,0.3565396910609979,1
6.292341171935237,2.9150514434824872,2.525334562451016,1.237901412642046,1
5.574473387102867,2.4882008240442643,1.1974788836580497,2.274430099561111,2
5.1016181881617255,2.99083718509852,5.430849830797788,1.9953778937983246,2
6.509485429751975,2.732351856778479,5.046738415889935,1.2328030256776152,1
5.942717838850679,3.18737987156704,2.1293570958084618,1.107218309369654,2
5.952616771013128,2.8875880106471326,6.4548517665752865,1.5808931397612769,1
6.0206465561436335,3.0228232170299307,1.3397155555997597,1.6731495369311122,1
6.621939857557574,3.017027352024067,4.186989523681076,1.478102333968644,1
5.337218201502258,2.9343462463885985,2.2698268240367896,2.5,1
4.408101007472648,2.9888396671244886,2.1552560865562533,0.3018292073795855,1
6.593696678656512,3.0340962459491627,2.860960475370436,1.5666851018883117,0
5.439645830739439,3.035356152701451,5.245993644210135,0.7586657254310811,1
5.447611772928417,2.923910096066147,4.603172744395671,0.8576820411808064,2
5.819968818456658,3.0297171916221823,4.2252161798317776,2.5,1
5.713338138693265,2.9451169213962918,3.579041332867693,1.7935970002289237,1
5.910661980839508,2.858691060508318,4.935890043196059,1.4422254763513442,0
4.4,3.0703876250484794,5.031595136394293,1.4088756364727204,2
5.037508637687289,3.3178877408075036,4.246963547793025,0.16113097106244179,1
5.845767090550197,3.6115155592177532,4.3702351083517,2.5,0
5.960169951006131,2.52877162170034,2.718873746537635,1.6745692346999317,0
7.246793701452211,3.4961403586497513,5.334815155008494,1.0417506267181187,2
6.459323296803693,3.484455782858865,5.929210562468999,1.1113899807417846,2
6.0493784656924685,3.5344529541519565,1.9099100913805644,0.4354551969516709,1
6.797269372612643,2.636749484565168,2.188722754082303,1.9326125257303168,0
6.851521810866217,3.0250627236753473,6.473461210387147,1.3067821753026447,1
7.219966275274512,2.737257824941363,4.235074365484314,0.1,0
6.794809414017847,2.8589907619101194,1.2349979966998146,2.5,0
