Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.5612978737575549,0,0.02763974892393529,66,680.7675225043342,0.0,0.03391392106121242,0.0,0.0,5,2,2,1,4,0,False,False
12,55.59068558414823,3,411.0273833306138,74,5893.088835269391,0.00928912319594664,0.030338783507547214,0.0,0.0,7,2,2,1,2,2,False,False
0,0.9552820277396046,0,0.5477010658643231,166,1340.3757132947812,0.0,0.00419856141192524,0.0777779377594321,0.0,7,2,9,3,19,0,False,False
9,34.83591020214861,4,15.570794262499707,41,1899.0775555222958,0.0004282513852932878,0.01639994101914085,0.0,0.0,7,3,2,4,8,2,False,False
0,0.0,0,0.47336469002665094,5,255.83994566010574,0.0,0.017994227505958957,0.02764078432425766,0.0,7,2,2,3,1,2,False,False
0,0.0,0,0.1773576414233287,21,191.51714363599427,0.0,0.011204125053620263,0.15391575198983723,0.2,5,2,2,1,1,2,False,False
5,121.6896316727161,4,94.67609165420568,35,1782.7335760479514,0.0,0.0027046055867715017,0.0,0.0,5,3,2,1,2,2,False,False
0,52.14488975281904,0,0.8834772663481532,17,638.0079439032204,0.0,0.03875793591739821,0.0,0.0,7,2,2,1,3,2,False,False
9,494.8781582658795,4,31.687070943844972,169,7149.587631394724,0.01163266097141692,0.004423369318843472,4.015998293978948,0.0,1,1,1,3,2,2,True,False
9,1585.7393563378394,2,29.748989281925223,94,338.6535018788358,0.02567697048445654,0.025236210234048474,0.0,0.0,1,3,2,1,13,2,True,False
2,277.97452606473036,0,0.0,34,630.7441629839722,0.005040982641951264,0.03329848832777192,0.0,0.0,5,3,2,1,1,2,False,False
0,0.0,0,0.5918333214879735,3,286.11171589152804,0.0,0.011697234507644119,0.0,0.0,1,3,2,1,3,0,True,True
0,0.0,0,0.39114461466916217,11,123.22946353001937,0.0,0.0047543372686786895,0.0,0.0,9,3,2,7,1,2,False,False
8,243.0138035640756,6,27.60897895746702,228,1619.1970849759764,0.017267420594239916,0.008915628457074193,0.0,0.0,7,2,2,3,2,2,False,False
0,0.0,0,0.0,4,11.930773091317675,4.005239449114673e-05,0.029666156626059294,0.0,0.0,3,2,2,3,1,2,False,False
4,109.12424844028347,0,0.0,16,726.0241189439703,0.0,0.00887706811745682,0.026039412635627427,0.0,8,2,2,3,1,2,False,False
12,465.26227972916934,5,25.391649127384145,290,4668.033867093388,0.008532825714889511,0.027348626168412545,3.9121556091621095,0.0,1,2,4,3,4,2,False,False
0,0.0,0,0.0,11,196.96990110271588,0.007892585098994084,0.02756424180665659,0.0,0.0,1,2,2,3,1,2,False,False
12,239.38662128927288,0,79.3960410312007,27,3703.359963956753,0.0061211084720310255,0.02214501050504908,0.0,0.2,6,1,1,3,4,2,True,True
0,0.0,0,0.0,1,0.0,0.1976963331885224,0.193258637899507,0.05717995440500332,0.0,1,3,2,3,3,2,False,False
1,44.01272582159166,0,0.20083298492749996,2,752.492817909237,0.004223463307404049,0.023879345763732643,0.0,0.0,9,2,2,5,2,2,True,False
0,0.0,0,0.5856035303726087,22,513.9642776986752,0.0,0.03333132901815889,0.06239665109415245,0.0,5,3,2,1,1,2,False,False
4,238.96592159837763,0,0.0,56,1474.0807607786887,0.029106885250105338,0.02692968261757603,0.0,0.8,7,1,1,5,2,2,False,False
1,53.06409499235129,0,0.19407806201747108,5,919.7861367735093,0.025108922813490545,0.06947470423494237,0.0,0.0,6,3,2,1,3,2,True,False
5,370.5316218614577,0,0.5962821445809419,51,2008.6142760630105,0.0002365551419895252,0.01524546755561129,0.0,0.0,9,2,2,1,10,2,False,False
0,2.239052173276475,2,20.657277473241525,13,1847.4728416822454,0.0,0.007639323018530924,0.007254593770726615,0.0,1,2,2,1,2,2,True,False
0,2.923777279931006,0,0.0,16,490.81841490947005,0.0,0.034264503055281816,0.0,0.0,6,1,1,2,4,2,False,False
0,0.8804669483707547,0,0.0,29,753.5783168056747,0.009315135747315764,0.029300196436303348,0.0,0.0,7,1,1,4,1,2,False,False
0,1.3725470907082777,0,0.0,2,84.47464822335584,0.0,0.12031749046367382,0.015032723851818072,0.6,6,1,2,7,13,2,False,False
0,33.14861773725619,0,0.0,17,793.0598991607403,0.0,0.020940215743322454,0.0,1.0,7,1,1,2,8,0,False,False
0,0.0,0,0.0,1,31.027073726063833,0.19568417256108045,0.1913189313098364,0.0,0.0,7,3,2,1,3,2,False,False
0,1.579396453351193,0,366.6955789807213,27,724.9042384640096,0.0,0.009159509263643527,47.18374364408201,0.0,5,2,2,4,2,2,False,False
0,2.3604832258534536,0,0.0932139536529542,41,829.7231508098105,0.0801677967269995,0.032259850830365595,0.0,0.0,7,3,2,5,2,2,True,False
0,2.2326989068039564,0,0.672264837990756,5,192.49113788273507,0.005878989179533194,0.03306844938354923,0.0,0.0,1,2,2,6,1,2,False,False
12,364.9599362660032,3,69.31390040484558,90,3624.0706016318795,0.0,0.021544222015280664,13.55181547903192,0.0,8,2,2,6,2,2,True,True
