Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0.0,0,0.0,0,0,0.03,496.833,17,1,0.0,1,1,6,0,9,0,0.0,0.0
0.0,0,14.078,0,1,0.014,609.833,40,2,0.0,2,2,6,2,7,0,0.0,0.0
0.0,0,0.0,0,0,0.054,875.0,11,2,0.0,1,2,8,2,3,0,0.029,0.0
0.0,0,0.0,0,0,0.1,53.0,2,3,0.0,1,2,1,2,2,0,0.0,0.0
0.0,0,0.0,0,0,0.006,662.5,8,2,0.0,13,4,9,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.15,30.5,3,2,0.0,1,2,7,2,1,0,0.08,0.0
0.0,0,0.0,0,0,0.0,11.0,3,2,0.0,1,2,6,2,6,1,0.0,0.0
0.0,0,0.0,0,0,0.014,546.0,9,2,0.0,13,2,5,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,1,1,0.0,3,1,7,0,1,0,0.2,0.0
0.0,0,0.0,0,0,0.038,431.6,14,2,0.0,2,2,7,2,1,0,0.012,0.0
0.0,0,0.0,0,0,0.05,1601.267,24,4,0.0,4,1,6,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.038,1271.5,22,2,0.0,10,2,7,0,1,0,0.012,0.0
0.0,0,0.0,0,0,0.2,0.0,1,2,0.0,3,2,5,2,1,0,0.2,0.0
0.0,0,0.0,0,0,0.033,61.0,5,2,0.0,1,2,7,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.1,10.0,2,3,0.0,3,2,5,2,1,0,0.0,0.0
0.0,1,0.0,0,0,0.05,243.0,8,1,0.0,3,1,5,2,9,0,0.0,0.0
0.0,0,0.0,0,0,0.2,12.0,2,2,0.0,2,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.0,110.0,9,1,0.0,2,1,1,0,9,0,0.022,0.0
0.0,0,0.0,0,0,0.05,727.853,25,2,0.0,4,4,6,2,1,0,0.027,0.0
21.0,1,0.0,0,0,0.043,884.767,19,3,0.0,2,2,7,2,3,0,0.008,0.0
0.0,0,0.0,0,0,0.011,117.0,8,2,0.0,3,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.014,578.5,22,2,0.0,1,2,8,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.018,1276.25,40,2,0.0,13,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.075,703.6,17,3,0.0,2,2,5,2,1,0,0.05,0.0
0.0,0,0.0,0,0,0.2,0.0,1,3,0.0,1,2,6,2,3,0,0.2,0.0
0.0,0,0.0,0,0,0.2,0.0,1,1,0.0,1,1,7,2,4,0,0.2,0.0
0.0,0,0.0,0,0,0.031,672.917,25,3,0.0,4,2,6,2,2,0,0.013,0.0
0.0,0,0.0,1,0,0.028,3264.879,94,2,0.0,2,2,7,2,1,0,0.002,0.0
0.0,0,0.0,0,0,0.0,821.667,17,2,0.0,3,2,6,2,1,0,0.044,0.0
0.0,0,0.0,0,0,0.2,0.0,1,3,0.0,13,2,7,2,3,1,0.2,0.0
0.0,0,0.0,0,0,0.06,23.0,2,2,0.0,3,2,7,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.02,673.333,15,2,0.0,7,2,6,2,1,0,0.0,0.0
0.0,0,44.848,0,1,0.022,1530.767,33,2,0.0,3,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.021,553.0,13,3,0.0,3,2,6,2,7,1,0.0,0.0
0.0,0,0.0,0,0,0.027,381.667,15,2,0.0,2,2,9,2,1,1,0.0,0.0
26.0,1,0.0,0,0,0.032,479.583,48,3,0.0,1,2,5,2,1,0,0.012,0.0
0.0,0,0.0,0,0,0.015,187.833,8,3,0.0,2,2,5,2,3,0,0.0,0.0
0.0,0,0.0,1,0,0.03,591.667,23,3,0.0,2,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.017,49.0,2,3,0.0,2,2,1,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.007,1066.867,36,2,0.0,1,2,4,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.075,15.0,3,2,0.0,1,2,6,2,3,1,0.0,0.0
0.0,0,0.0,0,0,0.02,1636.858,36,2,0.0,2,2,5,2,1,0,0.0,0.0
18.1,1,0.0,0,0,0.026,624.1,26,2,0.6,1,2,6,2,3,0,0.015,0.0
0.0,0,0.0,0,0,0.033,904.3,11,2,0.0,2,2,7,2,2,0,0.015,0.0
0.0,0,0.0,0,0,0.2,0.0,1,2,0.0,1,2,7,2,3,0,0.2,0.0
0.0,0,15.948,0,1,0.017,541.333,22,2,0.0,2,2,8,2,4,0,0.0,0.0
0.0,0,0.0,0,0,0.038,516.333,15,2,0.0,11,2,7,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.017,314.5,10,2,0.0,2,2,5,2,8,0,0.0,0.0
52.0,2,0.0,0,0,0.007,524.5,16,1,0.0,6,1,1,0,6,0,0.0,0.0
