Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
52.0,2,0.0,0,0,0.007,524.5,16,1,0.0,6,1,1,0,6,0,0.0,0.0
0.0,0,0.0,0,0,0.03,1478.533,35,3,0.0,2,2,7,2,1,0,0.009,0.0
23.917,4,0.0,1,0,0.04,431.6,15,3,0.0,20,2,5,2,8,0,0.0,21.2
0.0,0,0.0,0,0,0.018,1276.25,40,2,0.0,13,2,1,2,1,0,0.0,0.0
0.0,0,0.0,1,0,0.028,3264.879,94,2,0.0,2,2,7,2,1,0,0.002,0.0
0.0,0,0.0,0,0,0.022,3227.943,71,2,0.0,2,2,6,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,1,2,0.0,1,2,6,2,3,0,0.2,0.0
0.0,0,0.0,0,0,0.025,2637.842,66,2,0.0,13,2,8,2,8,0,0.013,0.0
0.0,0,0.0,0,0,0.04,467.5,6,2,0.0,6,2,0,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.02,2195.333,23,2,0.0,2,2,7,2,4,0,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,2,2,0.0,3,6,6,2,1,0,0.2,0.0
0.0,0,0.0,0,0,0.017,49.0,2,3,0.0,2,2,1,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.053,1264.667,25,2,0.0,1,2,7,2,3,0,0.015,0.0
542.333,13,0.0,1,0,0.028,4068.865,79,1,0.0,11,1,7,2,1,0,0.007,30.0
0.0,0,0.0,0,0,0.018,724.567,13,3,0.0,2,2,7,2,9,0,0.0,0.0
0.0,0,0.0,0,0,0.042,723.833,23,2,0.0,8,5,6,2,1,1,0.015,0.0
0.0,0,0.0,1,0,0.03,591.667,23,3,0.0,2,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.067,14.0,3,3,0.0,13,2,5,2,5,0,0.0,0.0
0.0,0,0.0,0,0,0.008,878.417,23,2,0.0,6,2,7,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.025,497.0,4,2,0.0,13,2,3,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.033,904.3,11,2,0.0,2,2,7,2,2,0,0.015,0.0
0.0,0,0.0,0,0,0.042,605.833,21,2,0.0,3,2,1,2,3,0,0.012,0.0
23.0,2,0.0,0,0,0.067,116.0,7,2,0.0,10,2,6,2,1,1,0.0,0.0
0.0,0,0.0,0,0,0.1,28.0,3,1,0.0,1,1,5,2,3,0,0.067,0.0
0.0,0,0.0,0,0,0.018,517.5,17,2,0.0,2,2,5,2,1,1,0.0,0.0
0.0,0,0.0,0,0,0.007,696.5,24,2,0.0,2,2,6,0,1,0,0.0,0.0
0.0,0,0.0,0,0,0.02,1636.858,36,2,0.0,2,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.0,0.0,3,2,0.0,2,2,6,2,2,0,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,1,2,0.0,1,2,7,2,3,0,0.2,0.0
0.0,0,0.0,0,0,0.04,816.5,15,2,0.0,1,2,1,2,3,0,0.018,0.0
0.0,0,0.0,0,0,0.075,15.0,3,2,0.0,1,2,6,2,3,1,0.0,0.0
0.0,0,0.0,0,0,0.042,556.5,28,3,0.0,1,2,6,2,1,0,0.014,0.0
0.0,0,0.0,0,0,0.067,0.0,1,2,0.0,13,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.067,49.0,3,2,0.0,1,2,6,2,8,0,0.0,0.0
0.0,0,0.0,0,0,0.004,866.5,32,2,0.0,3,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.019,3078.958,68,2,0.0,3,2,7,2,3,0,0.005,0.0
0.0,0,0.0,0,0,0.075,703.6,17,3,0.0,2,2,5,2,1,0,0.05,0.0
39.0,2,0.0,0,0,0.029,694.917,19,3,0.0,1,2,7,2,3,0,0.0,0.0
18.1,1,0.0,0,0,0.026,624.1,26,2,0.6,1,2,6,2,3,0,0.015,0.0
0.0,0,0.0,0,0,0.042,819.0,22,3,0.0,10,2,6,2,1,0,0.01,0.0
0.0,0,0.0,0,0,0.0,110.0,9,1,0.0,2,1,1,0,9,0,0.022,0.0
5.0,1,0.0,0,0,0.019,2126.957,79,2,0.0,2,2,6,2,1,1,0.001,0.0
0.0,0,0.0,0,0,0.011,117.0,8,2,0.0,3,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.015,1056.8,28,1,0.0,2,1,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.033,866.667,20,2,0.0,3,2,5,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.15,6.0,2,1,0.0,2,1,0,2,2,1,0.1,0.0
21.0,1,0.0,0,0,0.043,884.767,19,3,0.0,2,2,7,2,3,0,0.008,0.0
0.0,0,0.0,0,0,0.2,0.0,2,3,0.0,3,2,5,2,3,0,0.2,0.0
43.0,2,0.0,0,0,0.013,531.367,16,2,0.0,6,2,7,0,2,0,0.0,0.0
0.0,0,0.0,0,0,0.1,0.0,1,2,0.0,1,2,6,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.02,649.467,7,2,0.0,2,2,6,2,1,0,0.0,0.0
0.0,0,14.078,0,1,0.014,609.833,40,2,0.0,2,2,6,2,7,0,0.0,0.0
0.0,0,0.0,0,0,0.038,1271.5,22,2,0.0,10,2,7,0,1,0,0.012,0.0
0.0,0,0.0,0,0,0.1,23.0,3,3,0.0,2,2,7,2,1,0,0.067,0.0
853.5,2,0.0,0,0,0.0,549.5,19,2,0.0,2,2,7,2,3,0,0.003,0.0
0.0,0,0.0,0,0,0.017,1652.0,42,2,0.0,4,2,6,2,6,0,0.0,0.0
0.0,0,0.0,0,0,0.022,598.5,15,2,0.0,3,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.031,627.2,19,2,0.0,3,2,6,2,1,1,0.0,0.0
14.0,1,0.0,0,0,0.053,567.25,14,2,0.0,3,2,6,2,1,0,0.029,0.0
0.0,0,0.0,0,0,0.026,123.0,6,3,0.0,1,2,5,2,6,0,0.0,0.0
0.0,0,0.0,0,0,0.025,686.633,15,2,0.0,3,2,1,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.093,752.75,8,3,0.0,3,2,7,2,1,0,0.056,0.0
60.0,2,0.0,0,0,0.019,890.067,36,3,0.0,2,2,6,2,4,1,0.0,0.0
86.0,3,0.0,0,0,0.012,790.167,22,2,0.0,2,2,5,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.033,61.0,5,2,0.0,1,2,7,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.032,865.467,21,2,0.0,2,2,8,2,1,0,0.029,0.0
0.0,0,0.0,0,0,0.017,314.5,10,2,0.0,2,2,5,2,8,0,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,1,3,0.0,3,2,1,2,6,0,0.2,0.0
0.0,0,0.0,0,0,0.1,54.5,2,2,0.0,1,4,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.067,55.0,3,2,0.0,2,3,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.028,524.833,20,2,0.0,2,2,7,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.1,45.0,2,1,0.0,11,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.063,1803.5,14,2,0.0,1,2,6,2,1,0,0.022,0.0
0.0,0,0.0,0,0,0.05,15.0,2,2,0.0,4,2,7,2,1,1,0.0,0.0
25.6,2,1.0,0,0,0.034,1283.842,27,2,0.0,2,2,9,2,1,0,0.009,0.0
0.0,0,0.0,0,0,0.022,15.0,3,2,0.0,1,2,6,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.06,1424.5,26,3,0.0,2,2,6,2,9,1,0.0,0.0
0.0,0,0.0,0,0,0.2,0.0,1,1,0.0,3,1,7,0,1,0,0.2,0.0
0.0,0,0.0,0,0,0.033,244.0,8,1,0.6,3,1,6,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.1,25.0,2,2,0.0,3,2,1,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.021,553.0,13,3,0.0,3,2,6,2,7,1,0.0,0.0
0.0,0,0.0,0,0,0.019,691.333,33,2,0.0,2,2,6,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.023,561.333,19,2,0.0,2,5,7,2,4,0,0.0,0.0
0.0,0,0.0,0,0,0.05,55.0,4,1,0.0,10,1,5,2,2,0,0.0,0.0
0.0,0,0.0,0,0,0.1,53.0,2,2,0.8,3,2,6,2,3,0,0.0,0.0
0.0,0,0.0,0,0,0.067,0.0,1,1,0.0,3,1,5,2,3,0,0.0,0.0
473.617,11,0.0,0,0,0.033,527.375,48,2,0.0,2,2,6,2,1,0,0.007,0.0
0.0,0,0.0,0,0,0.015,537.5,19,3,0.0,1,2,7,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.006,662.5,8,2,0.0,13,4,9,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.067,664.848,11,3,0.0,3,2,7,2,1,0,0.042,0.0
0.0,0,0.0,0,0,0.006,1085.917,44,2,0.0,2,2,5,2,1,0,0.0,0.0
0.0,0,0.0,0,0,0.1,54.5,2,3,0.0,20,2,5,2,1,0,0.067,0.0
0.0,0,0.0,0,0,0.02,1803.938,39,2,0.0,1,2,5,2,4,0,0.0,0.0
0.0,0,0.0,0,0,0.031,431.0,22,3,0.0,4,2,6,2,1,0,0.0,0.0
0.0,0,33.908,0,1,0.022,1668.742,20,2,0.0,2,2,7,2,1,0,0.019,0.0
