i,j,X,Y,L
29,325,486928.7822554147,491672.3781638843,-13.95932370089285
37,552,506465.0325979255,1029857.1402747948,-17.399873022049473
99,473,562662.4379756837,765814.5876278963,-15.90384399687444
355,387,1068157.39420466,651037.0294013926,33.3617487407214
30,178,384826.93052951695,236611.8094832189,-25.393503149322104
125,228,564607.5480164107,235105.76645696303,-19.54034509671934
50,566,534874.8148770238,1055342.7642625854,-14.910947977799587
58,534,491785.86993895465,938439.2207765908,-19.74081551330194
60,134,412793.7616479211,152941.77090535904,-24.28538278883775
36,504,447764.0945605249,884574.3101603521,-22.759771689761934
35,245,458154.8765740035,383261.93984998,-17.39974234191647
70,123,360648.4473826099,124547.90427836728,-28.197943359303963
84,406,597660.0732322633,616855.817108506,-9.809616394912304
165,394,714278.6570362959,610560.2554368508,3.0062970809435527
184,598,670577.5119819819,1090609.7186330778,-16.71605671449642
179,648,698172.8372203341,1227454.9409316722,-20.91884103923613
98,411,583663.2992479649,651807.5603837896,-7.844636358938296
161,272,705932.3316515747,385854.13985554967,-10.88120281852259
208,597,666217.2494693305,1099390.8007749084,-11.857389788253386
46,267,485796.46335205634,386439.7298417543,-17.457796407205844
37,399,525812.2562345051,605364.6528318329,-21.482399699114623
108,517,554915.0594992593,958082.0952189151,-15.972297759774085
30,141,338881.5760663914,190687.7239224201,-27.301072995420675
118,123,356808.930222199,70404.61427645464,-32.53782868294156
147,379,682507.3920381876,577275.861080411,-0.0052575864298041
98,590,589169.6798949809,1089126.5358006998,-10.579793205502048
51,80,265989.7038509017,144710.6361383208,-33.193942251402945
109,106,347569.5912703748,51689.67739863884,-33.85467316902329
56,408,574804.0860302692,610913.46151981,-11.321751676242592
76,339,576143.4442760852,506260.1867873533,-7.828301512161271
77,367,584386.6234417284,547222.9542500388,-4.986766114053388
52,567,506421.7734623056,1025556.529080764,-19.54779962566576
352,395,1062488.7869891585,661269.2511305973,31.04286742978429
39,53,226291.82877988805,138766.2477247694,-33.89355093163908
31,223,445561.16300445184,331200.0088224944,-18.85551974357425
85,233,512296.3835447219,306227.96956572856,-20.653937395527777
151,647,672413.4390928942,1228297.9423063176,-21.021199424793117
139,440,642318.9493795419,687877.9621120704,-0.8832120766932265
22,281,451332.26880960935,427893.05015576986,-16.750563597430215
148,316,673197.2415764426,486082.7590054703,-4.748293771993747
41,96,289429.26699478255,129696.35075763354,-31.297949829459952
131,445,650758.4057910275,679475.453624893,-7.020044547768685
192,254,735138.8007568623,408196.7666947429,0.0357557076490352
21,519,458920.09991578734,966197.7040830088,-20.646581391463634
37,427,550155.451190534,640566.9582976542,-18.814764505780666
30,175,421699.1935415765,241633.20999892472,-24.017404231794423
113,108,328133.03883500025,56240.1721810208,-32.8979086963416
37,395,538046.7272577505,593333.6255169255,-17.003861254944002
38,553,512437.263478054,1034937.3490424894,-16.697039961564887
31,221,444687.1302250712,319166.20719674067,-19.031306664696903
68,159,380153.6466103788,182422.23649742096,-26.71781212179453
387,422,1109588.9520407422,690630.453198993,36.69209054993509
233,328,815363.7315525899,542186.4113004896,6.501615929570545
47,145,355710.2690746262,179075.3366025356,-27.249976012348203
36,661,593142.3863598583,1271158.8291181123,-25.31184067665424
260,402,866596.6823421783,638392.9962746084,14.307818112194294
65,493,494989.7010837805,825582.9593470545,-18.366839458694667
48,501,464741.4091995165,868696.9726910896,-21.44563144954894
140,89,221744.98890301745,65803.89066670946,-36.40661118071058
159,552,606285.5069766227,1020226.2277320964,-12.57532716736905
68,112,317419.97352524777,159900.66205060645,-30.790659951306488
33,524,462620.74014893593,949311.2456500536,-21.88770788480501
139,656,670350.0101244753,1250325.565806844,-20.70354403788962
60,452,531763.6370071888,705797.9646336985,-12.187482335800532
79,116,344433.78097935714,110144.14276260116,-29.070795545427185
81,403,600181.6681680806,619276.0004088285,-4.090707419167214
121,675,658382.648779134,1302580.513126366,-23.64347321570276
233,404,819525.4317018457,653255.323916606,9.276134245274257
90,534,530076.03047607,943676.8949412742,-17.109194806970198
237,260,874908.5294162052,454486.1929760832,7.579889353215133
96,303,597946.6891565154,436275.57101390936,-11.29101776504103
134,147,419969.38663116086,77143.12987050702,-32.6291930791504
175,338,721149.1325277103,529121.9232306876,-4.167688830398955
53,81,271778.30767436634,160755.3567805079,-32.74395730222163
213,249,774196.4763988917,149906.3715306701,19.57069708906917
151,407,667757.7549277834,631081.8663253693,1.5753033022792562
64,542,524532.0515951244,1002432.4986158144,-15.280706937131516
21,262,444239.6485474301,375463.3014359272,-17.797903161431005
147,51,108699.81213219062,63399.69923317161,-48.11753969159094
83,609,616319.8324012683,1154218.3417310747,-22.706338390481
80,324,572376.5329858637,479271.9858507246,-10.849216674952816
78,437,588517.4905470769,665303.339224296,-15.252665310322884
100,110,359796.7058372756,65412.97541062904,-32.680378193990435
43,676,625269.9689567847,1303185.0442737718,-22.19900929100154
59,136,353763.22178825195,158310.94556340404,-27.66183084285933
129,247,633793.0568922079,306773.62095009256,-14.63460427565956
86,449,603900.1879781922,679430.9090586965,-14.006807784710318
113,515,584881.6880797106,835828.4585981005,-14.452626545943597
52,68,235835.08184696911,98995.03201165874,-34.38477395365297
237,370,808641.8839941417,607231.092484267,8.91330726197023
111,498,549610.4548682205,857694.2656883248,-13.401551586978192
25,385,539592.1758853463,575732.7779064099,-16.40170685217795
71,213,485416.5211937701,278323.4030087484,-20.98029564288925
42,298,495022.8323115496,445206.5972957788,-14.491109068306743
92,169,477857.0099036595,170309.86522585788,-23.13155534885617
189,393,700691.0955570206,618910.9193806716,-0.4989940404938498
23,422,536484.2805890852,630891.4835577625,-19.45313056779765
204,388,737750.8264515214,609353.3907804833,3.648321538376967
167,449,686996.7289686721,691467.1330787129,3.57101583810304
340,424,1040682.5238258196,698094.72435442,29.54077077761986
367,428,1081287.6246647993,694494.0679442981,33.6462818753292
98,98,273294.7980031629,144123.26616804666,-35.65962497429291
76,377,587709.9609780821,567607.8348657613,-6.988874642782673
68,552,553673.6425497764,1028505.9883615832,-14.401137618947214
37,266,472609.5209290105,372989.3866620722,-16.93858879001359
