state_code,lat,lon,bird,lat_zone
17,39.639982805677874,-110.02280171868891,7,2
37,35.58051387826632,-93.70003155985721,18,2
9,20.6627376576038,-72.18564455737229,20,1
24,45.33834942125162,-73.25973987906156,0,2
10,33.166602787191266,-88.40530713170939,4,2
25,43.16651129730483,-122.39303372658904,12,2
33,38.93000143846333,-88.12109077356634,18,2
44,38.25989001588393,-77.36663426346274,18,2
6,35.70323195377802,-94.38897060080349,10,2
15,39.776827637383406,-113.2498687523048,19,2
45,32.774168137767404,-95.06895782399204,19,2
23,45.803074685605054,-122.6474564271908,10,2
42,40.422685975267065,-116.32364394517123,19,2
27,42.23888098802795,-93.49555108239949,25,2
15,37.26357150881169,-81.04558391542416,19,2
31,46.96309508984667,-77.5810932713187,22,2
40,39.00309638428549,-95.1056441365109,8,2
45,42.55460927112522,-156.99887648561185,15,2
46,44.32360913750328,-101.60125416623619,26,2
28,42.290314148527905,-105.56925088874065,12,2
41,37.04674881831931,-108.82885290752311,24,2
5,39.59570561338759,-75.1621010012842,17,2
0,39.2461124635171,-72.01165632387995,28,2
22,41.298947948604436,-71.14450640076396,0,2
7,35.12621637130992,-96.04994281504862,0,2
26,36.810645712767894,-100.86534957300199,12,2
27,46.26371495878496,-74.47021867825876,26,2
37,47.39946700270592,-110.62530311820073,18,2
44,32.72940642543966,-84.00518981020598,6,2
10,43.13887586134947,-158.63869918565314,17,2
49,42.193352045319514,-84.24855767065354,19,2
38,35.96269678546211,-71.36661147517312,19,2
3,34.56034135461015,-120.9773555504748,5,2
49,42.60283801192304,-72.27648422069848,19,2
38,41.56379808163467,-156.35551343900914,19,2
15,30.029710059228,-92.4099138317063,18,2
38,26.54528558270939,-89.53105175394562,19,1
4,42.20634674924853,-85.89615711810794,16,2
19,21.757570343910714,-70.21339973751121,3,1
13,33.67484832897988,-117.2331457383873,18,2
27,39.667556827885,-155.07123272501786,19,2
38,39.11896879378555,-112.8915464050227,7,2
8,20.571387585142247,-110.33135573733215,19,1
32,41.58086853933361,-68.29727902899936,13,2
8,37.092304989975986,-74.12691423091574,0,2
4,38.35469324641185,-103.5269737607443,16,2
8,40.22351709346859,-151.4399435702982,0,2
33,39.35855733898624,-124.14537148935315,24,2
17,35.20121259752933,-111.76522242997532,1,2
22,41.78866258367284,-71.23455828994155,9,2
42,42.288813060322035,-110.4800049139435,20,2
2,34.06654038885907,-72.8012604847994,4,2
10,28.90795196105267,-82.53000785605076,14,1
14,32.02377220796378,-77.12145502366866,18,2
0,40.34964164229005,-110.36765003656146,28,2
43,34.97643719726088,-83.8563655513573,18,2
46,43.20553897536943,-95.0536003121805,26,2
33,41.461983698782255,-71.58764780744441,18,2
28,46.348538480812444,-99.85119425823049,25,2
0,66.18421486318958,-98.61052881109,27,0
6,41.806709365369585,-88.5243723360911,0,2
12,40.67750866954434,-77.09310265420858,18,2
18,40.453593750062126,-93.90420488942338,0,2
0,39.8164867194534,-114.74479234474757,28,2
40,30.685429262470137,-99.8835948077138,19,2
21,44.7742819880489,-155.20787259516857,9,2
0,30.70145051189561,-118.25058111220487,28,2
24,41.23117478991275,-70.92229241438145,10,2
39,39.05410567035922,-114.3156155717484,23,2
3,38.89573731431661,-92.75295716100777,20,2
35,34.563529228258545,-120.20970093932996,19,2
7,45.631300885370365,-121.60954005861814,21,2
40,34.6170603251125,-88.54762325350065,4,2
33,47.220152863528256,-102.78449469657845,18,2
24,47.678970863406185,-123.40146866443642,25,2
43,27.06076526545568,-107.75131225845625,20,1
42,34.52989643958681,-82.48327166035233,20,2
17,44.169783926008364,-72.6722632904657,0,2
32,36.60827013719918,-72.56960623027416,11,2
46,48.057567374595976,-77.21701477661507,20,2
0,38.27630818597791,-97.01212865998608,28,2
22,36.1262867360191,-117.62277054382471,11,2
12,37.7348752452237,-84.10223543142746,17,2
37,44.22772335867719,-82.08993417618868,22,2
0,44.70416779878304,-76.4693049339432,19,2
8,44.418951221194376,-89.84058799055894,11,2
40,40.72442721313573,-92.432044458285,23,2
25,38.01847053030376,-117.82567053894515,20,2
18,42.89155660548801,-88.46505310658667,1,2
6,30.143588535650842,-83.42991157022911,0,2
46,36.88288952309567,-71.9354262497615,26,2
30,46.93147151743014,-71.25312226805451,26,2
16,19.17444231414105,-105.1655507527674,2,1
48,34.42819315550976,-81.87868266624196,27,2
32,34.237000150058925,-105.17956388958002,14,2
21,45.356720673391706,-92.88833447098413,9,2
24,35.22769290773616,-73.31545358473468,11,2
28,45.704704223648676,-98.98968143644821,25,2
1,44.406877327398476,-75.84699509287974,19,2
18,38.92845972666132,-118.99851139695707,0,2
46,43.700533355553915,-72.47916081078357,16,2
44,30.422751382140625,-92.07798994971083,6,2
21,40.548379873327704,-84.55681602051352,9,2
13,31.45710711738205,-94.31562009325216,18,2
22,43.784173583727565,-88.7140610333512,9,2
47,32.350029351671864,-101.43036347152463,18,2
15,37.664122379697,-81.43802807590694,25,2
19,36.65191059050958,-109.1748080860907,3,2
33,38.8326633838542,-93.20706583988378,11,2
2,46.38498781670358,-75.8957012442782,4,2
25,38.4338415817718,-103.49017556395054,25,2
48,47.38073261580191,-75.95062110408453,27,2
5,41.44197678649471,-81.3442968420456,17,2
14,47.18514995383389,-84.13615319261298,13,2
28,37.03177030824317,-100.86756184881312,21,2
5,45.250428024848325,-97.0908877063642,17,2
30,42.62221003946514,-113.95816745580606,26,2
0,30.43678584684552,-97.17193545192295,28,2
16,36.724670040635814,-93.97113274659328,0,2
32,44.48138123797001,-100.00323805298719,14,2
24,40.48554723545896,-81.71097899733898,19,2
15,39.04003755307785,-77.6958838474526,25,2
23,42.88708967202909,-94.30948303030817,10,2
34,43.4328864239451,-101.8598192384108,18,2
20,46.48668292549524,-90.01800046171137,2,2
13,43.22437617872487,-120.22166241695393,25,2
8,29.04990013603839,-72.30733897698363,19,1
14,32.37358375611471,-100.08588248898886,18,2
6,45.32325341244153,-97.95674220691936,0,2
20,35.332375126721466,-82.93284139536225,8,2
18,31.717898666961688,-91.54117233510631,0,2
4,39.48107536762152,-106.7612025430567,16,2
48,29.945289457814994,-77.51025338304417,18,2
19,48.414984168451234,-97.43428606464072,19,2
10,40.717007782958774,-102.73136619235784,4,2
25,46.87862531865962,-97.89826917204977,25,2
31,39.825267137386916,-81.3256790120708,13,2
28,36.59132166161859,-80.00747967620305,25,2
