,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
0,13.22,1.92,2.31,19.2,104.0,2.45,2.28,0.23,1.72,5.1,0.95,2.95,890.0,0.0,0
1,12.85,3.18,2.5,23.1,93.0,1.86,1.72,0.31,1.43,9.0,0.52,1.65,500.0,2.0,0
2,12.43,0.98,2.05,18.8,85.0,3.2,2.95,0.18,1.81,4.1,1.15,2.78,400.0,1.0,0
3,13.41,1.65,2.39,20.0,112.0,2.85,2.65,0.19,2.35,6.0,0.99,3.0,1100.0,0.0,0
4,12.98,5.1,2.22,22.4,89.0,2.5,2.45,0.28,1.9,2.8,0.71,3.15,370.0,1.0,0
5,11.72,2.2,3.1,27.8,115.0,3.05,4.85,0.45,1.78,5.8,0.91,3.6,450.0,1.0,0
6,13.9,2.05,2.53,17.2,118.0,2.5,2.4,0.3,1.2,4.9,1.04,3.5,1280.0,0.0,0
7,12.4,3.6,2.45,20.7,86.0,2.2,0.88,0.48,1.0,7.5,0.58,1.55,530.0,2.0,0
8,12.3,1.68,2.15,18.9,79.0,1.7,2.0,0.36,1.6,3.3,0.98,3.1,500.0,1.0,0
9,12.1,1.78,2.28,18.2,80.0,1.55,1.45,0.5,1.62,2.3,1.06,2.2,470.0,1.0,0
10,13.21,1.83,2.27,19.0,97.0,2.18,2.32,0.38,1.26,6.3,1.12,2.65,1120.0,0.0,0
11,12.95,0.78,2.13,17.8,85.0,2.85,2.59,0.29,1.62,4.1,1.43,3.02,300.0,1.0,0
12,14.03,2.14,2.52,21.5,115.0,3.63,3.49,0.36,1.78,7.9,0.96,2.93,1510.0,0.0,0
13,12.58,2.41,2.31,18.2,93.0,1.32,0.45,0.42,0.73,5.0,0.65,1.54,420.0,2.0,0
14,13.67,1.97,2.4,16.7,103.0,2.76,2.67,0.33,1.47,6.8,1.18,2.78,1340.0,0.0,0
15,12.28,1.15,2.05,19.3,87.0,2.53,2.18,0.28,1.36,3.9,1.32,3.21,290.0,1.0,0
16,14.32,1.42,2.68,23.0,127.0,3.48,3.82,0.31,1.91,8.2,1.28,2.87,1630.0,0.0,0
17,13.19,2.75,2.39,22.0,91.0,1.63,0.76,0.41,0.81,5.4,0.72,1.94,690.0,2.0,0
18,12.86,0.99,2.16,18.0,89.0,2.31,2.07,0.27,1.31,4.3,1.41,3.15,265.0,1.0,0
19,13.94,1.68,2.57,17.6,110.0,3.12,3.04,0.35,1.55,7.1,1.07,2.71,1420.0,0.0,0
20,12.89,1.85,2.14,19.0,93.0,2.67,2.76,0.34,1.59,3.62,1.18,2.49,587.0,1.0,0
21,13.42,2.39,2.78,20.0,95.0,2.23,2.31,0.28,1.37,4.01,1.07,2.35,1089.0,0.0,0
