,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
0,13.62,1.87,2.5,18.0,98.0,2.78,2.65,0.36,1.48,6.2,1.12,2.64,1130.0,0.0,0
1,12.95,1.03,2.15,17.0,90.0,2.26,2.1,0.3,1.29,4.8,1.3,2.9,500.0,1.0,0
2,14.0,2.0,2.3,22.5,115.0,3.1,3.2,0.38,1.85,7.5,0.85,2.35,1500.0,2.0,0
3,13.2,1.45,2.4,19.0,99.0,2.5,2.4,0.35,1.3,5.1,1.0,2.7,850.0,1.0,0
4,13.45,2.8,2.6,21.0,102.0,1.65,0.7,0.4,1.6,8.9,0.7,2.0,720.0,2.0,0
5,12.1,0.85,1.95,18.0,85.0,2.35,2.0,0.28,1.3,2.8,1.4,3.1,250.0,1.0,0
6,13.9,1.7,2.55,19.5,128.0,2.9,2.7,0.48,1.3,5.5,1.2,2.95,1200.0,0.0,0
7,14.25,1.6,2.45,16.0,105.0,3.4,3.8,0.33,1.9,8.8,1.2,2.8,1700.0,0.0,0
8,12.7,1.3,2.05,17.0,97.0,2.0,1.4,0.52,0.6,5.5,0.95,1.6,430.0,1.0,0
9,13.8,1.7,2.5,17.5,95.0,2.4,2.9,0.23,2.2,5.4,1.25,3.3,1250.0,0.0,0
10,12.89,1.98,2.05,19.5,95.0,2.41,2.32,0.33,1.53,4.12,1.18,2.73,930.0,1.0,0
11,13.0,1.45,2.4,17.0,89.0,2.6,2.8,0.27,1.9,5.0,1.05,3.2,580.0,1.0,0
12,12.6,2.1,2.7,20.0,100.0,2.2,2.0,0.25,1.3,3.9,1.2,2.8,330.0,1.0,0
13,13.7,2.8,2.2,21.0,95.0,1.4,0.7,0.42,1.1,8.9,0.72,1.7,630.0,2.0,0
14,12.0,1.5,2.3,23.0,92.0,1.8,1.7,0.4,1.6,2.3,1.3,2.3,480.0,1.0,0
15,13.2,2.6,2.9,22.0,110.0,2.7,2.6,0.38,1.75,4.2,1.03,2.9,750.0,0.0,0
16,12.9,1.3,1.8,19.0,80.0,2.3,2.2,0.3,1.4,3.1,1.15,3.0,620.0,1.0,0
17,12.7,1.2,2.1,18.0,97.0,2.1,1.9,0.28,1.35,2.8,1.2,2.6,660.0,1.0,0
18,13.5,2.9,2.4,23.0,93.0,1.5,0.75,0.45,1.05,9.2,0.75,1.75,620.0,2.0,0
19,12.2,1.7,2.5,24.0,87.0,1.9,1.65,0.44,1.55,2.6,1.35,2.4,470.0,1.0,0
20,13.14,1.82,2.45,17.3,101.0,2.67,2.78,0.31,1.58,4.95,0.97,3.14,1090.0,0.0,0
21,12.75,3.34,2.31,19.6,94.0,1.94,0.62,0.48,0.99,6.12,0.81,1.98,670.0,2.0,0
22,14.08,1.65,2.27,15.8,115.0,3.06,2.95,0.27,1.99,5.83,1.01,3.28,980.0,0.0,0
23,11.97,4.16,2.36,21.2,82.0,2.05,1.68,0.46,1.29,2.78,0.76,2.63,560.0,1.0,0
24,14.43,1.72,2.51,16.7,112.0,3.14,3.04,0.25,2.07,6.21,0.95,3.36,960.0,0.0,0
25,13.25,3.88,2.42,22.5,105.0,1.77,0.71,0.45,1.37,7.12,0.73,1.64,720.0,2.0,0
26,12.19,1.91,2.22,18.4,96.0,2.95,2.23,0.19,1.42,3.31,1.12,2.89,360.0,1.0,0
27,14.56,1.67,2.39,17.1,117.0,3.12,3.07,0.24,2.01,5.94,0.99,3.32,990.0,0.0,0
28,12.88,3.47,2.33,20.3,99.0,1.89,0.67,0.49,0.93,6.01,0.83,1.87,690.0,2.0,0
29,13.77,1.79,2.47,16.9,104.0,2.78,2.89,0.33,1.52,4.76,0.94,3.21,1110.0,0.0,0
30,13.2,2.0,2.4,19.0,100.0,2.6,2.7,0.3,1.8,4.0,1.1,3.5,900.0,0.0,0
31,12.8,1.4,2.0,17.5,90.0,1.5,1.4,0.3,1.2,2.5,1.05,2.8,580.0,1.0,0
32,11.5,0.8,2.3,20.0,89.0,2.3,1.9,0.4,1.3,3.1,1.08,2.4,450.0,1.0,0
33,13.8,3.0,2.6,16.0,115.0,2.8,3.0,0.18,1.7,5.2,0.98,3.4,860.0,0.0,0
34,12.4,2.5,2.1,18.0,95.0,1.7,0.7,0.6,1.0,7.0,0.7,1.6,700.0,2.0,0
35,12.0,1.1,2.2,21.0,100.0,3.2,2.0,0.15,1.6,3.3,1.0,3.0,870.0,1.0,0
