RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,84,89,5,78,38,0,0,96,8,7,6,46,2,18,0,0,0,1,92,1,4,0,28
1,85,153,13,89,12,0,0,100,2,7,8,17,0,48,-6,0,0,11,71,1,2,-8,69
0,78,198,12,95,15,0,0,99,-7,7,8,17,0,55,0,0,0,52,-7,0,2,0,72
0,64,189,19,91,26,0,0,93,9,6,6,25,0,16,0,1,0,19,63,5,2,0,50
0,74,208,1,26,11,0,0,78,2,4,6,13,5,31,15,0,0,15,89,5,2,0,85
1,85,213,8,110,18,0,0,100,-7,7,8,45,0,40,14,0,0,16,68,5,2,0,89
1,85,272,0,94,21,2,1,93,17,6,7,13,1,36,15,0,0,20,94,0,2,0,39
0,68,325,2,73,17,3,3,76,2,0,2,24,1,43,-6,5,1,14,74,2,2,0,78
0,74,172,0,29,20,0,0,99,-7,7,8,24,4,47,0,3,4,65,92,1,2,2,74
1,73,457,5,112,27,0,0,95,1,4,6,45,2,34,14,0,0,27,-8,1,2,0,35
1,74,158,3,93,14,0,0,99,-7,7,8,12,1,33,7,0,0,13,15,1,2,0,84
0,-7,-9,4,70,-9,-9,-9,100,-7,7,8,-9,-8,20,-7,2,1,-8,-8,1,-8,-8,-8
1,84,259,16,113,28,0,0,78,-7,7,8,29,0,52,0,0,1,15,15,0,2,0,73
1,85,164,2,74,22,0,0,100,-6,7,8,28,2,19,1,4,1,2,-8,1,1,0,40
1,-9,169,1,-8,-8,-9,-9,95,-8,-9,7,-9,-9,-8,-8,-8,-9,-8,-8,-8,1,-8,-9
1,82,114,8,112,10,0,0,72,30,6,6,11,0,77,-7,0,0,59,-8,5,1,0,100
0,67,343,12,133,21,1,0,95,2,6,6,-8,0,26,0,0,0,-9,-8,2,1,2,41
0,66,-3,13,-8,15,1,0,-8,-7,6,8,-8,0,31,1,4,4,-8,-8,-8,1,-8,-7
1,58,217,2,92,17,0,0,85,6,1,2,23,0,57,-6,2,2,16,61,2,3,0,76
1,-6,-2,-8,69,4,-9,3,-9,24,-9,2,4,-8,-8,-7,-8,1,13,-8,-8,-8,-8,-7
1,74,174,8,93,29,0,0,100,-7,7,8,35,0,20,0,1,1,17,93,8,1,1,32
1,83,340,8,92,27,0,0,99,-6,7,8,30,2,23,6,0,0,16,15,2,1,0,67
0,57,194,12,90,47,1,0,89,2,4,6,67,0,50,15,0,0,57,65,6,9,3,86
1,89,345,5,120,13,0,0,100,-6,7,8,10,2,21,6,0,0,1,-7,2,1,0,36
1,65,267,8,64,39,0,0,95,31,4,6,12,1,18,0,0,0,88,92,7,2,0,86
1,77,131,2,74,15,2,0,88,37,6,5,17,0,18,-6,1,0,12,-8,2,1,0,30
0,68,82,15,87,26,0,0,95,37,6,6,34,0,30,-6,0,0,39,-8,5,1,2,86
1,73,144,6,62,15,0,0,89,-7,7,8,15,1,41,0,0,0,2,55,3,1,0,55
0,63,127,6,73,12,0,0,86,3,3,2,21,1,41,0,2,1,82,63,9,3,4,86
1,81,112,5,46,31,0,0,92,70,6,6,43,2,49,0,0,0,27,67,4,4,0,86
1,67,162,4,74,16,0,0,99,30,6,5,14,5,38,0,0,0,96,70,5,4,2,69
1,56,269,14,123,16,1,1,78,1,4,5,18,0,46,-8,0,0,91,46,1,2,2,73
1,76,452,2,88,22,2,2,95,-7,6,7,18,3,24,0,1,0,82,-8,3,1,1,53
0,66,216,5,24,28,0,0,81,62,6,6,33,5,48,0,5,4,85,-8,5,1,0,63
0,78,129,2,51,15,0,0,100,-7,7,8,13,1,48,1,1,0,90,-8,5,5,1,70
1,83,265,5,97,20,0,0,100,-7,7,8,25,1,37,0,2,3,3,73,3,2,0,57
0,61,168,2,114,10,1,0,100,-7,4,8,11,2,11,-7,3,1,89,-8,3,1,0,76
0,59,171,5,61,12,0,0,81,18,6,6,18,1,32,0,1,2,91,-8,3,1,4,88
0,88,156,42,93,8,0,0,100,-7,7,8,14,0,66,6,0,0,2,10,1,2,0,100
1,69,147,4,88,20,1,0,85,9,4,4,22,2,32,0,2,2,1,-8,1,1,0,35
1,84,206,37,75,16,0,0,95,-6,6,6,16,0,59,0,0,0,2,-8,2,1,0,78
0,59,190,2,71,25,0,0,99,7,7,8,29,3,31,3,1,2,43,66,7,3,2,76
0,75,216,2,94,14,0,1,94,64,6,6,13,2,54,-7,2,2,-8,40,3,2,-8,54
1,64,198,2,75,16,0,0,78,1,4,8,16,2,21,-6,5,4,10,-7,5,1,0,100
1,78,82,5,100,35,0,0,99,-7,4,5,42,1,29,17,0,0,19,15,2,2,0,39
0,58,203,21,135,15,2,0,87,1,3,4,23,0,32,0,2,1,48,61,7,1,1,89
1,74,-8,2,78,36,0,0,100,-7,7,8,16,1,34,-7,0,0,33,-8,8,1,1,52
1,71,84,1,51,20,0,0,99,-7,7,8,42,2,51,0,3,4,28,85,5,5,0,73
0,67,157,6,65,16,0,0,76,37,6,6,28,1,39,0,0,0,4,88,1,2,0,68
0,66,81,2,28,21,0,0,95,6,6,6,14,3,18,-7,2,2,44,61,10,3,4,55
1,84,398,1,92,27,0,0,100,-6,7,8,37,1,52,0,2,2,14,44,1,4,1,50
0,58,155,13,86,3,0,0,51,1,4,5,4,0,31,1,5,4,93,-8,4,1,2,87
1,84,408,1,125,30,4,6,100,37,6,8,41,1,36,16,0,0,55,-8,5,1,1,35
0,64,95,2,47,5,0,0,76,62,7,6,10,0,43,0,0,0,-7,10,1,1,-8,100
