,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.013333333332444445,0.09999999999333332,0.05199999999653333,0.031763011330073386
sanity.nearest_syn_neighbor_distance.mean,0.21988008835767195,0.29491144057494023,0.2540764360937704,0.031239029780181428
sanity.close_values_probability.score,0.3,0.5266666666666666,0.42666666666666664,0.10456258094238745
sanity.distant_values_probability.score,0.006666666666666667,0.02666666666666667,0.010666666666666668,0.00894427190999916
stats.jensenshannon_dist.marginal,0.010982154228230515,0.01383908152791787,0.01200330535676034,0.0011849356266019223
stats.chi_squared_test.marginal,0.19914029629436347,0.399921065563387,0.3195593028946221,0.10958388955272975
stats.inv_kl_divergence.marginal,0.598191002780202,0.7632570332613243,0.679427425391053,0.062164367644584946
stats.ks_test.marginal,0.8866666666666667,0.9039999999999999,0.8968,0.007093032575077516
stats.max_mean_discrepancy.joint,0.02222689539446482,0.032520176376951704,0.025768392304195798,0.00396840556471011
stats.wasserstein_dist.joint,0.007429250731287733,0.009417166055566521,0.00839852131937136,0.0007132626788880087
stats.alpha_precision.delta_precision_alpha_OC,0.870191570881226,0.9356015325670498,0.9117854406130267,0.027117835292341977
stats.alpha_precision.delta_coverage_beta_OC,0.5035555555555556,0.5782222222222222,0.5539862068965518,0.030232688029562832
stats.alpha_precision.authenticity_OC,0.4066666666666667,0.54,0.492,0.05042045440317077
stats.alpha_precision.delta_precision_alpha_naive,0.8254559386973179,0.8679233716475095,0.8538329501915708,0.017030335774069788
stats.alpha_precision.delta_coverage_beta_naive,0.4368888888888889,0.5964444444444446,0.528,0.06414720724654249
stats.alpha_precision.authenticity_naive,0.49333333333333335,0.6066666666666667,0.5439999999999999,0.048212492618038776
stats.prdc.precision,0.8933333333333333,0.9266666666666666,0.9106666666666665,0.013824294235551815
stats.prdc.recall,0.8733333333333333,0.9666666666666667,0.9199999999999999,0.03944053188733077
stats.prdc.density,0.9893333333333333,1.02,1.004,0.011430952132988191
stats.prdc.coverage,0.9,0.94,0.9226666666666666,0.014605934866804398
performance.linear_model.gt,0.9978888888888889,0.9978888888888889,0.9978888888888889,0.0
performance.linear_model.syn_id,0.9892152777777777,0.9973124999999999,0.9948694444444446,0.003303046725336027
performance.linear_model.syn_ood,0.9877777777777779,0.9966666666666667,0.9941777777777776,0.00367389859198607
performance.mlp.gt,0.8325520833333334,0.8325520833333334,0.8325520833333334,0.0
performance.mlp.syn_id,0.769704861111111,0.84453125,0.8137326388888889,0.030308840621677463
performance.mlp.syn_ood,0.7994444444444443,0.9450000000000001,0.8607222222222223,0.05863796120114655
performance.xgb.gt,0.978111111111111,0.978111111111111,0.978111111111111,0.0
performance.xgb.syn_id,0.9830347222222222,0.9952013888888889,0.9896694444444446,0.004356297104178792
performance.xgb.syn_ood,0.9805555555555555,0.9938888888888888,0.9878444444444444,0.0047929990096152566
performance.feat_rank_distance.corr,0.4624075695857557,0.5878715864039277,0.5163878404002917,0.05300864548618169
performance.feat_rank_distance.pvalue,1.162719741006608e-14,1.2267852310670203e-09,3.8166804471177813e-10,5.555676352080597e-10
detection.detection_xgb.mean,0.6126666666666667,0.7128888888888889,0.6544666666666666,0.05012283676561114
detection.detection_mlp.mean,0.2797777777777778,0.31622222222222224,0.29615555555555556,0.013360989835439445
detection.detection_gmm.mean,0.39577777777777773,0.5231111111111112,0.45662222222222226,0.049505555243831
detection.detection_linear.mean,0.26711111111111113,0.3218888888888889,0.2888,0.020205945830709834
privacy.delta-presence.score,2.999999995,5.999999940000001,4.799999968250001,1.2549900149254185
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0
privacy.k-anonymization.syn,1.00000001,4.00000001,2.00000001,1.224744871391589
privacy.k-map.score,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0
privacy.distinct l-diversity.syn,1.00000001,4.00000001,2.00000001,1.224744871391589
privacy.identifiability_score.,0.4,0.5,0.4533333333333333,0.041633319989322654
privacy.identifiability_score._privacy.identifiability_score.OC,0.48,0.56,0.512,0.033796778281697554
