,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.015526591571935637,0.03511878798166168,0.02157488120535909,0.00792266759684898
sanity.close_values_probability.score,0.958,0.988,0.976,0.012569805089976545
sanity.distant_values_probability.score,0.006,0.01,0.007200000000000001,0.0017888543819998318
stats.jensenshannon_dist.marginal,0.011581610427207,0.01797736765561375,0.015989220460755172,0.0025815172831695084
stats.chi_squared_test.marginal,0.5746801170382531,0.6849838376080423,0.645049051476854,0.04146390137614399
stats.inv_kl_divergence.marginal,0.8402086880748916,0.8808295324497099,0.8545812080070745,0.015856650068761344
stats.ks_test.marginal,0.8604511278195488,0.9079581881533102,0.8782074043201129,0.018207538887750993
stats.max_mean_discrepancy.joint,0.006545454545404186,0.008666666666572008,0.007514568016428606,0.0008565016495360476
stats.wasserstein_dist.joint,1.2544800552835156,1.6176632220388096,1.4318096822328228,0.14152968604669863
stats.alpha_precision.delta_precision_alpha_OC,0.8822539949537427,0.9278765880217785,0.9068676352297264,0.016310964225534186
stats.alpha_precision.delta_coverage_beta_OC,0.4066666666666666,0.5263157894736842,0.44989474202875995,0.046444510113508905
stats.alpha_precision.authenticity_OC,0.43157894736842106,0.6090909090909091,0.5422234021861749,0.0685270667878938
stats.alpha_precision.delta_precision_alpha_naive,0.6795555555555556,0.9271236333052986,0.7750051222686785,0.09817566300501926
stats.alpha_precision.delta_coverage_beta_naive,0.2778787878787877,0.3863333333333333,0.3430502690577145,0.039828015382074956
stats.alpha_precision.authenticity_naive,0.5365853658536586,0.6533333333333333,0.5745100556268721,0.04679994994829689
stats.prdc.precision,0.9772727272727273,1.0,0.9887352472089314,0.008839319221567712
stats.prdc.recall,0.954,0.996,0.9736,0.01961631973638278
stats.prdc.density,1.008,1.0597560975609757,1.0259422880927374,0.01975880361802721
stats.prdc.coverage,0.632,0.752,0.7068,0.04581702740248433
performance.linear_model.gt,0.03678920929206728,0.03678920929206728,0.03678920929206728,0.0
performance.linear_model.syn_id,-1.1720582582813563,-0.1962483475274938,-0.6053936484323994,0.38618575985187525
performance.linear_model.syn_ood,-1.1186086808225495,-0.21311738256544926,-0.5955024231704582,0.3571303272668714
performance.mlp.gt,-7.977301040601837,-7.977301040601837,-7.977301040601837,0.0
performance.mlp.syn_id,-35.22317568415834,-3.9794029043270833,-15.793621997072654,13.04163334806391
performance.mlp.syn_ood,-88.56638134319172,-7.284376364197387,-33.918327950622974,33.837405090010385
performance.xgb.gt,-0.06938796554501196,-0.06938796554501196,-0.06938796554501196,0.0
performance.xgb.syn_id,-0.2830885801679406,-0.10883557139983488,-0.1857462072464311,0.06587090551141744
performance.xgb.syn_ood,-0.3064765943286325,-0.11397934080202328,-0.20382905335283272,0.07231912284966983
performance.feat_rank_distance.corr,0.3589743589743589,0.46153846153846145,0.43589743589743585,0.044411559168432736
performance.feat_rank_distance.pvalue,0.030482440656051768,0.0999802599021349,0.04672187489722211,0.030200271496599596
detection.detection_xgb.mean,0.7651477272727273,0.8685263157894738,0.8298063237639554,0.04745289223940021
detection.detection_mlp.mean,0.49800000000000005,0.5032105263157896,0.4994421052631579,0.0022776768063860735
detection.detection_gmm.mean,0.5,0.5252121212121212,0.5050424242424242,0.011275203377453498
detection.detection_linear.mean,0.6122310606060607,0.745736842105263,0.6816335805422647,0.04767210565312637
privacy.delta-presence.score,10.999999890000002,13.999999860000003,13.399999866000002,1.3416407730834665
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.k-map.score,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.identifiability_score.,0.216,0.274,0.2524,0.022952124084711648
privacy.identifiability_score._privacy.identifiability_score.OC,0.22,0.28,0.2472,0.025321927256826256
