Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,29,462.5011655946023,0.0008475522884946443,0.006769728867694224,0.0,0.0,5,2,2,2,1,2,True,True
0,0.14889773001871653,0,0.0,45,356.99548880788956,0.000204799488273704,0.004976289271861997,0.0,0.0,7,2,2,7,2,2,False,False
6,68.81315928472019,1,94.66980369755345,27,11281.154988834756,0.025353761245545062,0.03209401251285817,0.0,0.0,3,3,2,1,2,2,False,False
0,205.53306869347992,0,0.0,4,194.65982942629154,0.015062110502770521,0.015999307071663832,0.0,0.0,0,1,1,2,1,2,True,False
0,0.0,0,0.16133092306698388,2,21.272268716801236,0.17284161230122114,0.2,0.0031640404139047086,0.0,5,3,1,1,19,2,False,False
0,0.0,0,0.0567365478325239,14,967.0791006517225,0.011908459400891714,0.009766168885764022,0.006352252824380273,0.0,7,3,2,1,10,0,True,True
0,0.0,0,0.0,9,0.0,0.2,0.020959407022610173,0.0,0.0,6,2,2,3,2,2,False,False
1,0.0,0,0.25180214831223585,17,564.1053253137846,0.036123282102481204,0.06995414423271067,0.0,0.0,1,2,1,6,2,2,True,False
0,0.0,1,33.86047198969586,15,3026.202607341574,0.059418501150416,0.04644063503312119,0.0,0.4,6,2,1,6,12,2,False,False
2,69.56087981991088,0,0.026456195737329553,29,480.84071637473033,0.015502040094703008,0.039797994892376884,38.8253207414433,0.0,9,2,1,2,1,2,False,False
0,0.0,0,0.0,14,305.3344603711973,0.0024662889671740614,0.029954913125945542,0.0,0.0,5,2,1,3,1,2,False,False
2,18.352586833802874,0,0.14735238387360441,14,3025.1830276841383,0.00256343556297504,0.03376014603755397,0.0,0.0,5,2,5,3,1,2,False,False
7,69.13757777460961,0,0.0,4,350.68320791812346,0.020574122741541696,0.02185535011024741,0.0,0.0,7,1,1,3,2,2,False,False
0,0.0,0,0.0,3,0.0,0.07820078820276569,0.09711362523457445,0.0,0.0,7,3,1,1,2,2,True,False
0,0.0,1,27.970926233304912,26,1311.5155444250433,0.06374642258416219,0.15044990177317136,0.0,1.0,6,2,1,1,3,2,True,False
0,0.0,0,0.10673710416257583,5,107.57510843741659,0.003599783770601908,0.03788419941926033,0.0,0.0,1,2,8,2,1,2,True,False
0,0.09830309638345469,0,0.0,47,1148.6326392650108,0.00042088394591764384,0.011674924000549971,12.340828807623078,0.0,7,2,2,3,9,2,True,True
0,0.3152701410854083,0,0.0,40,582.3881954110232,0.0006463169310145867,0.008213421045241906,15.57084188673085,0.0,2,1,1,2,2,2,False,True
0,0.0,0,0.2467673260559604,5,112.26603294806634,0.003169185685079061,0.027996464833862228,0.003845437670912726,0.0,0,2,1,8,1,2,False,False
6,211.07436186737155,0,0.07183769050037389,93,2070.398890875204,0.001784460272571942,0.010271179300832621,0.0,0.0,6,1,1,1,2,2,True,False
5,127.52796026287882,1,26.770637286517363,107,7606.300833216768,0.0017956815017634209,0.008240726322935522,0.08595512494920754,0.0,7,4,2,1,2,0,False,False
3,20.623579934125935,0,0.0,5,76.94399720665174,0.0022901307531032413,0.06721006186392176,0.0,0.0,1,2,2,4,7,2,False,False
11,141.89920838430064,1,93.05686821218777,104,3069.4775529867343,0.010465661700671407,0.012642693865031435,42.75632805499781,0.0,1,2,2,3,2,2,True,False
4,533.4687336626928,0,0.5641662798063378,28,1030.7206246251144,0.01928653207136073,0.027368004716135846,0.0,0.0,6,2,1,2,3,2,False,False
8,250.65973858615126,3,213.0898277452236,118,4867.6691207793865,0.009675225718380788,0.010614859648879125,4.980229142547273,0.0,7,2,2,3,2,2,False,True
0,0.0,0,0.0,16,941.6077393493215,0.0015024574487507059,0.007212271199507533,0.0,0.8,6,2,2,2,2,0,False,False
0,0.0,0,0.0,32,1288.8727750199796,0.0334178219062224,0.009553832611135746,0.017385243186460512,0.0,1,2,2,2,1,2,False,False
1,24.45575808236034,0,0.0,32,971.4514574494656,0.010479954204063136,0.008215902762242456,0.0,0.0,1,1,1,3,1,0,False,False
2,59.433696997437266,2,647.3403761666312,45,2040.0395000269314,0.008077140277117737,0.03219069169333419,0.0,0.0,1,1,1,2,2,2,True,False
2,82.79955699362692,0,0.0,29,1186.056314891671,0.012451531075891191,0.02334651316005642,17.137999229999668,0.0,1,1,1,9,2,2,True,False
6,76.83517362898112,0,0.05019786756518148,4,1860.9853498245448,0.0015848090407068645,0.009022019119903897,0.037604465128055674,0.0,7,2,1,3,7,0,False,False
4,24.346432663170738,1,317.6249647227904,39,1790.3451579301395,0.0149034132382313,0.00878515006086631,0.0,0.0,7,2,1,7,1,2,False,False
