has_pets,has_high_education,tr_per_month,top2_interes,mean_tr,relation,age,top4_interes,sex,top1_interes,median_tr,top3_interes,top5_interes,is_parent
0,0,7.609,15,1208.3,0,37,6,2,23,515.75,14,8,1
0,0,4.244,24,1033.329,0,34,18,2,6,700,23,3,1
0,0,4.788,15,10780.761,0,38,3,2,10,2835.05,23,24,1
0,0,15.188,5,1881.986,0,36,16,1,19,668.25,15,17,1
0,0,1.863,6,576.895,0,22,15,1,14,411,21,1,0
0,0,3.204,24,1417.202,0,36,21,1,15,933.6,19,5,1
0,0,1.924,8,1672.321,0,22,19,2,6,1000,2,14,0
0,0,1.536,10,852.244,0,35,7,2,17,645.75,24,5,1
0,0,12.996,21,199.916,0,24,6,1,16,112,15,11,0
0,0,6.212,8,1010.581,0,37,21,1,15,435.085,23,19,0
0,0,11.946,14,2335.021,0,33,6,2,15,1099,16,3,1
0,0,5.636,8,315.27,0,22,7,2,6,114.5,14,25,0
0,0,10.863,0,4067.361,0,29,11,1,10,515.5,20,23,0
0,0,2.278,10,13154.167,0,41,15,2,23,9000,8,19,0
0,0,3.058,6,553.283,0,22,24,2,14,340,15,18,0
0,0,8.306,6,202.925,0,23,16,2,15,162.5,24,21,0
0,0,0.767,14,3166.234,0,33,6,2,15,3166.234,24,21,0
0,0,8.474,6,1645.988,0,39,10,2,2,379.8,14,8,0
0,0,0.767,6,31666.667,0,36,19,2,2,20000,10,24,0
0,0,2.863,24,1545.631,0,32,6,2,8,1282,7,4,1
0,0,0.411,19,13560,0,36,4,1,11,11000,10,5,0
0,0,19.937,23,1510.629,0,43,14,2,8,530.18,15,16,1
0,0,2.508,11,1666.438,0,30,23,1,16,1191.7,5,19,1
0,0,2.689,15,1006.289,0,34,17,1,0,816.5,5,19,1
0,0,1.298,15,11700,0,44,11,1,6,11000,21,24,0
0,0,12.903,2,2686.458,0,48,17,2,10,680,15,24,0
0,0,0.996,6,1572.143,0,39,10,2,24,806.5,2,15,1
0,0,3.611,4,1179.442,0,34,6,1,19,669.4,10,5,1
0,0,1.005,8,134.75,0,20,14,2,6,169,21,18,0
0,0,11.879,14,2807.013,0,46,6,2,21,992.5,15,3,0
0,0,1.562,19,1106.477,0,36,15,1,23,1129,3,10,1
0,0,1.957,25,1552.143,0,32,19,1,23,1118.6,15,14,1
0,0,15.567,19,2252.949,0,34,5,1,16,1099,12,17,1
0,0,7.495,10,1773.313,0,50,15,1,4,618.195,11,5,0
0,0,3.72,8,1091.113,0,27,17,2,2,896.7,15,19,1
0,0,4.731,10,1208.34,0,33,5,1,19,515.5,17,4,1
0,0,0.525,6,12000,0,46,19,1,11,10000,23,24,0
0,0,7.894,15,10780.009,0,40,3,2,10,1500,23,24,0
0,0,3.908,14,155.17,0,21,25,1,6,48,15,23,0
0,0,3.798,15,10950.345,0,66,23,1,11,10000,4,24,0
0,0,14.455,15,1819.663,0,38,4,1,11,500,0,19,0
0,0,2.468,15,12150.781,0,47,24,2,21,10000,23,6,0
0,0,0.838,6,1091.57,0,37,2,2,14,881.95,10,8,1
0,0,3.204,25,1179.427,0,33,10,1,16,669.61,11,0,1
0,0,20.925,15,2713.75,0,50,6,1,23,880.93,21,11,0
0,0,16.489,24,1432.29,0,34,23,2,10,300,14,8,0
0,0,21.419,6,1753.319,0,37,23,2,8,300,16,14,1
0,0,1.647,21,1061.962,0,36,4,1,15,1049,5,3,1
0,0,1.272,6,972.052,0,38,24,2,10,844.36,7,8,1
0,0,14.476,6,2041.127,0,32,10,2,2,378.37,14,23,0
0,0,1.068,24,14964.688,0,43,23,2,8,15000,6,19,0
0,0,2.517,23,1770.792,0,33,8,2,14,1000,15,16,0
0,0,2.991,15,1643.503,0,33,16,1,0,1168.28,19,5,1
0,0,2.255,19,10780.329,0,66,23,1,16,6000,3,15,0
0,0,4.058,19,1407.202,0,37,5,1,11,813.705,15,10,1
0,0,1.171,19,1494.938,0,37,5,1,23,1490.93,0,16,1
0,0,2.701,11,16780.329,0,50,6,1,24,12000,23,21,0
0,0,2.767,5,1572.256,0,36,4,1,19,806.4,23,11,1
0,0,1.302,6,205.869,0,21,15,2,3,100,18,8,0
0,0,1.924,15,3354.167,0,43,10,2,8,1500,23,21,0
0,0,4.854,15,673.922,0,22,6,2,14,200,21,25,0
0,0,2.767,6,1011.792,0,36,23,2,15,334,24,19,0
0,0,4.334,15,1407.424,0,39,23,1,11,966.5,5,2,1
0,0,12.538,25,2541.414,0,41,17,2,2,1100,6,19,0
0,0,1.302,15,1655.439,0,32,0,1,11,1237,6,14,1
0,0,3.204,23,1441.334,0,35,15,1,21,1040.5,0,10,1
0,0,4.387,19,1074.902,0,35,5,1,11,880.08,16,0,1
0,0,8.696,6,166.621,0,22,9,2,14,71,18,19,0
0,0,0.719,10,31666.667,0,57,15,2,8,21000,2,24,0
0,0,4.348,5,1456.503,0,41,0,1,11,634.5,19,16,1
0,0,2.524,15,10740.93,0,52,24,1,11,8000,23,21,0
0,0,1.879,15,1657.957,0,33,23,1,14,1399,16,5,1
0,0,8.396,23,1699.793,0,35,2,2,22,512.9,0,20,1
0,0,9.528,25,1984.082,0,31,0,1,14,497,19,5,0
0,0,7.609,24,1014.247,0,38,15,2,6,659,8,10,1
0,0,16.323,15,4898.787,0,37,19,2,2,1317,10,8,0
0,0,2.727,24,747.242,0,58,18,1,15,827.45,16,23,0
0,0,4.085,23,1478.922,0,31,6,1,15,998,11,21,1
0,0,0.767,5,1349.613,0,36,4,1,11,1168.09,19,9,1
0,0,2.524,16,10307.143,0,34,0,1,11,5000,19,23,0
0,0,1.739,15,2263.321,0,41,8,2,10,1768.25,21,13,1
0,0,11.791,6,1464.486,0,36,15,2,14,382.35,21,3,0
0,0,1.918,8,1760.398,0,27,10,2,24,1600,18,6,0
0,0,5.528,15,1656.985,0,31,18,1,6,575.2,14,21,0
0,0,4.058,24,1443.202,0,33,2,2,6,911.84,15,11,1
0,0,2.811,8,1336.417,0,30,7,2,14,950.5,6,24,1
0,0,11.357,15,3961.122,0,40,3,2,23,544,21,6,1
0,0,2.255,10,14762.322,0,43,15,2,8,8000,2,24,0
0,0,3.064,15,1060.003,0,37,14,2,21,660,6,3,1
0,0,6.294,6,2021.924,0,36,19,1,11,1333.48,9,10,1
0,0,4.731,6,166.138,0,20,15,2,3,21.0,18,21,0
0,0,1.835,10,1173.429,0,34,7,2,8,623,4,25,1
0,0,3.253,23,1179.064,0,34,2,2,6,669.96,10,17,1
0,0,2.967,6,10914.599,0,36,15,2,24,10000,2,19,0
0,0,7.609,8,1059.738,0,38,21,2,6,1025.9,7,24,1
0,0,2.813,15,11709.397,0,33,16,2,14,5000,21,23,0
0,0,14.933,15,1632.649,0,29,6,1,16,500,0,11,0
0,0,2.861,4,1179.988,0,36,21,1,11,1168.48,15,6,1
0,0,3.902,23,11009.153,0,38,6,2,10,4000,24,16,0
0,0,2.814,6,205.736,0,22,15,1,14,200,21,23,0
