Unnamed: 0,min,max,mean,stddev,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.0914381623660328,0.1339856948703874,0.1151625218679759,0.0191734984148771,minimize
sanity.close_values_probability.score,0.77,0.94,0.86,0.0717635004720366,maximize
sanity.distant_values_probability.score,0.01,0.03,0.016,0.0089442719099991,minimize
stats.jensenshannon_dist.marginal,0.010885663890257,0.0198703021840825,0.0138805171968747,0.0035375846609359,minimize
stats.chi_squared_test.marginal,0.3625627777252951,0.7499718972624217,0.5859355577117352,0.1682687036574952,maximize
stats.inv_kl_divergence.marginal,0.790049669644793,0.8954931425851049,0.842783127422897,0.0449076921158989,maximize
stats.ks_test.marginal,0.8087500000000001,0.8812500000000001,0.8612500000000001,0.0305547664039507,maximize
stats.max_mean_discrepancy.joint,0.02,0.02,0.02,0.0,minimize
stats.wasserstein_dist.joint,0.0601556647718257,0.0835157074498677,0.0674760691047634,0.0092056234795315,minimize
stats.alpha_precision.delta_precision_alpha_OC,0.7177931034482758,0.8526666666666666,0.7666068965517241,0.0554407688252278,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.4326666666666666,0.512,0.473664367816092,0.0384868253388923,maximize
stats.alpha_precision.authenticity_OC,0.46,0.71,0.55,0.0946044396421224,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.718,0.8751954022988506,0.8083218390804598,0.0615814785826546,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.3786666666666666,0.4466666666666666,0.4048,0.0250971445918986,maximize
stats.alpha_precision.authenticity_naive,0.5,0.56,0.5359999999999999,0.0230217288664426,maximize
stats.prdc.precision,0.99,1.0,0.996,0.0054772255750516,maximize
stats.prdc.recall,0.97,1.0,0.988,0.0130384048104053,maximize
stats.prdc.density,1.036,1.108,1.06,0.0299332590941915,maximize
stats.prdc.coverage,0.88,0.95,0.91,0.0324037034920392,maximize
performance.linear_model.gt,0.6808848362177292,0.6808848362177292,0.6808848362177292,0.0,maximize
performance.linear_model.syn_id,0.3783118258127322,0.6711271607039192,0.5577273143179236,0.1329996794364047,maximize
performance.linear_model.syn_ood,0.2599434931781904,0.6375846635716401,0.4932668322622371,0.1682583213200086,maximize
performance.mlp.gt,-4.1409083783495415,-4.1409083783495415,-4.1409083783495415,0.0,maximize
performance.mlp.syn_id,-4.138930721406618,-4.132779112725162,-4.136668930561184,0.0025661012662002,maximize
performance.mlp.syn_ood,-2.6316043048716646,-2.627375023813908,-2.6300620171694673,0.0017647752494642,maximize
performance.xgb.gt,0.4855335287117418,0.4855335287117418,0.4855335287117418,0.0,maximize
performance.xgb.syn_id,0.3636005844691224,0.6210034937844447,0.4694197882356631,0.1001816750724356,maximize
performance.xgb.syn_ood,0.3402265891612842,0.5886746200627235,0.4187880876591311,0.1025785595243463,maximize
performance.feat_rank_distance.corr,0.6831300510639733,1.0,0.81277002188456,0.135291291127086,minimize
performance.feat_rank_distance.pvalue,0.002125117036202,0.0334406386639978,0.017569650214382,0.0144235320987688,minimize
detection.detection_xgb.mean,0.62,0.7635,0.6937,0.0536127316968646,minimize
detection.detection_mlp.mean,0.5,0.5,0.5,0.0,minimize
detection.detection_gmm.mean,0.49,0.52225,0.5076,0.0163368831176574,minimize
detection.detection_linear.mean,0.4829999999999999,0.583,0.5284,0.0374205825716276,minimize
privacy.delta-presence.score,2.0769230753254435,3.49999999125,2.5807692273385108,0.6398964385086129,maximize
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0,maximize
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0,maximize
privacy.k-map.score,1.0,4.0,2.6,1.140175425099138,maximize
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0,maximize
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0,maximize
privacy.identifiability_score.score,0.39,0.53,0.45,0.0547722557505166,minimize
privacy.identifiability_score.score_OC,0.41,0.49,0.4519999999999999,0.0303315017762062,minimize
