AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
68,18,69,208,9,100,1,6,0,0,4,0,0,1,1,33,43,0,46,78,6,3,19,0
68,33,70,300,2,69,4,6,0,0,6,2,0,1,13,26,69,1,4,94,5,5,34,1
70,24,63,282,2,70,1,2,1,1,4,1,0,2,5,42,92,1,52,88,4,3,60,0
69,19,76,118,4,88,1,8,0,0,7,3,0,1,-7,32,78,3,62,100,4,3,19,0
73,20,70,252,3,63,0,3,2,4,6,1,2,4,31,67,93,1,16,88,3,2,24,0
82,22,73,186,1,81,1,6,0,0,6,4,0,5,21,29,99,4,28,96,8,3,24,1
78,7,84,154,8,75,0,7,0,0,6,0,12,1,-7,29,-8,0,27,100,2,1,7,1
68,13,83,144,18,100,0,8,0,0,7,0,0,0,-7,23,-8,0,3,100,3,-8,13,0
77,25,78,200,4,57,0,8,0,0,7,2,3,2,-7,20,-8,2,14,100,3,1,25,1
79,14,84,186,2,75,0,8,0,0,7,4,0,3,-7,75,-8,4,25,100,1,2,16,0
68,32,73,189,8,50,0,6,0,0,4,0,0,3,8,52,-8,0,19,91,3,1,33,0
86,27,61,216,2,70,2,6,4,4,6,1,0,2,19,41,98,1,43,97,5,2,29,0
52,23,62,124,1,33,0,6,0,0,4,0,0,4,1,13,77,0,8,88,4,2,24,0
65,24,62,184,2,89,1,2,2,3,6,2,-7,6,73,50,94,2,64,82,6,2,28,0
57,5,61,97,18,75,1,2,2,3,6,0,-7,0,16,33,-8,0,73,44,2,1,9,0
67,24,62,157,4,73,2,2,1,1,0,4,-7,4,10,60,62,3,59,96,4,4,25,0
67,32,70,288,5,65,1,6,0,0,6,1,0,3,-8,21,41,1,25,97,9,2,34,1
79,22,81,192,5,60,0,8,0,0,7,2,1,3,-7,33,91,2,3,100,3,2,24,0
78,27,83,133,2,63,0,6,0,0,6,2,0,3,72,50,61,2,4,97,2,3,30,1
79,25,89,167,8,44,0,8,0,0,7,0,-7,2,-7,39,92,0,3,100,1,3,28,1
64,13,70,-8,7,100,0,2,1,1,6,0,-7,2,29,36,83,0,54,93,4,2,14,1
77,16,71,183,13,45,2,6,0,0,6,1,0,0,52,24,-8,1,48,95,4,1,17,0
62,19,77,137,1,75,0,6,0,0,6,3,0,3,62,36,77,3,26,95,5,3,22,0
55,14,70,281,9,71,1,6,0,0,4,0,14,2,8,57,45,0,58,93,2,3,15,1
84,30,64,243,11,89,4,6,0,0,6,0,11,1,25,41,35,0,92,94,6,2,32,0
71,9,88,238,1,57,0,8,0,0,7,0,-8,2,-7,27,-8,0,10,100,3,1,16,1
77,17,56,175,9,90,5,6,0,0,4,2,0,1,1,24,90,2,101,88,7,2,17,0
59,29,77,-8,9,31,1,8,0,0,7,0,18,2,-7,14,-8,0,43,100,4,1,0,1
55,14,77,187,3,71,1,6,0,0,6,1,-7,2,72,71,52,1,42,93,2,3,14,1
70,27,61,125,4,100,1,6,0,0,4,1,0,2,1,47,54,1,55,87,7,3,30,0
48,21,75,132,8,60,0,6,0,0,6,1,-7,2,46,14,67,1,3,95,1,2,23,0
74,17,75,160,2,100,1,8,0,0,7,3,-7,2,-7,50,100,3,70,100,4,2,20,1
93,28,81,201,4,33,0,8,0,0,7,2,3,2,-7,27,-8,2,4,100,3,1,30,1
74,28,74,236,6,56,1,6,0,0,6,1,0,1,50,50,82,1,45,96,5,2,28,0
85,11,84,288,2,38,1,8,0,0,7,1,17,1,-7,38,-8,0,20,100,2,1,13,1
57,25,82,115,6,20,0,6,0,0,6,2,0,4,32,24,-8,2,4,96,1,1,25,1
54,8,64,142,3,100,1,2,1,1,5,1,0,1,36,44,99,1,91,89,3,1,9,0
67,30,75,258,1,18,0,4,1,1,6,4,1,3,31,36,-8,4,10,97,1,1,33,1
55,17,83,107,17,50,0,8,0,0,7,0,0,0,-7,50,-8,0,35,100,1,1,18,0
63,32,57,129,4,73,3,6,0,0,6,3,0,5,23,31,73,3,82,84,4,4,32,0
65,11,63,183,2,78,1,4,1,4,6,1,-7,4,29,25,83,1,70,75,5,2,16,0
68,17,70,136,20,80,2,6,0,0,6,0,0,0,18,18,31,0,54,82,6,2,17,0
74,11,61,175,15,80,2,6,1,1,4,1,-7,0,10,27,77,0,71,82,3,1,13,0
72,29,71,135,6,50,1,8,1,1,6,0,0,2,-7,34,-8,0,31,100,3,1,29,0
69,27,74,284,1,41,2,8,0,0,7,2,0,4,-7,30,55,1,24,100,5,4,30,0
72,8,90,155,11,50,0,8,0,0,7,0,0,1,-7,25,-8,0,1,100,1,1,8,1
51,9,65,120,3,86,0,6,1,1,6,2,2,3,51,50,89,1,47,70,4,2,10,1
73,19,66,186,2,88,1,3,1,1,5,2,0,4,24,41,43,2,62,95,4,3,22,0
78,18,69,170,3,89,1,8,1,1,6,0,12,1,-7,44,53,0,60,100,5,2,18,0
76,16,85,132,3,57,0,8,0,0,7,1,-7,1,-7,50,-8,1,10,100,3,1,18,0
73,22,72,141,6,67,1,8,0,0,7,1,4,2,-7,18,-8,1,59,100,7,1,22,1
63,25,67,96,15,60,0,6,0,0,4,0,0,0,2,12,-8,0,5,92,6,1,26,0
76,11,80,300,14,75,1,8,0,0,7,0,0,0,-7,36,60,0,53,100,4,2,11,1
66,20,63,121,4,100,4,8,0,0,7,1,-7,2,-7,30,76,1,93,100,8,2,21,0
66,17,66,183,2,80,1,4,3,3,0,2,-7,3,44,58,-8,2,42,89,3,1,26,0
52,17,59,196,14,88,1,5,0,1,4,0,15,0,7,22,71,0,62,83,5,2,23,0
63,12,85,140,16,67,0,8,0,0,7,1,3,0,-7,42,69,1,12,100,2,2,12,1
80,22,84,146,12,0,0,6,0,0,6,2,1,0,46,0,-8,2,0,95,0,-8,22,0
83,18,61,251,4,91,1,6,0,0,4,4,0,1,5,50,56,4,76,83,7,3,18,0
73,31,71,188,3,70,1,6,0,0,6,1,3,2,40,29,87,1,43,97,5,3,31,1
65,27,59,154,3,79,5,8,0,0,7,2,0,6,-7,37,74,2,85,100,8,3,27,0
71,14,86,170,3,40,0,8,0,0,7,0,0,2,-7,14,-8,0,11,100,3,1,14,1
68,21,85,202,9,50,0,8,0,0,7,0,-7,1,-7,29,81,0,14,100,2,2,21,1
62,28,71,208,3,50,0,2,1,1,6,1,0,6,40,34,97,1,27,97,4,3,29,0
66,17,73,162,7,60,2,6,0,0,6,0,0,1,23,44,80,0,33,89,3,3,18,1
75,15,72,177,21,86,1,5,0,1,6,0,0,0,13,38,-8,0,30,94,5,1,16,0
81,22,84,166,13,64,0,8,0,0,7,1,2,0,-7,38,80,1,6,100,3,3,24,1
70,7,59,279,4,86,1,6,0,0,4,1,1,2,7,25,40,1,72,63,4,2,8,0
48,23,84,128,3,64,0,8,0,0,7,1,0,3,-7,30,99,1,14,100,4,3,23,1
84,30,64,243,11,89,4,6,0,0,6,0,11,1,25,41,35,0,92,94,6,2,32,0
75,17,73,160,11,86,2,8,0,0,7,1,2,1,-7,42,-8,1,67,100,5,1,18,1
71,25,86,236,2,60,0,8,0,0,7,1,-7,3,-7,33,88,1,12,100,4,2,30,1
58,29,67,119,8,100,3,8,0,0,7,1,0,1,-7,34,85,1,78,100,7,3,29,0
81,31,81,335,10,64,0,6,0,0,4,1,-8,1,11,50,34,0,19,94,2,5,33,1
67,30,75,258,1,18,0,4,1,1,6,4,1,3,31,36,-8,4,10,97,1,1,33,1
82,21,81,151,19,100,0,5,0,1,6,0,0,0,-8,23,46,0,1,95,1,4,22,1
93,26,71,210,7,86,1,8,0,0,7,0,-7,1,-7,57,84,0,83,100,6,6,44,0
70,10,83,185,1,63,0,8,0,0,7,2,0,3,-7,36,-8,2,7,100,3,2,11,1
68,32,73,189,8,50,0,6,0,0,4,0,0,3,8,52,-8,0,19,91,3,1,33,0
86,21,61,148,21,100,1,2,3,3,5,4,-7,0,16,71,27,4,63,88,2,5,24,0
54,33,60,168,1,71,4,2,1,2,4,1,1,3,11,25,84,1,76,81,14,3,37,0
91,19,75,281,20,60,0,6,0,0,6,3,-7,0,27,16,81,3,22,95,5,1,12,1
69,17,75,136,13,33,0,2,1,1,6,4,0,0,29,33,-8,4,6,94,2,1,18,1
65,12,70,191,6,67,0,4,1,2,6,0,0,2,26,40,-8,0,7,73,2,-8,16,1
93,17,63,241,2,67,1,5,0,1,4,4,0,4,7,55,71,4,25,82,2,3,22,0
62,16,63,212,3,73,2,5,0,2,6,2,-7,1,12,44,89,2,66,72,3,5,20,0
69,13,63,202,2,78,2,6,0,0,6,1,3,4,16,40,92,1,52,67,5,2,15,1
62,16,63,212,3,73,2,5,0,2,6,2,-7,1,12,44,89,2,66,72,3,5,20,0
64,28,70,178,10,65,4,8,0,0,7,0,0,1,-7,50,81,0,69,100,7,3,28,1
64,11,68,118,7,100,0,6,0,0,4,1,0,1,9,64,65,1,27,86,1,5,14,0
79,18,66,148,2,80,1,4,1,1,4,0,6,2,8,29,88,0,79,81,2,2,21,0
82,27,87,151,5,80,1,8,0,0,7,0,23,1,-7,39,23,0,11,100,2,3,28,1
76,35,65,192,8,53,4,6,0,0,6,1,0,2,17,26,84,1,39,94,7,3,35,0
82,27,85,151,6,80,0,8,0,0,7,0,-8,2,-7,44,101,0,15,100,2,2,27,1
55,25,72,186,13,71,1,6,1,1,6,0,-7,0,37,24,-8,0,29,92,4,1,43,0
51,31,62,164,1,52,2,6,0,0,4,1,0,2,3,28,62,1,17,91,8,3,32,0
71,7,79,133,1,100,1,8,0,0,7,3,0,3,-7,56,56,3,19,100,2,1,9,0
71,29,59,172,4,65,4,6,0,0,4,1,0,2,5,21,82,1,48,93,8,3,30,0
85,33,80,161,5,67,0,6,0,0,6,2,-7,3,36,38,95,2,15,97,4,2,34,1
84,31,63,257,12,70,5,6,0,0,6,4,0,0,14,29,73,4,70,97,10,3,61,0
