AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
63,19,68,206,3,88,1,6,0,0,6,1,0,4,21,26,60,1,49,89,5,2,19,1
74,24,74,236,2,70,1,6,0,0,4,1,0,2,11,46,70,1,31,96,4,3,26,0
64,21,62,164,7,75,1,6,0,0,4,0,0,1,5,19,52,0,70,86,5,1,21,1
84,14,73,-8,7,57,0,2,1,1,6,1,0,1,29,20,94,1,30,93,3,2,0,1
75,13,72,192,11,40,0,5,0,1,3,2,3,1,6,56,-8,2,0,88,0,2,18,1
72,22,84,143,3,50,-8,8,0,0,7,1,4,1,-7,50,70,1,0,100,0,3,22,1
79,22,65,192,6,90,2,2,2,3,6,1,8,3,44,26,80,0,59,78,7,2,27,1
94,22,81,261,3,100,0,8,0,0,7,1,2,2,-7,64,100,1,67,100,2,3,22,1
65,20,74,183,1,45,1,8,0,0,7,5,0,3,-7,14,-8,5,25,100,4,1,22,0
63,28,81,153,21,40,1,8,0,0,7,1,0,0,-7,34,-8,1,17,100,3,1,29,1
93,18,80,187,2,63,2,8,0,0,7,0,-8,1,-7,26,-8,0,31,100,3,1,19,1
55,24,78,158,3,50,0,6,0,0,6,2,0,2,14,29,77,2,3,96,3,2,24,0
94,17,80,201,5,43,1,8,0,0,7,0,0,1,-7,24,9,0,36,100,4,2,17,1
68,16,84,210,3,73,0,8,0,0,7,0,6,3,-7,56,-8,0,2,100,2,5,16,0
65,26,66,161,15,73,0,5,0,1,4,3,4,0,8,44,79,3,21,81,4,4,31,0
60,16,63,37,14,82,2,6,1,1,0,2,-7,0,32,13,80,2,57,94,7,2,21,0
78,17,56,201,3,86,2,5,0,2,4,1,2,3,4,30,87,1,62,70,3,3,20,0
59,35,81,141,3,44,0,5,0,1,6,1,0,3,54,28,86,1,3,97,3,3,36,1
86,14,69,131,19,80,1,5,0,1,6,0,0,0,25,20,25,0,33,80,8,2,15,0
92,10,82,181,10,60,0,6,0,0,6,1,3,2,71,30,-8,1,5,90,2,1,10,0
63,17,64,174,16,33,0,6,1,1,4,0,0,0,1,44,80,0,6,89,1,2,19,0
55,25,72,113,18,73,1,7,0,0,5,2,0,0,-7,48,27,2,52,96,4,4,25,0
76,27,72,210,8,45,0,6,0,0,4,0,10,3,3,48,69,0,0,93,1,4,28,1
60,11,60,160,5,100,1,6,0,0,5,2,0,3,-8,67,90,2,91,92,2,3,12,0
59,38,75,141,3,64,1,8,0,0,7,1,0,2,-7,32,94,1,27,100,5,2,38,1
68,28,67,164,9,73,2,6,0,0,6,1,1,2,25,29,20,1,52,93,7,2,28,0
69,19,84,179,4,33,0,8,0,0,7,4,0,2,-7,11,-8,4,18,100,2,1,19,0
51,11,68,141,6,100,2,8,0,0,7,1,0,1,-7,67,90,1,99,100,2,3,12,0
85,11,85,239,23,86,0,8,0,0,7,2,0,0,-7,45,15,1,5,100,3,3,11,1
65,24,73,123,4,71,1,8,0,0,7,1,0,1,-7,38,80,1,68,100,3,7,24,1
66,20,75,145,3,67,2,8,0,0,7,2,-7,3,-7,35,96,2,66,100,4,2,25,0
94,8,65,181,51,33,1,2,5,5,6,1,4,0,36,9,-8,1,47,73,1,-8,11,1
67,21,81,170,1,63,0,8,0,0,7,1,3,4,-7,25,98,1,12,100,3,2,24,1
51,21,66,162,9,64,0,2,1,1,6,6,1,1,26,45,76,6,32,86,5,2,22,0
57,10,84,96,18,80,0,8,0,0,7,0,-7,0,-7,20,-8,0,6,100,3,1,10,1
58,30,56,127,9,100,1,6,0,0,4,2,0,1,0,80,59,2,74,90,3,7,30,0
58,20,81,162,6,67,0,8,0,0,7,0,7,1,-7,55,82,0,22,100,3,3,22,1
62,10,84,149,14,100,0,8,0,0,7,0,0,0,-7,40,47,0,44,100,2,4,10,1
77,37,66,225,1,63,1,6,0,0,4,2,1,1,5,33,76,2,42,92,5,3,44,0
71,24,64,164,8,75,0,4,2,3,3,3,0,2,7,63,27,3,30,82,6,2,27,0
55,12,67,196,10,100,5,8,0,0,7,0,0,1,-7,17,62,0,88,100,9,1,12,0
65,12,61,174,7,86,5,6,0,0,6,4,0,2,36,23,-8,4,88,92,5,1,13,0
76,31,74,184,3,78,1,6,0,0,6,2,1,1,38,9,11,2,44,97,5,2,35,1
70,13,73,153,5,71,0,5,0,1,4,0,0,1,8,41,39,0,28,82,3,2,22,0
68,21,68,171,7,67,1,6,0,0,6,1,0,2,49,33,50,1,68,96,2,3,24,0
81,12,86,438,4,57,0,6,0,0,6,0,0,1,-8,42,-8,0,5,92,3,1,12,0
81,28,63,496,5,82,0,6,2,2,4,0,5,3,4,27,88,0,54,91,14,4,37,0
57,21,81,207,6,44,0,8,0,0,7,0,0,3,-7,29,75,0,17,100,3,2,21,1
61,30,67,220,7,88,2,6,0,0,6,4,1,5,32,53,70,4,50,97,6,9,30,1
68,19,85,150,7,80,0,8,0,0,7,0,-8,1,-7,58,55,0,19,100,2,6,19,1
91,20,80,10,11,33,1,8,0,0,7,1,-7,1,-7,0,-8,1,18,100,4,-8,1,1
73,15,84,136,13,50,0,8,0,0,7,0,0,0,-7,27,-8,0,13,100,2,1,15,1
66,22,66,167,24,300,0,6,0,0,4,0,-7,0,4,141,48,0,135,87,2,4,23,1
71,13,77,156,14,80,1,6,0,0,6,1,-7,0,21,46,14,1,9,77,2,3,13,0
85,8,90,320,8,67,-8,8,0,0,7,0,12,1,-7,25,-8,0,2,100,2,-8,8,1
86,11,61,6,9,100,0,2,4,4,0,0,0,2,3,33,49,0,43,83,3,3,15,0
71,22,64,168,1,100,1,2,2,2,6,3,-7,2,66,33,70,3,91,96,2,4,21,0
54,19,72,89,8,89,1,6,0,0,6,1,0,2,41,47,88,1,53,95,4,4,19,0
85,11,57,153,7,86,2,5,0,1,4,0,0,1,8,50,36,0,93,57,4,2,14,0
62,20,77,160,8,55,0,8,0,0,7,2,0,1,-7,20,61,2,16,100,4,2,20,1
67,15,76,131,21,50,1,5,0,1,3,1,-7,0,11,19,-8,1,5,81,1,1,16,0
72,22,70,262,3,100,2,8,0,0,7,4,0,2,-7,46,29,4,48,100,8,2,24,1
85,7,88,118,50,100,0,8,0,0,7,1,1,0,-7,57,-8,1,8,100,1,1,7,1
77,25,73,136,6,100,1,8,0,0,7,3,0,4,-7,36,100,3,54,100,11,1,25,0
54,15,76,140,4,67,1,8,0,0,7,4,0,4,-7,53,71,4,14,100,3,3,15,0
87,25,80,268,2,53,0,8,0,0,7,0,0,4,-7,21,73,0,3,100,6,2,29,1
81,19,75,157,8,100,1,8,0,0,7,0,-7,1,-7,26,-8,0,53,100,3,1,19,0
57,17,70,168,1,47,2,6,0,0,6,0,0,7,12,23,100,0,27,95,4,3,22,0
74,28,59,187,8,79,2,6,0,0,4,1,0,1,2,25,47,1,70,81,9,2,29,0
51,14,65,388,3,63,1,8,2,2,6,1,0,5,-7,36,86,1,33,100,3,3,25,0
55,31,56,158,2,78,1,6,0,0,4,9,0,5,2,58,96,9,0,82,1,4,33,0
74,22,81,301,11,100,1,8,0,0,7,0,0,1,-7,59,24,0,38,100,3,3,22,1
64,23,67,144,5,90,1,2,1,1,6,0,0,3,45,54,85,0,51,88,4,5,26,0
93,15,87,140,15,60,0,8,0,0,7,0,-8,0,-7,27,58,0,2,100,2,2,16,1
76,13,81,160,14,71,0,6,0,0,6,1,4,0,26,46,64,1,16,92,2,3,13,1
71,13,77,151,7,100,0,8,0,0,7,1,2,1,-7,54,86,1,30,100,2,2,13,1
70,24,73,282,2,57,0,6,0,0,4,2,0,3,7,12,95,2,4,96,3,2,26,1
66,10,84,138,18,80,0,8,0,0,7,0,0,0,-7,60,55,0,17,100,2,2,10,1
92,10,82,181,10,60,0,6,0,0,6,1,3,2,71,30,-8,1,5,90,2,1,10,0
48,18,65,112,8,100,2,8,0,0,7,1,0,3,-7,44,96,1,83,100,6,2,18,0
77,15,88,182,1,63,0,8,0,0,7,1,2,1,-7,38,16,1,2,100,3,2,16,1
73,25,86,193,8,50,0,8,0,0,7,1,-7,3,-7,32,-8,1,3,100,3,1,25,1
83,21,87,152,17,67,0,8,0,0,7,0,16,0,-7,62,78,0,4,100,2,2,21,1
63,9,57,151,5,100,1,5,0,1,4,0,0,2,2,45,27,0,104,55,3,3,11,0
73,21,75,180,6,67,2,8,0,0,7,0,0,2,-7,29,96,0,66,100,5,2,21,1
77,28,78,209,5,55,2,8,0,0,7,0,0,3,-7,29,-8,0,43,100,4,2,28,0
52,15,59,319,3,100,2,8,1,1,7,2,0,4,-7,29,85,2,84,100,6,3,18,1
78,26,78,312,5,56,0,8,0,0,7,2,4,2,-7,31,36,2,3,100,2,3,26,1
58,19,68,119,11,90,2,6,0,0,6,0,-7,1,34,40,77,0,73,95,5,3,20,0
73,25,66,141,6,90,5,6,0,0,6,0,0,2,52,54,96,0,81,92,6,3,26,0
65,20,86,144,2,30,0,8,0,0,7,5,2,1,-7,24,84,5,4,100,1,2,21,1
92,26,75,182,8,56,0,6,0,0,6,1,3,1,17,31,70,1,12,96,3,3,30,1
74,10,73,10,2,50,1,2,2,2,6,0,10,1,41,17,-8,0,28,92,1,1,2,1
52,13,79,187,8,57,0,6,0,0,6,0,8,3,53,54,93,0,2,92,1,3,20,1
82,18,82,157,4,44,0,8,0,0,7,2,0,1,-7,38,-8,2,12,100,2,1,21,1
75,16,88,191,5,40,0,8,0,0,7,1,2,2,-7,25,62,1,6,100,1,2,16,1
80,17,66,150,14,100,-8,5,1,3,6,0,0,0,43,63,61,0,-8,67,-8,2,24,0
76,40,80,179,3,60,2,8,0,0,7,0,0,4,-7,24,24,0,22,100,7,2,41,1
68,18,64,208,4,100,3,6,0,0,6,4,0,3,19,61,78,4,87,89,5,3,18,0
60,16,71,37,14,83,2,8,0,0,7,2,1,0,-7,13,-8,2,69,100,5,-8,5,0
