AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
52,22,68,140,3,60,2,8,0,0,7,5,1,3,-7,33,-8,5,44,100,5,1,24,0
90,28,67,323,7,100,4,8,0,0,7,2,3,3,-7,43,64,2,87,100,4,7,9,1
71,24,74,218,9,77,0,8,0,0,7,0,8,2,-7,38,88,0,42,100,7,3,24,1
59,11,68,128,12,68,0,3,1,1,1,0,0,0,7,25,54,0,27,92,6,3,12,1
68,18,78,168,4,70,0,8,0,0,7,0,0,2,-7,33,47,0,22,100,5,2,18,0
93,30,75,351,8,57,0,6,0,0,4,1,-7,1,1,7,-8,1,9,90,7,-8,28,1
78,27,60,313,2,73,1,3,1,4,4,5,0,4,9,36,30,5,42,76,6,2,33,0
72,21,70,260,7,70,0,6,0,0,6,1,0,1,13,38,42,1,47,88,3,3,24,0
55,20,81,137,1,63,0,8,0,0,7,4,1,3,-7,43,92,3,33,100,2,3,23,1
76,15,74,188,9,33,0,5,0,1,4,0,21,1,7,29,-8,0,3,82,1,1,17,1
85,39,81,222,6,38,0,8,0,0,7,2,1,3,-7,45,80,2,16,100,3,2,40,1
93,17,78,197,8,33,0,2,1,1,6,0,22,1,28,33,-8,0,8,94,1,1,18,1
75,16,86,178,7,40,0,8,0,0,7,1,1,1,-7,40,-8,1,13,100,1,1,20,1
64,11,62,149,17,63,0,5,1,2,6,0,-7,0,18,33,28,0,35,83,3,2,12,0
58,29,65,146,7,33,0,6,1,1,6,5,-7,1,-8,39,88,5,7,97,1,2,33,0
80,17,66,150,14,100,-8,5,1,3,6,0,0,0,43,63,61,0,-8,67,-8,2,24,0
54,16,59,172,5,55,2,6,0,0,4,0,0,3,0,47,13,0,64,82,3,3,17,0
92,13,88,153,33,25,0,8,0,0,7,0,0,0,-7,7,-8,0,1,100,1,-8,14,1
89,11,54,191,5,75,0,2,4,6,0,1,4,3,22,40,73,1,15,73,2,1,14,0
83,22,66,176,7,83,1,4,1,1,4,0,-7,2,8,24,6,0,36,92,7,3,25,0
86,14,61,242,8,100,2,6,0,0,4,0,-7,1,2,43,4,0,77,93,3,2,15,0
77,22,84,209,5,50,1,8,0,0,7,0,5,2,-7,26,91,0,13,100,2,2,23,1
79,21,84,162,14,75,0,8,0,0,7,1,0,0,-7,68,74,1,16,100,1,2,22,1
93,15,87,136,15,60,0,8,0,0,7,0,-8,0,-7,27,-8,0,10,100,2,1,15,1
52,10,77,141,5,67,1,8,0,0,7,1,0,1,-7,20,-8,1,18,100,2,1,10,1
63,7,87,85,42,100,0,8,0,0,7,1,-7,0,-7,29,-8,1,2,100,2,1,7,1
81,13,85,140,13,80,0,8,0,0,7,0,-8,0,-7,62,69,0,10,100,2,2,13,1
65,14,69,111,20,67,-8,6,2,2,6,0,0,0,35,33,73,0,11,93,1,1,17,1
93,13,57,232,6,83,1,2,1,2,0,0,-7,3,0,43,78,0,72,71,3,3,15,0
71,24,77,237,1,63,0,6,0,0,6,1,1,4,81,55,74,1,43,97,3,2,30,0
64,22,77,199,18,63,0,6,0,0,6,0,0,0,22,46,54,0,0,96,1,4,24,0
51,29,81,266,2,83,0,8,0,0,7,1,0,4,-7,53,88,1,9,100,3,6,30,1
94,20,59,156,18,64,1,6,3,3,0,3,-7,0,24,15,-8,3,63,85,6,1,20,0
82,23,73,217,9,44,0,8,1,1,7,2,-7,1,-7,35,57,2,16,100,2,2,23,1
70,24,62,131,10,80,-8,5,0,2,4,1,0,1,5,59,64,1,0,85,1,4,27,0
80,25,68,146,4,67,-8,6,0,0,6,5,3,3,28,23,95,5,33,88,1,2,26,0
76,22,70,140,4,100,3,6,0,0,6,2,-7,1,62,48,100,2,72,96,6,2,25,0
54,35,61,117,1,62,3,8,0,0,7,4,0,3,-7,49,47,4,43,100,3,5,36,1
55,15,76,121,12,100,1,8,0,0,7,0,0,0,-7,56,60,0,56,100,2,3,16,1
71,33,77,197,10,30,1,8,0,0,7,0,8,1,-7,15,-8,0,37,100,2,1,33,1
57,16,63,127,4,100,1,6,2,2,4,1,-7,1,5,35,-8,1,91,88,2,1,17,0
74,29,71,176,6,70,3,8,0,0,7,1,0,3,-7,34,36,1,54,100,5,2,29,1
84,14,85,140,6,57,0,8,0,0,7,0,-7,1,-7,29,62,0,6,100,2,2,14,1
51,29,65,108,4,74,2,6,0,0,6,0,0,3,69,45,108,0,58,97,8,6,29,1
69,11,58,120,3,100,1,6,1,1,6,6,-7,2,-8,45,86,6,92,91,5,3,29,0
66,20,57,162,19,90,0,5,0,2,6,0,0,0,22,55,68,0,48,73,4,5,23,0
