AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
59,15,89,175,6,33,0,8,0,0,7,1,3,3,-7,47,-8,1,3,100,1,1,15,1
67,20,76,131,21,44,0,5,0,1,3,1,-7,0,11,36,28,1,5,91,3,2,22,1
79,15,69,194,2,60,1,6,0,0,6,6,-7,2,25,29,22,6,1,71,3,3,17,1
60,6,89,131,29,40,0,8,0,0,7,0,-8,0,-7,17,-8,0,5,100,1,1,6,1
87,24,74,187,13,25,0,5,1,3,6,2,2,0,13,29,-8,2,6,88,1,1,28,1
79,16,77,208,4,60,0,3,1,1,6,1,3,2,38,33,91,1,14,94,2,1,18,1
62,28,68,203,5,25,1,6,2,2,4,3,1,1,4,21,-8,3,1,96,2,1,29,1
51,31,66,122,0,82,2,8,0,0,7,17,0,6,-7,62,68,14,40,100,5,4,37,0
63,15,66,139,7,100,1,6,0,0,4,1,0,1,7,53,45,1,77,93,2,2,15,0
55,13,70,119,8,100,2,8,0,0,7,0,6,1,-7,27,-8,0,89,100,6,1,15,1
76,22,67,191,6,100,3,4,1,1,6,0,0,3,30,52,33,0,76,92,5,3,25,0
59,15,56,125,6,45,0,4,2,2,4,1,0,3,10,31,86,1,21,69,2,3,19,0
70,32,68,177,2,100,5,6,0,0,6,2,1,2,16,60,-8,2,85,97,5,12,46,1
80,17,66,188,3,89,-8,6,0,0,4,3,1,3,4,82,95,3,6,88,1,7,17,0
78,32,60,203,4,73,3,6,0,0,6,2,-7,4,19,34,61,2,90,94,7,3,32,0
52,17,68,256,15,60,3,8,0,0,7,5,2,0,-7,29,-8,5,58,100,6,1,19,1
57,5,61,97,18,75,1,2,2,3,6,0,-7,0,16,33,-8,0,73,44,2,1,9,0
61,24,69,176,7,58,1,6,0,0,6,0,0,1,18,33,75,0,41,92,4,3,24,1
48,27,68,175,4,83,1,8,0,0,7,1,0,4,-7,28,44,1,54,100,7,3,29,1
59,19,82,205,1,90,0,8,0,0,7,1,1,2,-7,39,79,1,22,100,6,3,23,0
64,15,84,145,2,80,0,8,0,0,7,0,11,1,-7,39,39,0,27,100,2,2,18,1
57,26,63,195,2,91,3,8,0,0,7,4,1,4,-7,33,81,4,60,100,8,3,27,0
78,17,70,174,9,89,3,8,0,0,7,0,0,1,-7,41,86,0,95,100,4,4,17,0
86,11,67,158,12,86,1,3,2,4,6,0,0,0,40,60,61,0,60,60,2,4,15,0
91,30,74,301,7,56,2,8,0,0,7,0,0,1,-7,18,42,0,54,100,7,2,34,0
51,28,79,120,1,71,0,6,0,0,6,5,-7,3,-8,45,96,5,27,97,2,3,29,1
