proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
680,2.65,2.7,25.0,1.25,12.08,2.27,0.52,1.35,89,1.45,1.36,1,1.52
1065,5.64,2.35,16.0,1.06,14.06,3.71,0.24,1.85,98,2.7,3.15,0,1.72
630,8.6,2.86,24.0,0.59,13.58,1.75,0.52,1.15,111,1.28,0.58,2,3.9
1270,5.6,2.3,16.8,1.12,14.1,3.17,0.22,2.38,95,2.95,3.32,0,1.5
450,5.75,2.02,15.5,0.89,12.51,1.51,0.6,0.8,106,1.51,1.25,1,1.83
495,2.45,2.31,20.0,1.33,12.69,2.23,0.45,1.03,87,1.89,1.75,1,1.61
345,3.25,2.28,19.0,0.73,12.06,2.03,0.5,1.62,85,1.83,1.64,1,1.81
428,2.9,1.98,18.0,0.96,12.29,2.47,0.37,1.04,85,1.6,1.5,1,1.72
680,2.65,2.7,25.0,1.3,11.61,3.26,0.32,1.35,88,2.5,1.3,1,1.35
1285,4.7,2.5,17.2,1.12,13.16,2.93,0.39,2.28,92,2.5,2.52,0,1.48
560,9.2,2.74,25.5,0.64,13.48,1.75,0.52,1.35,94,1.39,0.58,2,4.6
680,4.36,2.29,17.0,0.73,13.24,2.07,0.5,0.55,96,1.6,0.5,2,5.51
830,5.4,2.35,19.0,0.89,13.49,2.78,0.27,1.56,103,2.65,2.33,0,1.67
495,2.45,2.31,22.8,0.96,12.16,2.26,0.43,1.62,85,1.38,1.46,1,1.61
660,10.8,2.1,18.5,0.57,12.77,1.63,0.48,0.64,88,1.39,0.51,2,1.29
562,5.6,2.7,21.0,0.73,12.93,1.75,0.52,0.45,86,1.28,0.47,2,3.43
1065,4.38,2.67,17.5,1.12,13.16,2.93,0.29,1.5,92,2.2,2.43,0,1.81
1260,8.7,2.43,16.5,1.13,14.1,2.75,0.32,1.97,108,3.27,3.39,0,1.73
660,9.2,2.1,18.5,0.75,13.78,1.68,0.63,1.35,96,1.55,0.66,2,3.7
1285,3.95,2.14,17.2,1.02,13.39,3.22,0.34,1.87,90,2.68,2.93,0,1.35
1285,4.8,2.14,16.8,1.17,13.27,3.2,0.3,2.03,94,2.5,2.52,0,1.53
520,4.45,2.35,20.0,0.7,12.93,2.31,0.42,1.02,88,1.79,1.69,1,2.56
520,2.6,2.62,22.5,1.36,12.37,2.31,0.53,1.34,88,1.6,1.5,1,1.83
450,5.75,2.01,17.5,0.74,12.7,1.29,0.17,0.8,88,1.74,1.15,2,1.01
1280,5.65,2.67,18.6,1.03,14.37,2.77,0.25,1.87,102,2.8,3.14,0,1.93
830,5.3,2.28,16.0,0.89,13.69,2.82,0.39,1.54,112,2.8,3.04,0,1.81
520,4.35,2.72,24.0,0.74,12.37,1.6,0.56,1.03,96,1.39,1.5,2,1.81
630,5.5,2.86,24.0,0.75,12.69,1.47,0.24,0.83,106,1.38,1.1,2,2.67
500,7.1,2.69,21.0,0.59,12.86,1.29,0.17,0.94,113,1.51,1.25,2,3.55
1285,4.6,2.2,17.2,1.12,13.17,2.48,0.21,1.75,95,2.5,2.52,0,1.81
