duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,35,6,3,0,1,2,0,1,3,1,2,3,1,0,0,1,3,2,4,3449
24,33,3,1,1,1,2,0,0,1,1,1,1,1,3,3,1,0,2,1,6403
6,68,6,3,1,1,4,0,1,0,1,0,1,1,3,1,1,3,2,2,1169
9,38,4,3,1,1,3,0,1,2,1,2,3,0,0,3,1,1,2,4,1208
18,23,4,3,1,1,4,0,1,2,2,1,1,0,0,3,1,4,2,4,1943
12,61,6,3,1,1,4,0,0,3,1,3,3,1,1,3,1,0,2,3,1262
12,24,3,0,1,2,2,0,1,3,1,2,1,0,0,1,1,1,2,4,1245
36,38,9,2,1,1,4,0,1,1,0,0,1,1,3,3,1,1,2,4,5373
9,26,4,0,1,1,1,0,1,3,1,2,1,0,0,1,1,3,2,4,2649
18,23,6,3,1,2,4,0,1,1,2,1,1,0,0,1,1,1,2,4,1298
6,26,6,1,1,2,3,0,1,3,1,1,1,1,3,3,1,2,2,1,1237
36,36,6,3,1,1,4,1,1,3,1,0,1,1,3,3,1,1,2,4,2614
12,40,2,0,1,1,4,0,0,3,1,0,1,1,3,1,1,1,2,4,639
12,59,4,3,1,1,4,0,1,2,1,0,1,1,0,3,1,4,2,4,1393
15,33,3,0,1,1,2,0,1,1,1,2,1,0,3,3,1,1,2,3,3562
6,28,4,1,0,1,1,0,1,2,1,2,3,0,0,0,1,3,2,1,931
18,23,2,0,1,2,1,0,1,1,2,1,1,1,0,1,1,1,2,1,7238
6,32,0,0,1,1,2,0,1,3,1,2,1,1,2,0,1,1,2,1,1767
9,27,4,0,1,1,2,0,1,3,1,1,1,1,3,3,1,1,2,2,3563
12,33,4,1,1,1,4,0,0,1,1,2,1,0,3,3,1,1,2,4,1398
24,46,3,0,1,2,4,0,0,3,1,0,1,1,3,1,1,1,2,3,947
12,45,6,2,1,1,3,0,1,2,0,0,1,0,2,3,1,1,2,4,859
15,29,4,2,1,1,3,0,1,1,1,2,1,0,0,3,1,4,2,2,3529
9,74,6,0,1,2,4,1,1,3,1,2,3,1,3,1,1,3,2,4,416
24,24,0,1,1,1,2,1,1,2,1,2,1,1,2,3,1,1,0,4,6768
36,37,3,1,1,1,2,0,1,1,1,3,1,1,3,3,2,1,1,1,3620
12,49,4,2,1,2,4,1,1,3,2,0,1,0,3,1,1,4,2,4,1857
18,33,3,0,1,2,4,0,1,1,1,0,3,1,3,4,1,1,2,1,8047
12,26,4,3,1,1,4,0,1,2,1,2,1,0,0,3,1,1,0,4,2368
18,33,2,0,1,1,4,0,1,3,1,2,1,1,0,1,1,3,2,2,4299
18,31,0,3,1,1,1,0,0,1,1,3,1,1,3,3,1,2,2,4,3104
36,24,9,2,1,1,4,1,1,1,0,1,1,1,3,3,1,1,2,1,9627
12,49,4,3,1,1,3,0,1,1,2,0,1,0,0,3,2,1,2,4,640
18,27,3,0,1,1,1,1,1,1,1,2,1,1,3,3,1,1,0,4,4381
12,37,4,3,1,1,2,0,1,3,1,1,3,0,3,3,1,4,2,4,1403
12,38,8,3,1,2,4,0,1,2,1,2,3,1,0,4,2,3,2,4,3449
12,21,7,3,1,2,4,0,1,3,1,1,1,1,0,1,1,1,2,4,1124
36,28,9,0,1,2,4,0,1,3,1,3,1,1,3,3,1,1,2,2,8085
18,27,3,3,1,2,3,1,1,1,1,1,1,1,3,1,1,4,2,2,3574
24,23,3,0,1,2,4,0,1,1,1,3,1,1,0,1,1,1,2,4,1960
24,53,3,0,1,2,4,0,0,1,1,0,1,1,3,4,1,1,2,3,2835
12,23,4,1,1,2,2,0,0,0,2,1,2,0,0,3,1,1,2,4,836
6,34,6,0,1,1,3,1,1,2,1,2,3,1,3,3,1,1,2,2,1455
12,25,6,3,1,1,2,0,1,1,1,2,1,1,0,3,1,1,2,4,2092
15,30,2,0,1,1,3,0,1,1,2,1,215,1,3,3,1,1,2,2,3188
6,26,4,1,1,2,3,0,1,3,1,2,3,1,3,3,1,2,2,1,1239
