duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,24,3,3,1,1,4,0,1,2,1,3,1,0,0,3,1,1,2,3,1499
24,26,0,0,1,1,4,0,1,2,1,1,1,1,0,3,1,1,2,2,2433
18,33,4,3,1,1,4,0,0,1,1,0,1,0,3,3,1,1,2,4,1884
9,35,2,3,1,1,4,0,1,2,1,3,1,1,2,3,1,1,2,3,1597
6,37,4,3,0,1,2,0,1,1,1,1,1,1,3,3,1,4,2,4,66
12,24,3,3,1,1,4,0,1,2,1,3,1,0,0,3,1,1,2,3,1262
12,32,4,0,1,2,4,0,1,1,1,1,1,0,0,1,2,1,2,2,1228
18,28,3,3,1,2,2,0,1,1,2,2,1,0,0,1,1,1,2,2,4211
24,38,4,2,1,2,4,1,1,2,0,0,1,0,3,4,1,1,2,4,1322
18,29,0,0,1,2,2,0,0,2,1,2,1,1,3,1,1,0,2,3,2639
18,26,6,3,1,1,3,0,1,2,1,1,1,0,2,3,1,1,2,3,1459
24,27,4,1,1,1,4,0,1,1,1,1,1,0,3,3,1,4,2,2,6363
24,43,3,1,1,2,3,1,1,3,1,0,1,1,3,1,2,1,2,2,3972
9,35,4,0,1,1,2,0,1,2,1,2,1,1,0,3,1,1,2,2,919
12,26,4,3,1,1,1,0,0,1,1,1,1,0,2,3,1,4,2,1,3569
12,20,6,3,1,1,1,0,1,3,1,3,0,1,2,3,1,2,2,3,674
18,34,0,0,1,2,4,1,1,3,1,2,3,0,3,1,1,1,0,4,1945
24,38,4,2,1,1,4,0,1,1,0,0,1,0,3,3,1,1,2,4,1946
18,28,8,0,1,2,2,0,1,2,1,1,0,1,0,1,1,1,2,4,687
24,32,9,0,1,1,2,1,1,3,1,3,1,1,3,3,1,2,0,4,1258
18,23,4,0,1,1,4,0,0,1,1,2,1,0,0,3,1,1,2,4,750
36,26,9,2,1,1,2,0,1,2,1,1,1,0,0,3,1,1,2,1,12321
24,47,6,3,1,1,4,1,1,3,1,0,1,1,3,3,1,1,2,4,1377
12,28,4,3,1,1,1,0,1,2,1,2,1,1,0,3,1,4,2,2,1768
6,28,4,0,1,2,2,0,1,3,1,1,1,1,3,1,2,2,2,2,1567
15,24,3,3,1,1,4,0,2,2,1,3,1,0,0,3,1,1,2,3,1458
18,31,6,3,1,2,4,1,1,2,1,4,0,1,0,3,1,1,0,4,1442
24,50,9,0,1,3,3,1,1,3,1,0,0,1,3,1,1,1,2,4,1223
24,22,4,1,1,2,1,0,1,1,1,1,1,0,0,4,1,1,2,3,2068
18,31,3,3,1,1,2,0,1,3,1,2,1,1,3,3,1,2,2,2,2635
36,38,9,0,1,2,2,1,1,3,1,0,0,1,3,1,1,0,2,4,5711
24,36,6,3,1,1,4,1,1,3,1,0,1,1,3,1,2,2,2,3,2872
9,49,4,3,1,1,3,0,1,3,1,3,3,0,3,1,1,1,2,4,1209
18,33,3,0,1,1,2,0,1,2,1,2,1,1,3,3,1,1,2,4,2501
12,27,4,3,1,1,2,0,0,1,1,3,1,0,0,4,1,1,2,4,1186
6,26,4,3,0,1,3,0,2,2,1,1,3,0,2,0,1,4,2,3,590
36,36,6,3,1,1,4,0,1,2,1,0,1,0,3,3,1,1,2,4,8339
9,27,3,1,1,1,2,0,1,1,1,1,3,1,0,3,1,1,1,4,1204
9,35,2,0,1,2,2,1,1,3,1,0,0,1,0,3,1,1,2,1,2455
12,33,3,3,0,1,2,0,0,2,1,0,1,1,3,1,1,1,2,3,1353
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
24,34,3,0,1,2,2,0,1,3,1,1,1,1,0,1,2,1,2,4,1342
8,37,6,2,1,2,3,1,1,3,1,4,2,0,3,2,1,1,0,4,850
18,33,6,0,1,1,2,0,1,3,1,3,1,1,1,3,1,1,2,4,2341
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
6,23,1,3,1,1,4,1,1,3,1,1,1,1,0,3,1,1,2,2,603
10,26,3,0,1,1,1,0,0,3,1,1,1,1,3,3,1,1,2,1,3528
12,26,6,2,1,2,2,1,1,3,0,2,1,1,2,3,1,1,2,4,1503
24,34,0,0,1,1,2,1,1,2,1,2,3,1,3,2,1,1,2,4,1936
18,35,3,3,1,1,1,0,1,0,1,2,3,0,3,3,2,1,2,2,2864
18,36,3,3,1,2,4,0,1,1,1,1,3,0,3,1,2,0,2,2,1236
24,28,4,1,1,1,4,0,0,1,1,4,0,0,0,3,1,4,2,4,2403
39,25,9,2,1,1,4,0,1,1,2,3,1,0,3,3,1,4,2,2,2565
12,38,6,3,1,1,4,0,1,3,1,2,3,1,0,1,1,1,2,4,1482
15,34,4,3,0,1,1,0,1,3,1,1,3,1,0,0,1,2,2,4,1459
12,25,0,0,1,1,4,0,1,2,2,2,1,1,0,3,1,1,2,3,1278
18,33,3,3,1,2,2,0,1,3,1,3,1,1,3,3,1,1,2,4,2609
9,35,2,1,1,1,2,1,1,2,0,2,1,0,3,1,1,1,2,4,3398
18,32,7,0,1,1,3,0,1,3,1,3,1,1,1,3,2,1,2,3,3627
12,35,4,3,0,1,1,0,1,3,1,2,3,1,0,0,1,1,2,4,3449
12,22,3,3,1,1,4,0,1,3,2,2,1,0,0,3,1,2,2,4,1124
18,35,3,1,1,2,2,0,1,3,1,0,1,0,3,1,1,1,2,4,3243
21,26,9,0,1,1,2,0,1,1,1,3,1,1,3,3,1,1,2,4,1647
9,37,4,3,1,1,2,0,1,3,1,3,3,1,1,3,1,3,2,4,1452
24,35,6,3,1,1,1,0,1,3,1,3,0,1,0,0,1,3,2,4,5152
12,63,2,1,1,2,4,1,1,1,1,2,3,1,3,1,1,1,2,3,4845
18,25,9,0,1,2,4,0,1,3,1,2,1,1,0,1,1,1,2,4,1864
24,26,3,1,1,1,4,1,1,3,1,1,1,1,3,3,1,1,2,3,2356
24,28,0,0,1,2,2,0,1,1,1,2,1,0,0,2,1,1,0,4,2288
12,35,4,3,0,1,2,0,1,3,1,2,3,1,0,0,1,3,2,4,3449
12,22,3,3,1,1,4,0,1,3,2,2,1,0,0,3,1,1,2,4,1124
18,25,3,3,1,1,2,0,1,1,1,2,1,0,3,3,1,1,2,4,2450
9,26,6,3,1,1,1,0,1,0,1,2,1,1,0,3,1,1,0,4,2206
24,33,0,0,1,2,4,0,1,1,1,3,1,1,3,2,1,1,2,3,3868
12,53,3,2,1,1,4,0,1,2,0,0,0,0,3,3,1,1,2,4,7865
12,24,3,3,1,1,4,0,1,3,2,2,3,1,0,3,1,4,2,4,996
36,30,9,2,1,1,4,0,1,1,1,4,0,0,3,3,1,4,2,4,4796
15,44,4,3,1,2,4,0,1,2,1,2,1,0,3,1,1,1,2,4,1728
18,38,0,3,1,1,2,0,1,2,1,2,1,1,0,1,1,1,1,2,2609
24,35,6,3,1,1,1,0,1,3,1,3,0,1,0,0,1,3,2,4,5152
18,25,4,3,1,2,4,0,1,1,2,2,3,0,0,3,1,1,2,2,3564
6,43,3,3,1,1,4,1,1,2,1,3,1,1,3,2,2,1,2,2,1452
9,33,3,0,1,2,2,0,1,2,1,1,3,1,3,1,1,1,2,1,2131
24,20,6,0,1,1,4,0,0,1,2,2,1,0,0,3,1,1,2,4,2231
12,29,6,1,1,1,3,0,1,3,1,1,1,1,0,3,1,1,2,4,754
24,36,4,3,1,2,4,1,0,3,1,0,0,1,3,1,1,1,2,4,2845
10,33,3,0,1,2,2,0,1,2,2,3,3,1,0,1,1,2,2,2,1224
18,43,4,3,1,1,4,0,0,2,2,2,1,1,0,3,1,4,2,4,1924
12,35,4,3,1,1,3,0,1,3,1,2,3,0,0,0,2,3,2,4,3449
18,33,9,0,1,1,2,0,2,2,1,1,1,1,0,2,1,1,2,4,2570
12,25,1,0,1,1,3,0,1,1,2,2,1,0,0,0,1,1,2,4,609
18,25,3,3,1,1,3,1,1,2,2,0,1,0,0,3,1,1,2,2,3560
24,43,0,0,1,1,2,0,0,2,1,2,1,0,3,3,2,1,2,3,4225
12,26,6,3,0,1,3,0,1,3,1,2,1,1,2,3,1,1,2,3,1262
12,45,5,2,1,2,2,0,0,2,0,0,1,0,3,1,2,1,2,4,688
12,37,4,0,1,1,3,1,1,3,1,2,3,1,3,3,1,1,2,4,1801
9,33,6,3,1,1,1,0,1,2,1,1,3,1,3,3,1,1,1,4,1201
36,28,3,1,1,2,4,0,1,1,2,2,1,0,3,2,1,4,2,4,2394
36,35,9,0,1,2,2,1,1,3,1,3,1,1,3,2,1,4,2,1,3620
24,43,6,3,1,1,4,0,0,1,1,0,1,1,3,3,1,4,2,4,2282
9,49,4,3,1,1,4,1,1,3,1,0,1,1,3,3,1,4,2,1,1313
18,38,3,0,1,1,2,1,1,2,1,0,1,1,1,3,1,1,2,4,1924
12,26,4,3,1,1,2,0,0,1,1,1,1,1,0,3,1,1,2,4,1522
24,28,6,0,1,1,2,1,1,1,2,2,1,0,3,2,1,1,2,4,1659
24,25,0,0,1,1,4,0,1,2,1,2,1,1,0,3,1,1,2,4,1263
18,31,3,0,1,1,4,0,1,1,1,0,1,0,3,3,1,1,2,4,1905
24,24,6,2,1,2,4,1,1,3,0,0,1,1,0,1,1,1,2,1,2603
24,27,4,0,1,1,3,0,1,1,1,1,3,1,2,3,1,1,2,4,1964
18,31,0,3,1,1,1,0,1,3,1,3,1,1,3,3,1,2,2,3,3104
12,24,0,1,1,1,4,0,1,0,2,4,2,1,2,3,1,1,2,4,836
18,34,4,2,1,2,3,1,0,1,1,1,1,0,0,1,1,1,2,4,11074
12,28,4,0,1,1,3,0,1,2,1,2,1,1,2,3,1,1,2,4,2386
18,33,6,3,1,1,4,0,0,3,1,3,1,1,3,3,1,1,0,2,2629
15,24,3,3,1,1,4,0,1,2,1,3,1,0,0,3,1,1,2,3,1458
12,49,3,2,1,2,4,1,0,0,0,0,3,1,3,1,2,1,2,4,846
24,50,4,3,1,1,4,1,1,1,0,2,1,1,3,3,1,1,2,3,3237
24,27,4,0,1,1,3,0,1,2,1,1,1,0,2,3,1,1,2,2,3104
24,28,4,2,1,2,2,0,1,2,1,1,1,0,3,1,1,4,2,4,2058
12,61,6,3,1,1,4,0,1,3,1,3,3,1,1,3,1,0,2,4,3052
12,22,3,0,1,1,4,0,1,3,2,3,1,0,0,3,1,2,2,4,1858
36,30,9,0,1,2,2,0,1,3,1,4,0,1,3,1,1,1,2,2,8133
24,23,3,2,1,1,2,1,1,1,0,3,1,0,3,3,1,4,2,4,3613
24,26,4,1,1,1,4,0,1,1,1,2,1,1,2,3,1,1,2,4,2284
12,35,3,1,1,1,3,0,1,3,1,3,1,1,0,0,2,3,2,3,1592
24,40,4,3,1,2,4,1,0,3,1,2,1,1,3,1,1,4,2,4,2349
24,27,9,0,1,1,2,0,1,2,1,4,0,1,3,2,1,1,2,4,2068
18,33,3,1,1,1,3,0,1,2,1,3,1,1,0,1,1,1,2,4,2704
12,38,3,3,1,1,4,0,1,2,1,2,3,1,3,1,1,1,0,4,2171
24,38,6,3,1,2,2,0,1,3,1,2,3,1,3,1,2,3,1,4,1516
24,31,4,0,1,2,2,0,1,1,1,3,0,1,3,4,2,1,2,1,1237
6,28,4,0,1,1,3,1,1,2,1,2,3,0,2,3,1,1,2,3,1836
18,44,3,0,1,1,4,0,0,3,1,3,1,1,3,3,1,1,2,1,4279
12,31,3,2,1,1,1,0,0,3,1,2,1,1,1,3,1,1,2,4,2205
24,24,4,1,1,1,4,0,2,2,2,1,1,0,0,3,1,1,2,4,1207
12,39,2,0,1,1,3,0,1,1,1,2,1,0,3,3,1,1,2,4,1807
15,39,3,1,1,2,2,0,1,1,1,0,1,0,3,1,1,2,2,2,1176
15,31,4,1,1,2,2,1,1,3,1,3,3,1,0,1,1,1,2,4,1846
10,32,4,3,1,2,2,0,1,0,1,2,1,1,3,1,1,1,2,3,1433
18,23,4,0,1,1,4,0,0,1,1,2,1,0,0,3,1,1,2,4,750
36,26,9,2,1,1,2,0,1,2,1,1,1,0,0,3,1,1,2,1,12389
24,26,6,0,1,1,2,1,1,1,1,0,1,1,3,3,1,2,2,2,3235
12,30,7,1,1,1,2,0,1,2,1,2,3,1,3,3,1,1,2,4,639
18,31,3,1,1,2,1,0,0,3,1,0,0,1,1,1,1,1,2,6,1824
12,40,3,1,1,1,3,0,1,1,1,1,1,1,1,3,1,0,2,4,754
24,25,6,0,1,1,4,0,0,2,1,1,1,0,0,3,1,2,2,4,2812
6,28,0,0,1,2,3,1,1,3,1,2,3,1,3,3,1,1,2,3,1164
18,33,4,1,1,1,2,0,1,3,1,1,3,1,3,3,1,4,2,4,816
24,27,3,1,1,1,2,0,1,1,1,3,1,1,0,3,1,3,2,2,4112
24,35,6,3,1,1,1,0,1,3,1,3,1,1,0,0,1,3,2,4,5152
24,22,3,0,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1342
