height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,target
9,18,180,2.222,0.363,0.872,2.3,45.0,162,30,1
10,8,80,2.8,0.267,0.927,1.88,32.0,71,18,1
8,33,264,4.125,0.494,0.929,2.42,96.0,261,54,1
8,54,432,6.75,0.211,0.857,1.43,112.0,339,77,1
1,36,36,36.0,0.927,1.0,4.67,24.0,36,4,2
7,11,77,1.571,0.316,0.955,1.34,24.0,71,18,1
8,43,344,6.125,0.357,0.818,1.82,121.0,285,59,1
1,9,9,9.0,0.889,1.0,7.0,7.0,9,1,1
7,91,729,13.571,0.356,0.81,1.94,240.0,597,120,1
8,22,176,2.875,0.408,0.946,2.13,69.0,176,40,1
11,6,36,0.727,0.333,0.829,1.82,13.0,34,7,1
10,32,320,3.2,0.317,0.876,1.96,68.0,279,36,1
10,50,450,6.0,0.356,0.722,2.11,106.0,328,84,1
9,252,2424,34.778,0.257,0.649,1.99,707.0,1775,364,11
7,15,105,2.143,0.299,0.813,1.43,26.0,82,17,1
10,60,600,6.0,0.339,0.856,1.64,162.0,485,98,1
7,20,140,1.857,0.313,0.964,1.47,57.0,119,36,1
9,39,351,4.778,0.247,0.813,1.33,75.0,283,57,1
10,10,80,0.9,0.295,0.878,2.4,46.0,69,20,1
10,537,2710,27.1,0.281,0.688,2.44,1064.0,2617,573,1
10,271,2710,27.1,0.149,0.51,1.35,50.0,597,125,1
8,28,224,4.75,0.324,0.826,1.91,81.0,197,47,1
9,284,2684,31.444,0.278,0.748,1.74,603.0,1677,399,1
9,74,774,9.444,0.337,0.847,2.48,264.0,693,119,1
8,151,1356,16.75,0.266,0.914,1.85,326.0,1104,167,1
9,97,693,10.889,0.0,0.717,1.84,246.0,618,122,1
9,9,90,0.889,0.778,0.818,7.67,39.0,76,2,1
7,311,217,4.429,0.292,0.764,1.47,60.0,200,42,1
8,12,96,1.5,0.438,1.0,2.0,40.0,96,20,1
11,118,1284,10.182,0.378,0.744,2.77,644.0,1040,187,1
9,89,729,9.111,0.339,0.687,2.03,252.0,658,113,1
8,13,112,1.375,0.351,0.813,1.57,30.0,95,23,1
10,18,180,1.8,0.0,0.619,3.14,58.0,157,18,1
7,11,77,1.571,0.0,0.943,2.75,24.0,76,6,1
8,14,112,1.75,0.0,1.0,1.45,33.0,112,22,1
7,14,119,2.429,0.313,0.0,1.46,40.0,87,27,1
11,7,92,0.818,0.375,0.818,2.0,36.0,91,21,1
7,11,77,1.571,0.329,0.714,11.0,11.0,25,1,1
10,262,2610,26.1,0.188,0.601,1.4,576.0,1430,358,1
12,116,1076,10.5,0.357,0.722,2.74,466.0,1033,160,1
5,10,40,2.4,0.406,0.914,2.25,30.0,35,11,1
12,118,1092,12.75,0.354,0.849,2.0,354.0,801,128,1
9,21,126,2.0,0.444,0.778,2.0,62.0,127,25,1
7,11,77,1.571,0.295,0.853,2.4,21.0,77,10,1
8,50,400,5.125,0.282,0.929,1.37,95.0,487,85,1
9,1,9,0.111,0.9,0.9,9.0,9.0,9,1,4
5,58,470,8.6,0.302,0.722,2.0,145.0,438,80,1
54,1,54,0.019,0.54,1.0,54.0,54.0,54,1,2
14,272,3876,23.0,0.355,0.914,4.5,822.0,2770,369,1
5,20,140,7.0,0.0,0.938,1.83,57.0,142,42,1
7,102,918,11.714,0.298,0.908,1.81,242.0,881,138,1
9,18,162,2.0,0.327,0.856,2.44,62.0,135,25,1
11,94,946,8.0,0.306,0.856,2.02,264.0,624,118,1
7,11,77,1.571,0.268,0.634,1.0,20.0,72,13,1
