,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
0,156.0,289.0,22.0,3.0,45.0,1.0,34.78,78.43,92.0,0.0,5.0,7.0,5.0,2150.0,14.0,12.0,1480.0,82.0,16.3,55.0,852.345,0.38,-1.0,-1.0,0
1,273.0,134.0,31.0,5.0,101.0,2.0,-15.32,-58.91,143.0,1.0,3.0,10.0,9.0,1680.0,8.0,10.0,312.0,104.0,22.0,850.0,735.678,-1.0,-1.0,0.65,0
2,88.0,412.0,17.0,4.0,89.0,5.0,50.12,12.89,77.0,0.0,5.0,3.0,6.0,3200.0,19.0,11.0,275.0,48.0,14.7,12.0,839.123,0.41,-1.0,-1.0,0
3,194.0,333.0,43.0,2.0,73.0,0.0,22.45,47.67,112.0,1.0,2.0,8.0,3.0,1320.0,16.0,11.0,1890.0,156.0,19.0,400.0,-1.0,-1.0,-1.0,0.52,0
4,63.0,201.0,29.0,6.0,55.0,4.0,39.87,-118.25,88.0,0.0,5.0,9.0,7.0,2980.0,13.0,14.0,320.0,78.0,12.0,60.0,864.456,0.33,-1.0,-1.0,0
5,311.0,177.0,11.0,7.0,94.0,3.0,-28.63,-67.41,133.0,1.0,4.0,11.0,10.0,1450.0,10.0,11.0,245.0,132.0,25.0,900.0,750.891,-1.0,-1.0,0.73,0
6,107.0,298.0,36.0,1.0,67.0,6.0,41.34,25.81,104.0,0.0,5.0,6.0,4.0,2650.0,17.0,11.0,198.0,39.0,18.0,25.0,847.234,0.46,-1.0,-1.0,0
7,239.0,355.0,41.0,5.0,82.0,0.0,-9.12,-74.33,159.0,1.0,2.0,4.0,8.0,1890.0,9.0,11.0,210.0,160.0,11.0,0.7,-1.0,-1.0,-1.0,0.42,0
8,45.0,196.0,25.0,3.0,33.0,7.0,31.67,102.44,66.0,0.0,5.0,5.0,2.0,1240.0,12.0,11.0,1720.0,65.0,24.0,190.0,801.567,0.58,-1.0,-1.0,0
9,287.0,162.0,38.0,4.0,113.0,5.0,55.01,15.22,99.0,0.0,5.0,12.0,1.0,3010.0,20.0,11.0,260.0,88.0,15.0,35.0,829.876,0.37,-1.0,-1.0,0
10,215.0,192.0,22.0,3.0,104.0,1.0,43.1234,-120.5432,89.0,0.0,4.0,7.0,5.0,1892.0,14.0,10.0,135.0,78.0,19.0,450.0,815.3214,0.41,-1.0,-1.0,0
11,302.0,311.0,13.0,4.0,88.0,3.0,15.6789,103.2345,140.0,1.0,3.0,9.0,3.0,2745.0,11.0,8.0,62.0,41.0,16.0,320.0,850.4321,-1.0,0.35,-1.0,0
12,167.0,264.0,37.0,2.0,55.0,4.0,62.789,-112.3456,112.0,1.0,5.0,8.0,4.0,1430.0,10.0,11.0,98.0,54.0,24.0,680.0,820.1234,0.63,-1.0,-1.0,0
13,289.0,175.0,19.0,5.0,122.0,0.0,34.5678,-105.6789,95.0,0.0,2.0,11.0,6.0,2150.0,13.0,7.0,47.0,28.0,18.0,250.0,798.7654,0.29,-1.0,-1.0,0
14,194.0,307.0,41.0,6.0,99.0,2.0,58.9012,-118.4321,66.0,1.0,5.0,5.0,2.0,1980.0,16.0,11.0,160.0,92.0,20.0,750.0,835.4321,0.71,-1.0,-1.0,0
