input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
55,73,100,78,100,0,0,26,22,94,61,97,0,90,43,12,21
22,49,35,55,100,5,21,0,1,15,80,100,6,86,55,0,30
22,94,0,41,79,71,88,0,95,13,100,100,9,90,68,54,61
22,52,45,40,23,88,42,100,70,46,0,100,7,98,83,0,46
0,0,22,70,38,34,49,28,10,34,100,100,6,95,76,18,66
50,86,25,56,70,62,100,40,100,0,0,20,1,45,74,75,22
50,83,25,80,80,0,43,100,37,0,13,100,4,84,55,55,21
100,100,88,18,65,37,23,0,81,45,16,74,0,28,0,71,0
52,65,3,62,74,100,95,0,42,0,56,100,9,64,92,61,66
4,8,31,66,75,39,28,12,0,25,100,100,6,81,55,0,81
33,20,49,40,6,79,31,100,56,44,0,98,7,100,67,0,54
0,1,0,63,26,50,38,100,29,3,0,74,2,100,76,8,28
0,36,0,51,0,51,52,100,46,2,9,57,1,96,100,5,38
17,72,3,50,98,100,59,0,64,0,13,88,3,100,86,42,60
15,86,0,48,100,18,57,0,30,12,99,100,5,100,94,49,66
71,21,29,96,100,99,100,49,12,0,0,73,9,62,96,66,26
10,61,0,47,100,77,64,2,39,15,0,69,3,100,97,38,29
72,10,94,43,0,64,0,100,52,94,21,100,5,66,49,16,12
57,88,29,75,100,0,40,60,40,0,16,100,4,83,52,55,8
12,7,8,50,0,50,51,100,37,0,15,66,2,100,89,18,14
18,100,0,53,97,46,69,0,79,6,92,77,9,100,83,54,88
62,11,97,22,0,95,0,100,66,99,27,100,5,67,44,12,30
54,0,87,100,44,85,0,29,41,98,9,100,8,67,33,21,59
27,43,73,38,6,40,30,13,100,99,62,100,8,96,62,0,0
44,82,22,41,63,84,89,22,100,0,0,80,1,84,100,67,35
32,77,0,52,100,85,89,0,24,29,40,100,9,68,73,59,15
62,89,32,65,63,66,100,58,100,0,0,29,1,51,75,97,31
16,100,0,38,84,56,79,0,80,4,85,77,9,100,73,49,76
48,94,22,82,88,88,99,91,100,0,0,73,1,81,100,73,48
69,100,34,85,87,4,43,89,72,0,20,100,4,75,42,63,0
0,0,2,54,9,69,34,100,37,0,51,100,2,94,61,12,86
24,91,0,60,100,70,95,0,77,2,73,100,9,90,82,60,23
31,22,0,66,80,100,100,0,53,2,28,6,8,48,91,59,64
78,100,100,50,100,7,0,7,64,69,37,84,0,53,11,35,0
45,0,94,100,49,55,3,16,91,100,45,99,8,97,54,0,0
65,27,100,100,82,94,0,27,0,77,13,65,8,34,0,34,73
60,100,31,54,77,6,57,36,65,0,11,100,4,82,52,83,0
21,50,35,57,100,0,20,19,0,3,77,95,6,100,64,0,33
58,100,29,60,88,0,38,34,70,0,28,100,4,75,45,66,1
8,41,50,65,88,100,43,0,74,60,15,62,8,100,88,0,56
