input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
71,97,100,62,100,7,0,15,56,84,21,81,0,55,10,26,0
71,94,100,60,100,4,0,10,52,86,30,94,0,58,14,29,0
34,20,44,59,18,57,5,100,44,54,0,93,7,100,56,0,40
84,0,95,61,24,40,0,100,7,100,30,71,5,52,12,52,20
61,86,97,78,100,0,0,16,32,96,59,100,0,69,31,22,17
25,73,5,40,69,100,79,0,94,0,19,92,3,100,100,55,58
17,41,43,81,100,19,19,8,0,42,96,100,6,75,48,0,51
54,59,27,80,100,26,36,76,0,0,50,100,4,87,62,31,63
34,56,5,61,56,86,93,100,68,0,0,46,1,72,100,64,44
8,42,0,30,0,100,53,93,78,3,63,78,2,100,80,30,83
67,100,33,82,86,9,37,91,68,0,32,100,4,70,39,59,0
38,6,46,48,0,46,15,100,25,48,32,100,7,90,51,0,57
25,91,63,64,0,9,29,91,100,100,89,76,8,100,61,0,40
46,80,23,63,73,100,92,59,95,0,0,79,1,85,100,69,39
15,44,34,75,91,100,34,0,75,33,35,97,7,100,69,0,68
59,12,98,30,14,60,0,100,42,100,13,87,5,57,37,16,0
21,60,4,60,100,98,66,0,66,0,26,81,3,100,97,43,36
45,88,22,85,88,100,96,84,97,0,0,52,1,73,100,71,57
0,40,24,42,28,77,43,100,60,28,0,92,7,100,77,8,52
29,55,0,45,100,39,64,0,6,17,7,91,5,100,91,53,63
51,81,86,73,100,0,0,12,24,82,57,100,0,72,34,14,16
23,0,8,58,18,63,20,100,37,0,34,89,2,100,56,1,64
0,0,0,50,0,56,44,100,34,8,13,68,2,100,86,9,27
53,67,36,77,100,7,32,53,0,0,80,100,4,63,35,34,52
15,49,60,100,88,0,12,70,9,90,67,100,0,92,56,0,26
63,100,32,84,97,0,36,69,69,0,38,100,4,75,42,48,12
26,43,47,63,34,5,30,100,0,70,72,100,8,93,61,0,38
0,85,27,40,61,91,56,86,100,35,0,92,7,100,93,18,44
13,45,27,40,21,67,35,100,61,29,0,91,7,100,72,0,35
46,93,22,75,87,82,95,84,100,0,0,71,1,79,100,71,39
25,63,9,53,100,63,55,0,28,0,4,89,3,100,79,41,43
52,60,26,67,100,95,100,26,0,0,19,86,9,72,94,78,35
0,21,2,69,34,59,50,100,41,5,0,83,2,100,82,21,34
60,77,100,88,100,0,0,41,35,91,42,64,0,60,21,23,15
0,0,1,63,26,36,38,100,22,19,8,68,2,100,76,8,34
37,0,69,100,25,51,10,94,92,100,95,83,8,87,48,0,17
5,79,0,49,100,86,61,0,56,11,16,89,3,100,89,33,43
58,100,29,81,93,17,46,71,61,0,16,100,4,72,48,48,0
60,40,28,73,98,55,78,32,0,0,60,63,9,84,100,68,100
26,43,63,36,3,51,28,43,100,97,82,100,8,89,60,0,0
18,53,35,56,100,31,18,0,12,28,95,100,6,81,52,0,66
15,59,30,54,100,6,16,0,13,23,54,100,6,79,48,0,24
68,3,41,70,78,100,90,35,27,0,0,79,9,71,100,62,65
57,5,84,41,0,58,0,100,30,100,63,86,5,66,32,19,32
9,71,1,2,64,100,75,32,84,0,0,46,1,72,100,42,52
57,100,29,41,63,19,48,26,73,0,22,100,4,80,55,68,0
8,8,27,36,48,38,29,0,15,13,100,100,6,80,56,0,65
15,81,0,58,100,98,71,4,93,7,0,83,3,100,97,44,42
29,68,13,29,55,49,64,0,44,0,100,94,5,100,93,53,72
0,82,31,34,56,92,45,98,100,39,0,85,7,100,79,13,43
18,0,0,54,10,70,41,100,39,6,32,76,2,100,73,17,51
14,82,0,53,100,58,82,0,65,7,80,100,9,100,80,47,36
28,86,0,59,100,35,99,0,56,7,40,99,9,100,72,67,2
61,81,30,84,100,0,42,75,15,0,16,89,4,100,70,51,16
0,22,1,70,31,59,57,100,42,2,0,83,2,100,88,28,28
0,0,1,64,24,52,42,100,31,19,8,68,2,100,79,14,33
4,24,2,53,0,86,24,100,70,1,32,63,2,100,69,0,52
62,100,31,84,97,0,36,77,34,0,21,100,4,74,45,33,22
57,73,27,32,50,52,100,34,100,0,0,100,7,100,99,86,3
0,50,6,42,0,92,52,100,81,6,29,66,2,100,91,18,53
70,98,100,55,100,0,0,5,46,79,49,99,0,74,24,21,5
19,67,31,48,100,10,16,0,19,19,63,100,6,83,50,0,29
21,62,31,49,100,26,13,0,15,15,79,100,6,85,51,0,51
1,56,28,25,30,100,39,88,87,33,0,85,7,100,82,0,48
51,68,25,18,38,82,100,10,100,0,0,53,1,72,95,75,40
0,1,1,50,0,56,41,100,35,1,14,93,2,100,70,18,47
13,19,12,51,0,71,40,100,52,0,47,88,2,100,76,10,45
18,94,0,27,77,100,68,0,65,16,61,79,3,100,93,46,57
0,34,4,66,33,56,59,100,54,5,0,65,2,95,100,23,24
77,42,39,83,100,90,91,79,13,0,0,74,9,69,100,70,68
65,14,100,100,60,65,0,37,75,99,12,79,8,55,22,32,0
31,25,15,2,11,52,61,0,39,0,100,100,1,89,75,45,70
23,37,45,18,7,84,36,100,68,52,0,83,7,100,74,0,32
9,82,55,38,3,0,40,100,61,91,83,63,8,100,76,0,48
100,100,96,43,94,22,12,11,73,58,20,73,0,43,0,54,0
44,52,41,96,100,16,35,87,0,0,90,100,4,75,45,35,53
70,6,100,46,0,66,0,100,64,94,34,95,5,54,46,12,12
70,28,35,80,92,88,100,0,0,0,63,79,9,61,85,65,100
20,0,0,52,7,58,46,100,35,7,15,75,2,100,79,19,33
2,42,1,46,0,42,52,100,42,0,24,64,1,100,92,13,42
29,87,10,67,100,81,74,17,73,0,0,84,3,100,98,51,31
0,0,3,54,9,52,32,100,32,5,10,67,2,100,74,5,29
62,100,32,45,70,16,49,26,77,0,32,100,4,79,51,80,0
32,27,28,50,0,66,24,100,59,24,8,92,7,100,67,0,37
8,44,31,68,100,2,21,16,0,21,75,100,6,82,53,0,35
3,42,7,49,0,84,52,100,71,0,41,79,2,100,94,16,47
75,41,100,60,73,100,4,0,52,83,51,69,8,37,0,41,74
8,100,0,32,70,73,51,0,77,9,55,93,3,100,72,28,81
31,22,46,53,19,59,36,100,45,50,0,93,7,100,75,0,34
16,100,0,41,85,71,62,0,71,15,31,84,3,100,75,44,58
13,51,28,21,1,66,35,100,61,34,0,87,7,100,71,0,31
41,40,22,83,100,8,44,81,0,0,38,100,4,89,67,32,27
59,82,34,87,100,0,29,73,0,0,41,100,4,78,45,31,30
44,14,90,9,0,100,10,81,83,100,47,89,5,69,51,0,33
15,67,0,42,100,98,62,0,63,17,17,64,3,100,94,49,38
100,100,93,29,80,7,0,7,61,36,24,87,0,62,0,44,0
17,59,27,48,100,20,19,0,17,16,90,100,6,78,50,0,46
30,34,15,0,13,74,62,0,56,0,100,100,1,92,75,46,94
24,59,0,71,100,62,52,28,41,16,0,76,3,100,85,47,23
31,99,0,57,100,45,71,0,90,11,95,78,9,100,67,73,50
