input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
77,42,39,83,100,90,91,79,13,0,0,74,9,69,100,70,68
31,22,46,53,19,59,36,100,45,50,0,93,7,100,75,0,34
31,25,15,2,11,52,61,0,39,0,100,100,1,89,75,45,70
13,51,28,21,1,66,35,100,61,34,0,87,7,100,71,0,31
82,8,98,44,0,66,0,100,41,100,23,97,5,61,44,24,20
62,100,32,45,70,16,49,26,77,0,32,100,4,79,51,80,0
1,56,27,41,30,66,39,100,66,29,0,79,7,100,78,0,23
13,76,0,36,90,20,43,0,22,24,100,86,5,100,78,47,63
0,74,24,51,59,74,45,100,84,21,0,93,7,100,86,8,33
40,70,20,23,42,100,80,9,93,0,0,76,1,86,100,60,45
84,100,100,47,95,21,10,1,74,82,21,71,0,33,0,44,0
51,87,25,67,77,65,100,65,100,0,0,61,1,79,99,76,31
25,60,8,19,42,84,66,0,79,0,91,100,3,97,79,48,100
16,0,11,64,27,57,12,100,33,0,28,89,2,100,5,1,63
100,100,88,27,65,60,31,0,92,51,19,59,0,8,0,78,22
32,27,28,50,0,66,24,100,59,24,8,92,7,100,67,0,37
24,59,0,71,100,62,52,28,41,16,0,76,3,100,85,47,23
84,100,42,56,73,0,53,42,53,0,74,100,4,79,49,62,38
0,100,25,68,95,65,76,91,92,35,0,91,7,100,97,38,32
50,68,25,52,56,100,98,54,94,0,0,97,7,99,100,75,44
8,100,0,32,70,73,51,0,77,9,55,93,3,100,72,28,81
15,33,44,66,87,23,23,11,0,40,100,100,6,82,54,0,55
17,100,0,45,84,83,58,0,65,0,41,80,3,100,78,44,61
92,100,100,31,79,40,12,0,86,67,17,72,0,36,0,53,16
57,98,20,59,94,0,98,40,35,0,100,96,9,69,63,100,56
66,100,32,91,97,48,90,88,77,0,0,12,1,38,65,100,25
71,100,35,70,98,0,32,47,60,0,42,100,4,70,34,57,4
1,0,0,68,31,52,39,100,29,23,28,79,2,100,68,15,55
0,0,1,63,26,36,38,100,22,4,2,82,2,100,70,12,26
37,0,69,100,25,51,10,94,92,100,95,83,8,87,48,0,17
5,79,0,49,100,86,61,0,56,11,16,89,3,100,89,33,43
58,100,29,81,93,17,46,71,61,0,16,100,4,72,48,48,0
60,40,28,73,98,55,78,32,0,0,60,63,9,84,100,68,100
26,43,63,36,3,51,28,43,100,97,82,100,8,89,60,0,0
18,53,35,56,100,31,18,0,12,28,95,100,6,81,52,0,66
79,0,38,70,88,100,100,36,67,0,79,84,9,62,80,75,17
84,2,98,49,0,43,0,100,10,100,15,82,5,53,23,41,5
0,28,35,11,0,100,62,72,65,39,12,99,7,100,93,32,49
71,97,100,64,100,14,0,16,63,84,20,88,0,52,14,31,0
0,96,45,33,13,0,54,100,49,86,81,60,8,100,98,11,96
80,0,100,48,6,63,0,100,17,94,50,91,5,54,22,29,36
30,51,10,37,53,100,76,0,71,0,32,94,3,100,94,55,70
0,0,1,63,26,36,38,100,22,4,2,82,2,100,70,12,26
37,0,69,100,25,51,10,94,92,100,95,83,8,87,48,0,17
5,79,0,49,100,86,61,0,56,11,16,89,3,100,89,33,43
58,100,29,81,93,17,46,71,61,0,16,100,4,72,48,48,0
60,40,28,73,98,55,78,32,0,0,60,63,9,84,100,68,100
26,43,63,36,3,51,28,43,100,97,82,100,8,89,60,0,0
18,53,35,56,100,31,18,0,12,28,95,100,6,81,52,0,66
9,92,0,36,78,32,62,0,54,16,100,100,5,97,73,46,56
41,42,20,8,19,100,80,0,65,0,54,73,1,92,100,61,92
