input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
9,82,55,38,3,0,40,100,61,91,83,63,8,100,76,0,48
3,42,7,49,0,84,52,100,71,0,41,79,2,100,94,16,47
66,100,33,65,82,0,65,61,58,0,84,85,9,100,72,93,37
29,99,2,60,100,97,79,0,62,0,69,98,9,64,100,77,89
44,52,41,96,100,16,35,87,0,0,90,100,4,75,45,35,53
45,70,0,60,86,100,100,0,50,6,66,76,9,49,88,66,78
20,0,0,52,7,58,46,100,35,7,15,75,2,100,79,19,33
0,11,20,39,48,30,41,0,7,22,100,100,6,91,70,7,61
16,100,2,45,85,69,64,0,76,0,16,100,3,99,80,42,59
23,66,40,55,100,83,39,6,71,48,0,100,7,99,79,0,45
2,84,0,0,71,93,56,73,82,3,55,83,1,100,83,28,100
9,34,50,31,0,43,49,90,33,69,84,61,8,100,96,0,100
46,78,23,53,66,88,93,41,100,0,0,71,1,80,100,69,34
51,92,36,66,100,0,29,58,36,0,32,100,4,69,34,36,20
20,100,4,49,94,60,82,0,61,0,44,86,9,86,100,58,90
54,100,26,79,88,65,100,84,99,0,0,43,1,60,80,81,32
17,46,29,53,100,0,32,19,0,11,85,100,6,97,66,0,33
53,97,26,88,100,0,100,84,48,0,86,69,9,62,81,80,33
25,59,0,49,100,37,54,0,14,14,30,94,5,100,84,46,73
40,44,19,0,22,72,78,7,58,0,100,98,1,100,97,60,100
55,100,26,48,76,3,49,25,47,0,33,100,4,84,55,72,0
15,59,30,54,100,6,16,0,13,23,54,100,6,79,48,0,24
68,3,41,70,78,100,90,35,27,0,0,79,9,71,100,62,65
57,5,84,41,0,58,0,100,30,100,63,86,5,66,32,19,32
9,71,1,2,64,100,75,32,84,0,0,46,1,72,100,42,52
57,100,29,41,63,19,48,26,73,0,22,100,4,80,55,68,0
8,8,27,36,48,38,29,0,15,13,100,100,6,80,56,0,65
15,81,0,58,100,98,71,4,93,7,0,83,3,100,97,44,42
51,76,25,32,51,63,100,20,100,0,0,58,1,62,85,75,26
68,11,97,28,4,59,0,100,36,100,1,88,5,54,31,28,0
47,0,90,37,12,58,2,100,56,100,37,82,5,81,46,0,18
25,64,6,63,100,84,66,16,52,0,0,86,3,100,92,48,41
50,79,24,39,56,73,100,59,100,0,0,44,1,65,87,75,33
32,52,12,39,64,100,71,0,84,0,20,91,3,100,91,53,59
99,100,100,26,76,31,11,0,82,58,7,72,0,38,0,56,1
55,0,94,29,7,74,0,100,48,100,38,90,5,54,39,8,10
23,55,5,51,86,100,65,0,69,0,42,84,3,100,87,43,70
