RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,69,127,5,76,12,0,0,80,2,4,6,13,1,16,-7,0,0,54,-8,2,1,0,50
1,72,227,6,84,45,0,0,100,34,6,6,48,2,22,0,0,0,10,89,9,3,0,56
1,76,272,7,82,24,0,0,100,-7,7,8,24,2,36,0,0,0,32,-8,6,1,2,63
1,79,210,3,83,39,0,0,100,-7,7,8,40,3,25,0,3,3,13,-8,3,2,1,47
1,75,206,4,77,28,0,0,93,10,6,6,26,2,27,8,2,2,11,49,4,1,0,70
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
1,74,192,6,97,17,2,1,90,32,6,2,14,1,21,0,1,1,8,-8,2,1,0,55
1,87,211,10,81,28,0,0,100,-7,7,8,24,1,42,0,2,2,8,37,3,3,0,67
1,84,120,4,73,25,0,0,100,-7,7,8,20,2,44,0,1,1,1,76,1,4,0,64
1,69,116,5,80,54,0,0,100,4,4,6,68,2,57,0,9,8,45,78,5,3,1,68
0,58,86,5,13,11,0,0,79,7,4,6,11,2,67,0,4,3,52,-8,1,3,0,100
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,68,196,4,86,18,0,0,92,49,6,6,17,1,33,0,1,1,29,94,4,3,1,71
1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,60,209,2,70,37,0,0,93,5,4,6,57,3,54,0,65,65,35,102,3,6,1,42
0,78,237,3,87,14,0,0,100,-7,7,8,14,1,50,0,0,0,28,67,3,3,0,100
1,85,264,14,106,14,0,0,100,-7,7,8,12,1,0,2,1,0,13,-8,2,1,1,50
0,67,168,2,38,28,0,0,100,-7,7,8,28,4,19,0,1,1,52,76,9,2,1,82
0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
0,-9,465,6,383,78,2,-9,-9,-7,6,6,100,-9,-9,17,-9,-9,165,-9,29,-9,18,100
1,80,247,3,89,27,0,0,100,-7,7,8,42,2,15,0,0,0,3,71,5,1,0,33
1,66,223,4,82,56,0,0,100,-7,7,8,64,3,19,1,4,4,27,74,24,2,3,71
1,63,446,15,151,14,2,0,89,2,4,5,19,0,69,0,0,0,33,80,4,1,1,100
