age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
25,1,0,0,14,24,23,6,21,0,0,838.724,700.0,6.847
41,1,0,0,11,15,21,6,23,1,0,1474.611,449.5,31.949
35,2,0,0,10,23,6,24,18,1,0,1582.608,1235.5,2.767
33,2,0,0,23,15,21,14,24,1,0,4103.912,700.0,5.634
31,2,0,0,8,15,6,2,24,0,0,27000.0,27000.0,1.0
51,1,0,0,23,19,10,16,15,0,0,3393.074,775.0,11.979
32,1,0,0,6,21,15,23,14,0,0,2135.965,400.0,2.938
36,1,0,0,16,5,15,23,19,1,0,805.079,447.0,18.903
23,1,0,0,14,21,15,18,6,0,0,1010.933,1000.0,4.348
47,1,4,1,11,20,15,18,22,0,0,14200.0,13200.0,2.767
48,2,0,0,17,11,22,19,25,0,0,2624.932,1207.0,4.932
39,1,0,0,11,6,21,23,15,1,0,3856.633,1023.0,15.218
33,2,0,0,2,10,19,17,11,0,0,1697.936,653.5,9.812
57,2,0,0,24,2,15,21,23,1,0,1476.711,699.0,14.762
33,1,0,0,11,16,9,5,4,1,0,857.57,857.57,1.0
36,2,0,0,8,2,7,11,23,0,0,1162.713,654.5,25.959
23,1,0,0,6,21,14,15,3,0,0,1476.738,599.0,2.767
43,1,0,0,11,10,15,19,5,1,0,4711.818,916.11,7.984
39,2,0,0,6,15,14,24,21,1,0,1670.739,1167.3,5.96
30,2,0,0,6,8,15,14,21,1,0,903.858,300.0,31.683
39,1,0,0,11,10,19,5,15,1,0,2687.835,906.0,4.965
56,1,0,0,11,4,15,23,10,0,0,5200.0,5200.0,2.813
39,1,0,0,10,11,5,23,19,1,0,1333.333,681.0,19.762
33,2,4,1,24,8,2,19,17,0,0,733.665,437.0,10.146
39,1,0,0,19,5,11,6,9,0,0,4984.632,40000.0,2.938
22,2,0,0,14,18,6,15,21,0,0,2393.979,733.0,0.904
40,2,0,0,14,16,18,15,3,1,0,1028.826,675.0,24.821
54,1,0,0,15,21,24,23,16,0,0,809.829,500.0,36.827
28,2,0,0,15,21,24,2,23,1,0,2494.935,441.75,11.624
33,2,0,0,23,14,15,6,16,0,0,842.945,239.0,4.984
32,2,0,0,6,15,16,14,21,0,0,2646.065,900.0,6.874
53,1,0,0,5,10,19,18,4,0,0,23787.143,23300.0,2.341
37,1,0,0,11,23,15,16,19,1,0,2190.903,2190.903,2.0
34,2,0,0,24,21,15,14,3,1,0,3061.213,804.0,13.933
49,1,0,0,10,19,5,24,16,1,0,3520.828,705.0,5.868
34,2,0,0,2,10,17,2,19,1,0,1654.938,500.0,42.942
38,2,0,0,14,6,24,21,16,0,0,1210.724,400.0,38.099
27,1,0,1,6,21,14,15,23,0,0,704.726,198.0,0.977
22,2,0,0,18,6,3,14,21,0,0,782.935,500.0,7.944
25,2,0,0,6,18,7,8,11,0,0,7272.743,3900.0,3.932
38,2,0,0,8,15,24,7,16,0,0,400000.0,400000.0,3.853
44,1,0,0,11,21,23,15,14,1,0,2444.763,613.0,19.901
24,2,0,0,8,6,23,16,2,0,0,473.835,400.0,0.489
40,2,0,0,23,8,3,6,24,1,0,1418.966,1044.0,15.063
34,2,0,0,11,14,6,2,9,0,0,3924.904,928.0,11.706
40,2,0,0,10,23,2,3,19,0,0,5996.667,2350.0,0.878
30,2,1,1,14,15,23,6,16,0,0,996.829,282.0,12.517
