i,j,X,Y,L
159,404,684176.8852004793,655347.4416100583,-14.011470886265586
42,404,610791.5498652823,655905.9087445681,-21.62029643622988
127,160,684971.4662041365,655961.6279847467,-21.616876526404617
127,477,611222.9545428017,126853.20059840196,-21.59395234550879
210,277,611176.5424276412,126771.67660357732,-13.931527217328645
42,405,611225.0495403268,656292.1615043425,-21.59469844791116
104,278,611623.4211511886,656673.4351533272,-21.569035981129808
159,405,611121.9921315523,656203.0734485562,-13.935431081744108
159,404,610190.8709378901,125468.85219635072,-14.010408144959486
42,160,610962.0482298259,656066.7016904304,-21.60987879637051
159,405,611322.4667777058,549821.9888572166,-13.919522872489276
73,404,610160.0119013275,125402.66869817895,-14.014443931135109
42,631,610826.3585041128,655942.3149781919,-13.958960264503324
159,276,610356.36724404,125674.6947553676,-21.647406382647336
103,404,610321.9625122969,655469.5415505079,-14.000361417072298
42,404,610940.2121061884,126446.88053483672,-13.951431929390518
42,277,610923.1300153964,126436.86650355087,-13.95204460718444
159,404,610716.2119475942,126154.07748885128,-13.96888771472563
159,404,610539.5920260918,1069506.151802835,-21.636996783267723
159,631,610464.4164423841,655606.6620758969,-13.988294208646352
160,405,611444.5406227798,656508.7349735257,-21.58032013730705
159,404,610915.3947186072,656008.0233705922,-13.952605179069618
159,404,684504.0499441398,1069323.464996714,-13.99041943633728
73,404,610524.3635564387,655657.6471210521,-13.98370480993638
42,404,611021.1105331957,656105.327125397,-21.607002739956933
159,404,610245.418381528,125538.19234680486,-14.005948679623716
42,404,610627.6600596386,126045.77138194632,-21.63109043239148
42,404,685230.6512149568,126629.41633963736,-13.940390881067616
42,404,610574.077885481,806240.5207529004,-13.97982602977444
159,404,684755.9382885123,126107.5985638966,-13.97146904756297
127,404,610778.2549247453,126253.56593292148,-13.962975529516257
159,404,610493.8259616161,1069419.438935587,-21.63954229091996
42,404,683928.0369835162,125172.33109575568,-21.670867420191215
103,404,610935.6998825148,549096.7496003924,-21.612557281187872
159,404,684764.4608918404,548632.5793228024,-21.627853134231355
73,404,610847.0664341274,655947.4207022663,-13.95809990519797
42,404,609974.1342216433,1214788.6455912525,-21.670422487874177
127,404,610439.1968395142,655579.5784680526,-13.991384262381402
73,160,610623.3895664486,1069705.506071332,-21.63080870635094
42,404,610347.4236095856,655501.9533228894,-21.64774249789466
127,405,611269.4472938061,656344.4001800076,-13.923100641608915
367,404,610600.3452231785,655711.8138308658,-21.63380881035838
42,404,488542.502579037,125745.23148688494,-13.993294387499926
159,404,610245.0960742164,547819.5004846659,-21.65480124666573
73,404,610305.9285104298,1069031.163574596,-21.650970325297383
42,277,611372.6661119735,656437.333897519,-13.91478521156538
42,404,610845.6966673974,655938.1712838256,-13.958849475716924
159,277,610989.5246920717,126541.35962453058,-13.94521394061886
160,405,611530.6772517947,127252.75640707636,-13.902488726944105
159,404,610825.0692748666,126322.14078601652,-21.61841349503412
42,276,684637.9480713776,125958.90827133293,-21.634920909214078
43,405,611810.6007387727,127639.77788028526,-13.879305625308724
160,405,611477.9800063543,656522.7190928647,-21.579228255619206
159,404,610366.6806058801,548040.5651501277,-13.997219053491486
159,631,610679.4697009593,655775.8959796871,-13.9731378132177
159,404,610522.5102893972,125918.0888686457,-13.983378816609068
42,404,683983.336155721,1068419.611702564,-14.025867080958095
159,277,685583.9672249448,127043.34813004048,-21.585305466690173
159,404,610155.741486826,655325.9815254816,-21.659477578092613
160,405,611573.866421708,127304.56339198908,-21.57318591239793
42,276,610582.5382163445,125968.0517622557,-13.97984560772841
367,404,610788.9714854781,126277.51264964664,-21.620568266295336
74,631,610979.2915136178,656070.4755179061,-21.609631706242748
159,631,488230.5891089239,125307.09401818328,-21.66467311963386
42,404,684586.1500302672,655653.6512144528,-21.63743174229738
127,404,610199.3310326888,125453.17715451252,-14.011112288507116
159,631,611014.4226958249,656099.5555252912,-21.607546322775548
42,277,610831.7570728932,655941.8709644804,-21.61817630088144
159,405,685557.0731045852,656413.5826328142,-21.58647152953497
42,277,611499.574596229,1071518.2879965585,-21.577439751404384
159,404,610861.0060286317,126355.8838192072,-13.956535555297751
42,404,610254.1202068103,125538.51891903533,-14.00617685965756
160,405,685925.352140519,656692.9681432378,-21.567277242152528
42,631,611085.1687179271,126682.2062304234,-21.60195733891259
42,277,611108.7776104665,656180.1353417747,-21.602145130502183
