i,j,X,Y,L
42,277,684931.4097003081,126301.13300675344,-21.61927343980605
159,405,611119.2525194039,126734.77840638914,-13.934016829490998
159,404,610075.9757780193,125283.7990639402,-21.66603752719792
159,404,610694.0537920542,655808.0848057308,-21.627121682510847
73,404,610702.1918942945,655829.8400322342,-13.968392300718511
74,404,610910.3184571384,126417.27408323195,-13.953237383833256
73,404,610631.9304741401,126048.60146199825,-21.63089769281435
159,404,610653.0411309176,655774.933949979,-13.973541965408131
127,404,684891.5426380141,655902.94894223,-13.962030383394616
42,368,328817.62025623914,126175.95634000772,-21.624848198204838
159,276,684564.6543116083,655633.9675460611,-13.98576477778074
42,404,610238.2474372874,125496.93666402852,-21.6559283054525
42,404,610145.4282823624,1068714.444297898,0.0393598588805299
42,405,611527.454178679,1071558.5246560096,-21.5762935191659
159,404,684737.1885241994,126081.03905671556,-13.973698436087131
42,277,611094.2738207903,1070702.248801842,-13.936891015889817
73,404,684476.2099454822,655572.4745377409,-13.991299526549373
42,404,610512.8413848035,125891.9644721871,-21.638222569868365
158,403,580804.1161074034,124547.2764709537,-14.065754638452834
159,404,610240.5840079195,655380.075678367,-14.008054533297694
159,404,610729.8291167545,655837.5356917563,-21.62534245577266
73,404,610814.3527141337,126278.6012237482,-13.961958648547643
159,404,610082.3408752928,125307.63830523404,-21.664430880853256
159,404,610983.562046152,126502.39249871304,-21.60988869234559
159,405,685359.9129259475,656238.960365362,-21.598567503574092
42,404,610608.805554042,548523.183258261,-13.976468869526755
159,404,610531.534658056,655666.9709031174,-13.983020295326977
159,404,684981.5987137129,126381.5718292706,-21.61562619314704
127,404,610291.7476969158,655442.7535904653,-21.65179087944976
159,404,684162.491990347,655314.7333949286,-14.01437874776492
42,405,611139.5578013441,656218.0941780314,-13.934029881460312
42,405,611448.9723483138,656493.7888244786,-13.909917336853876
159,404,1084199.080092877,126294.4931299582,-13.960765820914574
42,404,684929.4210497085,655905.9087445681,-21.620464474525463
159,404,684834.1568808261,126189.88902544705,-21.624551666857823
74,160,611119.3330962319,1070729.5235786235,-21.60089495186921
159,404,611079.8506472863,656151.5736394578,-13.939647887517577
73,404,684424.3176691151,125706.26223494612,-13.996026021921397
42,404,684429.7152500722,125724.33182088957,-13.995080671862734
