i,j,X,Y,L
159,404,684197.5280854407,655355.8775815043,-14.010375566020455
159,405,685351.4848584302,126784.95571933144,-13.930699538930828
104,160,611147.615444789,1070795.1854315177,-21.598770100470155
73,404,610621.4558012676,126028.13754456169,-13.976690498083816
159,404,684611.5281675215,125957.27551648664,-13.980732172940904
160,405,611852.9839731944,550849.6442694525,-13.875207510881204
127,404,684910.5764952698,655922.5579579257,-21.61949582865227
42,404,684786.4301912154,655826.8060830751,-21.625989869017303
42,631,1083099.443785361,125240.03923550602,-14.023943623456852
159,277,610897.8291668479,549013.3448590671,-21.615561946621327
159,404,610799.7685443505,126278.0569366974,-13.961430706585752
159,404,610751.0204290481,126206.65200355042,-13.96612385825492
159,403,609692.1422354281,654895.2943320188,-14.051284287161236
42,405,685290.689199864,126723.4585114057,-21.59967933183672
42,405,611131.0972737598,656217.9463179967,-21.60007957764129
42,404,610713.2306836506,126159.95536377544,-13.968718243061572
42,404,683898.1151162622,1068292.9896514358,-21.673121750373596
160,277,611404.655097892,656457.5333416038,-13.912608642729534
159,404,610645.3864896446,126055.56791102396,-13.9747218430404
159,405,611358.1622829533,127020.05604606116,-13.91691614949288
159,276,684283.6035307259,125554.52042679794,-14.004859885363244
103,631,610148.4094676177,547663.8625842609,-14.01342032024482
42,404,610299.9661399191,125600.1301933684,-14.002225962266737
159,476,610767.3772103566,126209.5909410125,-13.965302552888994
42,277,610794.3699755701,126278.71008115834,-13.9616979150669
42,404,610212.0613846125,655371.7136369385,-14.008876017108513
104,277,611203.0521253289,656280.6185932021,-13.928659658882992
159,405,611310.0579560468,656372.2952836145,-13.920448236719924
159,277,611245.7577457505,656307.3299493166,-13.92607888687246
159,631,610653.5245918849,655776.0439842576,-13.973307284881756
42,404,610996.7765278935,126555.40095476792,-13.944868471306084
159,404,610619.0385751192,655736.6771533493,-13.97695123156456
159,404,610478.6779901026,125838.3004266318,-13.988033424181353
127,404,610980.8224733478,1070436.9049582249,-13.947019344077342
42,404,611061.318094904,126622.55896063392,-13.940729824395737
159,404,611022.319185614,1070548.1950191578,-13.942574281793648
159,404,610159.7701708438,125397.770221028,-14.014470009581606
296,631,610826.3585041128,1070132.8320102824,-21.61836409247103
42,159,684030.2081620707,655225.3406578588,-14.022365737236896
103,404,610809.7599136323,655909.7565743291,-13.961456759540123
42,404,610104.3367755407,547561.715468067,-14.018271140722982
73,404,684711.8102019888,548556.2740441523,-13.975041259398802
74,404,611034.9696689046,656135.738884845,-13.941107821663284
42,476,610717.2594463568,655840.1996294892,-13.967727415047332
159,404,610165.4907321825,1068707.035769471,-21.660342683460925
159,404,610923.0494385684,126441.32923214302,-13.951725241810292
42,277,610856.4938049582,655960.88810643,-13.956705026961812
159,404,488985.7396733144,655969.6935111593,-13.956313926740693
160,405,611721.9664838301,656742.0959767442,-13.887521636054757
159,277,611011.4413925371,656088.5303410762,-13.945533305993006
159,404,610375.1408580553,125703.8673719227,-13.996417173126767
42,404,610517.6758371004,125890.98486180176,-13.984721741889247
159,404,684211.7319002778,655362.0936289286,-21.657065260214345
159,404,610815.0779055847,126290.57468841683,-21.619476075358264
159,404,610835.7052587715,548915.1323297224,-21.6184233910092
159,404,610235.6691361715,125500.96417559216,-14.00822403045388
42,632,611505.456704665,127240.0222162094,-13.903615988825075
42,159,609982.9163090003,655155.7797382867,-14.027992691030937
159,405,611247.5304359641,656306.1460572885,-13.926495989063694
159,404,610974.5375201165,656062.1879846378,-13.947814494520385
42,404,610323.7351238221,547993.5720491534,-13.99891407603761
42,404,610326.5551554217,125647.26375106892,-21.649294619736004
160,405,611609.7231002832,656647.909134598,-13.896174632851524
104,277,611053.2604908032,549343.7881761293,-21.604190930069063
73,404,610797.8347791694,655911.0146131782,-21.62033598147404
74,404,1084340.5623870173,126408.02184120507,-21.61425730146927
160,405,611754.5194436096,127574.25975177188,-13.88349500155293
42,475,844049.3573971884,655296.3813340642,-21.661677383771668
159,404,610732.6493057306,655846.4153878422,-13.967003846498498
159,404,684942.2050471787,655944.8309113544,-13.958608320190148
159,275,683492.4721940607,124657.33107343278,-14.05890085052755
42,404,610338.8828592708,655490.5574045696,-13.998692447480549
42,277,610730.7154618612,126191.19531436892,-21.62415629172849
127,404,610335.6599435318,125656.62516942414,-21.648642142535365
159,405,611269.8501779456,126887.59507515654,-13.92475594742029
159,405,611183.7137456514,549572.8430204734,-13.930888537564602
42,404,684671.7542067905,126023.45699484316,-13.976827390808843
42,404,609886.6351832553,125039.30909459513,-21.67664172165
160,405,611420.5287329864,550000.119998054,-21.582746081479137
42,404,609792.6108381976,654983.8744531743,-21.68247058626824
159,404,610778.9801161963,126256.3960129734,-21.621265120759222
127,404,610304.3170525603,547919.2291204236,-21.651291596582087
42,404,610945.6912911407,656044.3551683236,-13.949496108207406
42,403,609138.5016837716,124067.86863595052,-21.72126012197652
159,631,610894.8478635601,549036.1602389098,-21.614870078801136
127,404,610727.0090064666,655831.6899448296,-13.968718243061572
159,404,610297.3877601149,125606.87903387989,-21.65092088407814
42,404,610633.7031643537,1069733.624243646,-13.974343743804338
73,404,610262.8220320927,1068970.5476244695,-14.004025400567368
159,405,611114.7402563862,656191.530537416,-21.601591690364643
159,404,610874.5427783408,126366.659639752,-21.616120412058716
42,404,610364.3440352479,655521.1191198202,-13.995732607533109
159,631,610812.90240992,655928.4037048524,-13.959683782067906
160,405,611550.337992882,550283.55339147,-13.899817100990926
159,404,610269.4290172264,547850.0234520162,-14.005635738265717
73,404,610745.2996316445,126219.49611488818,-21.62293556908384
159,276,684325.9312522069,125604.2665623422,-21.650896182796597
159,405,611201.0377046317,126785.7175085904,-21.596872624561
42,404,610399.5546139582,125743.92530426913,-21.644776720550773
159,404,610308.265081062,655454.5935947644,-14.001854389015334
159,404,610913.1386067704,656016.0888970047,-13.95203160619938
159,404,610177.6571249992,655345.813559783,-14.01141220338793
42,277,611093.6292061673,126657.60721968584,-21.60279246643452
103,404,610677.7775875735,126117.72166520472,-13.970980159540508
103,404,610520.1736400767,125911.01356220982,-13.98360049615038
42,404,341937.73079034366,125186.59109756791,-14.027255892067894
42,404,684136.3570117373,125400.92697961646,-14.014209225116604
159,404,610238.6503214268,655381.7776586596,-14.008393553102197
159,404,685049.2120017984,656015.6448832933,-13.952109816046754
159,548,610777.7714637779,126222.97933940103,-13.964533404416072
127,404,610615.735003864,1069673.8520179251,-13.9766774461145
42,404,610723.947165695,126177.26241631746,-21.62490753539916
159,277,611006.1233612405,1216323.9925219698,-13.945031416985486
159,404,610776.6433881874,126238.87124561104,-13.963985833515952
159,404,610593.8186574959,655723.2835346672,-13.978079003288084
159,404,610928.2063162093,126464.84030661544,-21.61193460788093
73,404,684787.8506559294,655812.4506514885,-21.626706515431348
159,404,610833.8520310741,126329.10702243012,-13.958125958152344
159,159,610160.5757817462,655315.2514109254,-14.014111411823135
42,277,610765.6045988314,126243.6607590458,-21.621907586016324
73,404,610645.7893737841,548594.8044557585,-13.973600648285789
159,404,610496.6459932157,125859.63541596172,-21.639636186714757
159,404,684785.4833072176,126173.01740254564,-13.967929465650425
127,404,610964.3849184907,126482.90893580428,-13.94877264162708
42,404,610733.05218987,282684.135466912,-21.625569792606417
159,404,610374.8991275717,125698.53357143718,-13.996384543203485
159,404,609889.8579416176,125068.91799123936,-21.675563968785937
42,276,610513.7277299104,655641.2194086753,-13.985047684232306
159,404,610812.8218330921,126284.04366903171,-13.96102655439532
42,405,611309.8162255631,1071112.7152164194,-13.92086533891116
73,404,610063.5677334073,125289.67725778258,-21.665508575733085
159,160,610631.0442077217,1069703.148872082,-21.631322717212772
159,404,610996.4542205819,656093.4139137592,-13.94506404690877
159,404,610162.0261646481,125421.28278378533,0.0413565226246456
127,276,610418.5699584573,125777.8873279529,-21.64332846779161
127,404,610439.6802217931,655579.9484794788,-13.990673694817623
159,404,610548.2940874391,655692.6483230065,-13.98073869892556
42,405,611206.5975057561,656292.9753849444,-21.594446448452008
42,404,489041.3118353515,126428.26761859708,-13.952122817031812
42,405,611698.1157821188,127478.3759337403,-21.565558048419412
159,160,610905.0810026696,656005.5075819654,-13.952918018459108
42,277,685474.7809412956,126916.65617664988,-13.922911642975142
42,277,489004.4206744576,1070276.2822606033,-13.953022332245109
159,404,610234.4605624414,655397.9097232348,-14.006457196584403
160,405,611443.654277673,127142.17556300096,-13.909415549814865
42,276,610357.9787019094,655510.6852312085,-13.996964795011142
42,404,610906.4508087438,126405.51833338365,-13.953791429733776
159,404,611052.2129920407,656153.3495497678,-21.6042897738514
159,404,610822.9743166856,548889.4458805425,-13.96028345887677
159,405,611139.638378172,549480.2241771019,-21.600109226910376
159,404,610971.9591009682,126491.0726037296,-21.61051136565253
127,404,488999.9466655752,1070212.302265674,-21.61621925584105
73,404,684696.185552525,126062.75207487,-21.630255150244945
159,404,610309.5543103082,1069026.4490116597,-21.651316336519784
42,277,610751.2621595318,126202.40677716648,-13.965908755682516
127,159,684410.2083669694,1069185.2283745348,-13.99570002859408
159,404,610411.0766282167,655551.4588282149,-13.993320491438554
159,276,609984.4472687303,125206.7293995286,-14.02626480913238
42,404,610075.9757780193,547485.4070905037,-14.021185604683351
159,404,610569.40458684,125980.56962028118,-13.979317563798007
127,404,610981.7087791105,549210.9770182489,-13.946569611962822
42,405,611176.3812739855,656264.562120805,-13.930288962724248
42,404,684970.2351347177,655954.3023366508,-21.61726200555888
42,404,610119.081390785,655286.0952332193,-21.662305198346917
42,405,611108.9387641223,549432.1771504899,-13.936773701118758
159,404,610660.4540417069,655776.6358580039,-13.973424650637073
42,404,609878.1752458332,125039.0913797748,-14.03592148197568
159,405,611316.0206413106,1071147.733972376,-21.588561551740487
73,276,610345.8927285441,548021.8283828165,-13.998314297260237
73,404,610128.9917111091,1068663.0887616507,-14.015976109970335
42,277,611094.1932439625,126663.59373940802,-13.938539897685043
42,404,610584.3109065581,655705.3759933892,-21.63416467889971
159,404,610603.0847566384,655714.6257731691,-13.978939464561948
159,404,611047.0561143998,656137.514795155,-13.941270767342688
159,404,610040.6854880525,547431.6133506311,-21.66769856274937
42,404,610890.8996776817,126396.04858914856,-13.954410633512357
159,405,611195.0750390398,656266.7819002907,-21.596161080759103
42,404,685106.5035237297,656068.7736098814,-13.947201867710715
159,404,610612.8343167483,126041.74387038266,-13.97572572302395
73,404,610481.4981003904,1069382.2280747683,-13.98795521433398
159,405,611284.1122568102,126921.00983521972,-21.59064670327077
42,404,610554.2566153264,125936.81138643796,-21.6359242296562
42,405,611156.317722529,656222.1638701125,-13.93355409639142
42,276,610545.7157076349,1215632.8109634137,-13.982850823662918
159,405,611143.6672195665,1216508.4232722367,-21.600301966487507
42,404,611086.6190614849,656165.1146122996,-13.939002630784625
159,404,684979.894156056,1070183.5113830615,-13.957109128167987
73,404,610404.5501412224,125743.38101721834,-21.644519695791782
73,404,610312.7772260472,655455.8515613456,-14.001534921672675
42,404,610581.5713730982,125954.5541875388,-13.98101248437562
74,404,611017.323461629,126575.3197347052,-13.943695323595492
42,159,610310.6017303825,655456.9615956242,-14.00157402659636
127,404,685196.9390373661,126615.9192964508,-21.604853109964026
42,404,610582.6993700003,655701.454089075,-13.979663084095035
42,405,611173.9639691488,126780.81956296976,31.749948434408463
42,404,610839.653483994,655937.8752746846,-13.95863437314452
42,404,685149.8746764197,126566.93856457168,-21.607101545083115
42,404,611012.8111986113,656094.2279388967,-13.945077047893829
42,404,610715.1644488316,655815.7066075034,-21.626721359393965
159,547,610059.7003604218,655232.1487235652,-21.665651932075203
159,404,610385.857104035,1069201.7292625934,-13.995152406709703
42,405,611610.6900222179,656644.4317498702,-21.570918265170967
159,404,610866.8880583794,655979.9789615934,-21.61552738802085
73,276,610255.4093573682,655426.029652144,-14.004312237986742
42,277,611241.6483275281,549685.5561027246,-13.926033255964116
42,161,611666.7714354135,127436.47412270328,-13.891822005022384
74,404,611074.5326159897,126652.7092740652,-13.939100418585967
159,404,610619.0385751192,655748.81280545,-13.975856089764322
159,404,489003.7142782259,549052.3274168724,-21.613955822134727
42,405,611322.3056240501,126984.4649882434,-13.918825560831834
74,404,610878.2492730796,655992.1143246227,-13.954293318741296
42,404,610678.3416253688,126106.18341756456,-13.972010092478431
159,276,684530.4696630395,655608.2900539043,-13.988268104707728
159,405,329531.3803087416,126730.0979629767,-13.934635982285323
42,404,684899.9705436946,655912.0505006359,-13.96163275718884
367,404,610394.8813153171,125724.33182088957,-13.994845991336362
42,277,611295.8764540101,126954.42438267078,-13.920461288689236
42,404,610216.5734509093,1068840.8967326311,-14.009117249111668
42,160,685133.0186338634,656084.978520456,-21.60840615157902
74,404,611011.4413925371,656096.4477183826,-21.607739023696524
42,404,610787.8434098876,126251.71556956094,-21.621512210886983
159,404,684717.7760613097,548566.548859932,-13.974624055239056
367,404,610533.2266927534,125924.2934221064,-13.98279214078526
42,404,610420.745454122,125743.38101721834,-21.64454938371702
