Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor
67.81518341832785,292.23815745306206,29.25189979372599,6.0,61.58562918035851,0.0,32.73113981728844,-105.64401996980138,104.61780194057567,1.0,5.0,3.0,1.0,5786.104913578269,6.720594833221797,7.0,338.9083796489528,63.00263933678353,16.273692154670044,0.0,815.2836945224801,0.3215489806385842,0.5122626987839187,0.8006753314295221
87.46518322989,403.2734735995229,10.359830707956466,2.0,66.38201883400473,2.0,38.74688642151807,35.61535894123351,149.91526576070595,0.0,2.0,4.0,7.0,4386.554981611047,25.83118106079799,11.0,962.2395501043068,11.076155377816404,12.017402460387611,164.93875935456992,849.2824370662008,0.5063925136138061,0.5148330641041824,0.7697285395445419
150.91593516769967,247.75293542478136,42.91932608369314,1.0,48.869706828746985,4.0,55.7310874936975,-9.893987193079845,121.9513962074684,1.0,5.0,4.0,6.0,2864.826345465614,19.493389945126,10.0,28.93832242891083,37.26159636408351,8.622509179245217,1704.6061324825407,803.9502402855919,0.4121605721552608,0.5106149010139108,0.7663238722085421
50.51340467192044,345.8315977140568,18.535313404700855,6.0,69.3313716231002,9.0,52.62934458852802,51.77297939148616,179.93495236868654,1.0,5.0,2.0,3.0,443.046886682375,4.154074141126058,11.0,266.630684314167,34.28969722434307,25.430916980203417,92.81743690666646,897.0669404758281,0.4570563910923284,0.2771513908204868,0.7551419603933882
17.628665941807505,134.09150532437275,46.73267573729767,4.0,48.81090331118776,0.0,44.34253237597806,23.90412554579904,120.90670180331064,1.0,5.0,7.0,3.0,2547.267782638791,6.1680355217263285,4.0,1882.5694246901055,11.035935358525151,16.13732586417886,0.0,863.8070528276407,0.2783930726586862,0.4239922327914699,0.7322346114362628
224.64766993832816,82.8123397149221,46.68307425470604,2.0,50.72399621624528,0.0,42.387638464321846,112.60846759686402,113.8232120394978,1.0,5.0,6.0,4.0,2524.214915044984,12.257136943980749,6.0,120.84102888969306,67.21785636821824,18.66565828255197,278.57283379003206,959.068457582614,0.3796122142676158,0.5150516047772339,0.4562249140182194
5.813380842471318,274.81323043817736,47.26228713532364,6.0,113.92028026751908,3.0,28.20103591228141,-122.0974305851898,26.801460177100395,1.0,5.0,3.0,3.0,2624.973382515768,14.60470652566034,7.0,27.29185879701213,20.54619922647179,14.741101564096835,0.0,818.7579242911391,0.2380191263742263,0.5114776186135376,0.3952773385211464
175.2438168113148,111.12242757168544,19.367368784803848,6.0,66.40076669557371,0.0,1.637752961513463,14.920875232756488,173.94251301347992,0.0,5.0,13.0,2.0,4842.454993280465,12.225676753087937,9.0,27.70291068274408,32.69431639657958,24.100705535108645,1763.869100329627,915.194360081822,0.3259892190682646,0.5621231462953824,0.8231342799804271
313.8695768821961,357.8124170541495,28.06936547450309,2.0,98.1647497726546,4.0,27.77981627413351,-71.09398184979801,196.32535579249787,0.0,5.0,8.0,2.0,1114.46743721383,7.0259070533728565,11.0,241.95566080776297,10.71685829031196,18.067344839506937,86.65076929890246,893.4712869043962,0.4384136642047199,0.5610174692843727,0.6706612037105376
439.0,64.40773061724974,47.70159693669512,1.0,73.65257690025082,3.0,26.305972262176702,100.04005810155763,170.02859743516072,1.0,5.0,5.0,7.0,2012.6200636074343,10.117052872207296,11.0,68.86137048365404,80.98030331409743,12.90375541042362,716.0183666805067,868.4553232034967,0.3837665820946796,0.517613695834494,0.8472797251000805
207.519202475942,188.6199091699213,21.43765166756256,4.0,36.32701188969893,3.0,26.036704070290337,-99.74748281534906,23.8723638366077,0.0,5.0,4.0,6.0,2219.122415658861,7.125965096707732,9.0,79.14988368309808,2.7544068874941896,8.627443615418887,8.626359130300173,800.0843163979777,0.4551609060794594,0.37853416885841,0.7842038692118396
136.36682550776422,212.6571869461188,13.43190097929174,2.0,120.0,3.0,29.922305089249463,53.64443307804575,42.96058380690606,1.0,5.0,4.0,11.0,1956.760651911417,18.041182688841637,6.0,102.06196437612704,40.67750282612478,16.015873758507617,646.676986243504,886.689498570284,0.4909026436172397,0.5182211905004864,0.7959040201549554
321.52428888497826,392.4647410029344,7.03723338334156,2.0,120.0,3.0,38.00152683604061,-82.16355948611246,91.55032031763848,0.0,2.0,2.0,2.0,3608.435761209792,12.831367870271915,4.0,126.21676507101252,47.53589246190128,35.0,97.38087537289462,974.6672262201616,0.4157413708375828,0.6502732723168569,0.627002491880533
77.99465980734048,406.0,15.727286943266224,3.0,23.269458266870625,0.0,34.159581859704204,-92.26803472596148,134.69261594607144,0.0,5.0,2.0,10.0,2371.9735844029574,9.784968935390047,9.0,664.8281211484997,20.07068246344982,11.040510212063026,60.01736787602718,894.6942683501378,0.3018368260401175,0.5163412049204501,0.5400722105757374
411.38099727561945,397.7643569276999,48.42573760205285,6.0,116.77732090177996,0.0,31.378938158550007,-88.66438677479404,158.5099389893179,1.0,5.0,2.0,7.0,194.0043313067364,7.2794853475132895,9.0,90.87318963799954,10.739467702354672,18.7265162734618,1054.0475475987591,782.914958487827,0.3284563142395046,0.51440427512211,0.7193273444650902
281.3568338228733,0.0,34.316310686906505,0.0,15.440788599765703,2.0,51.66034277646459,-125.70688285559962,19.101350091610687,1.0,3.0,4.0,4.0,2973.620340570201,11.42524015134352,7.0,440.6078757079375,9.609943126100989,25.19669244564199,0.0,739.7178557085841,0.2538099320644005,0.5539683399496281,0.806549249444312
37.9619578463268,383.69028381657085,0.0,3.0,60.67910829952962,0.0,21.29522605192377,41.35633382651204,115.75001197821396,0.0,5.0,5.0,5.0,1879.243737334174,11.646902692837587,10.0,223.5174022306882,0.8456620690568428,7.265998966923449,0.0,829.5065201022,0.3760035361373001,0.5109738239978688,0.6276176908259533
15.757992706311825,251.2604405448779,46.89540264117214,1.0,110.38865262445862,4.0,7.7741791164311955,89.86523121099162,23.221432271917312,1.0,5.0,1.0,6.0,2313.361101368808,14.408116424933116,10.0,23.58351899208789,48.328025795432886,9.115017435759093,0.0,901.4807593873506,0.1271141758107542,0.5105547216588254,0.692466408077017
361.9597899402777,67.92653874156132,0.0,6.0,56.72173251686358,3.0,-16.094097510338255,-131.66997711013008,8.039835327102054,1.0,5.0,4.0,4.0,1677.3701084837903,14.12357935084095,4.0,22.06886985909715,33.012159481175146,16.996959424414744,1052.9180678409623,847.55943821891,0.4275944893035238,0.5092189555230386,0.734165914993399
412.8704755706257,147.88113772950177,47.99412179554594,2.0,28.959347588628923,0.0,60.87212854200087,47.83713280928866,104.96709929867131,0.0,5.0,5.0,5.0,2384.1045658773887,3.996141116014476,10.0,68.86367981821189,4.167698720052437,3.989968912367573,3.7541161042264832,1017.8773527508588,0.4097451717019002,0.3532761232450707,0.7365378830273666
65.73983968644814,325.6065117077706,30.2341918787595,3.0,27.11768493387972,9.0,18.852057570714173,-9.539190114597885,147.02709525697645,0.0,2.0,5.0,9.0,3971.4293854447433,6.967008600036851,7.0,101.20821223007457,158.70314976863338,25.110913412238148,134.17891010036502,837.7795368011484,0.0917845674055624,0.5894304683995895,0.37
81.96301039358526,389.2293947172912,48.93408751644895,0.0,87.29875870698237,3.0,43.27462894998217,129.90163455991498,126.22814996206984,0.0,5.0,6.0,6.0,1969.1527236175084,7.613203468248388,11.0,201.6622237357452,87.87024394877207,11.094009498492523,47.072658893176666,919.5413299231224,0.3304939865486445,0.3624244137267819,0.7987979481205854
302.20555708820007,57.95386992573589,48.69007347752167,1.0,94.91455059947307,5.0,32.999441388286954,62.87287460331521,131.86238715516276,1.0,5.0,2.0,2.0,2735.3383275599726,7.453014778926916,11.0,2198.074074786465,255.91785719018816,9.177602374999116,48.86560961753949,889.1652872549968,0.2699156402630995,0.5150692113033337,0.8517852584941942
435.7968060113356,55.978167971047625,47.9000124935513,0.0,70.4328051054588,9.0,38.50733797609311,-41.022668982479686,76.024330357477,0.0,5.0,5.0,5.0,3120.665818367201,6.9343608766243445,4.0,679.5618691703434,46.94345972609726,10.82937248148255,57.81754636021524,843.6828435238323,0.3923320698865291,0.3523601970442184,0.7578094067558152
96.81348055398638,17.64938634299157,17.622062124319726,2.0,37.854047426830405,0.0,43.676472476790735,14.744892223976471,50.3831040451664,0.0,5.0,1.0,10.0,689.907261317218,3.891221753307327,4.0,135.65726453053213,168.67779225579662,19.69576728947476,116.06876828312552,775.3945733423824,0.3828166341411265,0.2649510297498256,0.754703045784313
139.44474969606088,154.45529453153154,8.934144409316534,6.0,23.80031801928959,0.0,55.31467195945771,-110.52026401229806,172.76195733178878,1.0,5.0,1.0,2.0,2252.828105926289,11.989130894281557,10.0,14.630404200090815,86.69490325772645,28.94698751793318,3.9922344166825496,792.4622795811655,0.3187483000985809,0.2691202180581399,0.8193674232029239
149.68438502427148,148.18309577951757,19.148618725023585,5.0,80.856716015009,0.0,38.53613175181789,-103.15698788121938,88.91402711832964,1.0,2.0,2.0,1.0,1925.6038420486243,12.18957324993821,9.0,122.6787392837998,17.76729551041078,17.859377207801437,196.06521481380844,887.1262966955637,0.4789598353382395,0.57298377008587,0.8276997398894003
175.00797860710145,269.70152695762965,6.969782345837926,6.0,30.876257587078907,0.0,28.84181295870025,-105.53336257158158,107.4719011077316,1.0,5.0,3.0,5.0,4983.662505428133,11.829968200423329,10.0,64.52511993196032,64.22719260649696,17.229208481654023,176.10621417088925,823.0826520121124,0.1554189238488044,0.5121971263719972,0.6257655639880849
