RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,39,156,9,11,10,-3,1,83,-9,2,4,0,6,17,1,4,-9,24,26,-6,-8,3,55
1,29,117,16,41,0,-3,0,45,-9,2,7,2,8,17,1,-7,-9,9,31,-1,0,3,53
0,65,184,25,37,7,-2,0,75,0,2,7,9,6,14,1,-8,-3,31,49,-1,-4,3,72
0,50,174,19,11,32,-1,-2,62,-9,2,7,0,9,40,-9,-8,-9,-9,49,-2,-7,4,47
1,59,186,24,60,12,0,0,60,12,9,7,9,8,23,1,17,-5,17,41,0,4,-1,60
1,30,177,19,39,5,-1,6,38,-9,2,4,-4,5,20,-6,-8,-6,10,25,-1,-2,5,51
0,57,214,14,8,5,-1,-3,59,-9,2,7,8,8,51,0,-8,-8,-9,38,-4,-4,7,49
0,36,144,-3,-9,5,-3,0,50,-9,2,7,-9,6,15,0,4,-9,18,-3,-5,-9,4,60
1,24,187,22,-3,8,-2,-1,74,-9,2,-9,4,7,32,-8,6,-7,14,24,-5,-5,5,60
1,67,185,25,59,0,-2,-2,48,-9,3,7,1,8,32,0,-8,-6,-7,51,-1,0,3,57
0,46,182,31,50,9,0,6,52,-5,5,2,1,7,38,1,-8,-5,41,29,-2,-3,3,40
1,32,167,15,-9,10,0,0,78,-9,9,7,2,8,31,-8,-8,-9,-4,50,-1,-7,4,46
1,57,174,28,74,-1,-2,-3,59,-9,3,-9,16,8,39,0,5,-6,-9,51,-1,1,6,56
1,45,186,-9,84,9,-2,0,50,3,2,-9,14,7,27,1,4,-5,16,38,0,-2,1,62
0,44,196,24,40,5,0,-2,51,-9,2,7,6,7,97,-9,3,-6,-9,39,-4,-3,7,61
1,49,143,17,18,6,-1,-2,49,-9,3,-9,-2,7,37,0,4,-7,0,26,-5,-6,3,57
0,48,245,27,27,23,0,-2,58,-9,2,7,4,9,49,0,10,-8,-9,38,-6,0,7,55
0,43,251,18,33,9,0,0,62,-9,2,7,3,7,41,1,4,-6,-1,36,7,5,4,55
1,52,229,28,38,6,-1,0,59,-9,2,7,3,7,32,1,-8,-6,-9,34,0,-5,3,60
0,63,211,22,54,3,-1,-4,72,-9,2,7,12,7,30,0,-8,-7,-9,40,-3,-2,8,69
1,35,180,17,46,8,0,-2,66,-9,2,7,4,8,55,-8,3,-4,9,42,7,-3,4,60
1,30,173,21,23,-1,-2,-4,61,-9,3,7,5,8,36,0,6,-9,-9,34,-3,0,5,47
1,44,170,4,-9,8,-1,-2,71,-9,2,4,-9,8,49,0,6,-9,-4,19,-5,-6,6,45
1,25,131,22,21,5,0,-3,50,-9,2,7,6,8,43,0,-8,-8,-9,25,-5,-6,5,55
1,56,185,19,14,9,-1,-3,38,-9,2,3,9,8,39,0,-8,-8,-9,36,-2,-4,4,46
1,49,117,21,-9,6,-2,-1,42,-9,2,7,-9,7,34,0,4,-9,-6,15,-4,-7,7,50
0,33,147,19,33,5,-2,-2,54,-9,3,7,12,8,29,0,6,-9,-7,34,-3,-4,5,55
0,50,153,22,21,46,-2,0,47,-9,3,-9,11,7,42,-5,4,-6,29,45,-3,-6,3,56
1,60,168,24,57,0,-3,-2,49,-9,3,7,10,7,29,0,-8,-6,-1,42,-2,0,5,56
1,53,203,17,30,9,-1,0,82,-9,3,7,13,7,28,1,6,-6,26,33,9,-3,4,54
1,32,189,21,-7,3,-3,-2,65,-9,2,3,2,7,16,0,4,-8,6,34,-1,-3,6,60
1,52,182,32,69,3,-1,-2,67,-9,5,4,15,8,36,0,4,-7,2,53,1,0,5,60
1,52,150,14,32,10,0,0,74,-9,2,5,-4,8,78,-9,4,-9,0,42,-1,-4,4,48
