Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor
9,121,13.0,3.0,115,0,30.858,-63.094,110,1.0,2,2,7.0,2310.0,17.0,11,49.3,19.0,18.667,12.0,762.769,0.353,0.513,0.76
322,133,29.0,2.0,39,2,54.0,-99.974,110,0.0,5,6,2.0,1692.0,17.0,11,60.0,14.7,32.0,2.5,825.073,0.26,0.513,0.76
290,341,48.0,6.0,75,0,18.0,-104.085,61,1.0,5,2,2.0,875.0,15.0,11,865.0,21.8,25.0,100.0,825.073,0.28,0.513,0.87
391,105,32.0,6.0,64,9,35.839,-101.85,34,1.0,5,2,5.0,2375.0,7.0,11,30.0,8.0,25.0,350.0,852.41,0.27,0.27,0.88
231,290,48.0,2.0,36,0,-21.717,-101.744,166,1.0,5,2,4.0,2315.0,17.0,11,60.0,44.5,27.0,0.0,844.776,0.45,0.0,0.66
113,318,48.0,6.0,104,0,61.919,-105.894,144,1.0,5,5,2.0,4395.8,7.0,11,30.0,12.4,14.333,1000.0,844.776,0.0,0.513,0.44
115,44,30.0,6.0,82,4,28.236,-109.733,34,1.0,5,2,2.0,913.2,26.0,6,22.0,22.7,5.0,500.0,829.912,0.36,0.513,0.63
217,301,48.0,6.0,115,3,25.069,-91.069,110,1.0,5,7,2.0,1658.0,21.0,11,105.0,30.0,14.0,1650.0,820.29,0.39,0.513,0.73
437,4,48.0,6.0,89,0,-12.542,-110.167,155,0.0,5,2,6.0,2438.0,7.0,11,60.0,6.0,10.0,25.0,829.912,0.29,0.513,0.747
397,391,48.0,3.0,75,4,-1.088,-103.935,62,1.0,5,7,4.0,2181.8,15.0,11,180.0,21.6,14.0,200.0,825.073,0.4,0.513,0.793
229,232,3.0,6.0,75,0,38.38,118.842,151,1.0,5,2,1.0,2375.0,7.0,11,25.0,6.4,23.0,0.0,915.562,0.38,0.0,0.71
391,104,8.0,6.0,39,9,45.62,-102.094,110,0.0,5,6,2.0,2139.0,17.0,11,29.5,10.8,20.0,10.0,830.182,0.23,0.513,0.73
413,118,48.0,6.0,63,2,40.0,-114.069,128,1.0,2,5,2.0,1710.0,7.0,2,37.4,17.7,11.0,1.0,839.763,0.29,0.513,0.749
304,34,48.0,6.0,64,2,52.917,-103.913,110,0.0,5,2,6.0,2256.0,12.0,11,180.0,60.0,11.0,15.0,852.41,0.457,0.513,0.83
439,188,48.0,2.0,55,2,52.433,-110.086,34,1.0,5,2,6.0,2914.2,7.0,11,45.0,33.0,19.0,50.0,829.912,0.25,0.5131,0.73
285,311,46.0,6.0,115,0,32.096,-105.086,181,1.0,5,2,7.0,546.0,21.0,11,90.0,45.0,22.0,500.0,829.912,0.26,0.513,0.73
89,33,48.0,3.0,75,0,32.938,-111.763,128,1.0,5,2,2.0,2139.0,17.0,11,30.0,3.9,20.0,7.0,849.85,0.15,0.513,0.76
413,240,48.0,1.0,64,0,29.821,-114.892,44,0.0,5,5,1.0,1632.1,7.0,6,36.4,18.9,28.0,50.0,829.0,0.23,0.513,0.74
