Unnamed: 0,min,max,mean,stddev,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.2526751894929762,0.3053561372141608,0.2706389200422228,0.0211300124434226,minimize
sanity.close_values_probability.score,0.31,0.51,0.416,0.0712741187248218,maximize
sanity.distant_values_probability.score,0.01,0.02,0.014,0.0054772255750516,minimize
stats.jensenshannon_dist.marginal,0.0141595210802225,0.0149916131406811,0.0145970235754486,0.000308804341084,minimize
stats.chi_squared_test.marginal,0.3166486751662543,0.4886996926974481,0.4198790352326026,0.0918239655172323,maximize
stats.inv_kl_divergence.marginal,0.6869941018874023,0.8075583555356042,0.7439168756065111,0.0462758088656372,maximize
stats.ks_test.marginal,0.8633333333333333,0.8799999999999999,0.8719999999999999,0.0073974470070573,maximize
stats.max_mean_discrepancy.joint,0.0169833149717044,0.0239423935465475,0.0198950375213082,0.0028011010451021,minimize
stats.wasserstein_dist.joint,0.0229562542297042,0.0323650111921405,0.0273042018747653,0.0039440807224153,minimize
stats.alpha_precision.delta_precision_alpha_OC,0.3559999999999998,0.6924597701149425,0.5832919540229884,0.1355073937907618,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.2326666666666668,0.5499310344827587,0.4443724137931035,0.1306095989093294,maximize
stats.alpha_precision.authenticity_OC,0.41,0.61,0.512,0.0739594483484023,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.8059999999999999,0.8346666666666667,0.8242804597701149,0.0112955163986475,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.3913333333333334,0.5940000000000001,0.5149333333333335,0.0780279152326624,maximize
stats.alpha_precision.authenticity_naive,0.37,0.53,0.466,0.0665582451691749,maximize
stats.prdc.precision,0.95,0.98,0.968,0.0130384048104053,maximize
stats.prdc.recall,0.94,0.99,0.964,0.0181659021245849,maximize
stats.prdc.density,0.952,1.116,1.0172,0.0624435745293301,maximize
stats.prdc.coverage,0.95,0.98,0.956,0.0134164078649987,maximize
performance.linear_model.gt,0.8575238095238097,0.8575238095238097,0.8575238095238097,0.0,maximize
performance.linear_model.syn_id,0.8267434891576768,0.8664480494715047,0.8551151656314699,0.0162673955590108,maximize
performance.linear_model.syn_ood,0.8133333333333332,0.8604761904761904,0.8473333333333333,0.0195071938588024,maximize
performance.mlp.gt,0.7253787878787878,0.7253787878787878,0.7253787878787878,0.0,maximize
performance.mlp.syn_id,0.7384090909090909,0.8606060606060606,0.7987878787878788,0.0555550763294298,maximize
performance.mlp.syn_ood,0.75,0.9166666666666669,0.8166666666666667,0.0655302806882042,maximize
performance.xgb.gt,0.8173333333333332,0.8173333333333332,0.8173333333333332,0.0,maximize
performance.xgb.syn_id,0.8542947041516836,0.9146432657731284,0.8807540931132178,0.0240847869688641,maximize
performance.xgb.syn_ood,0.8470952380952381,0.9023809523809524,0.8712857142857142,0.0213377440168329,maximize
performance.feat_rank_distance.corr,-0.3113467302068075,0.3219008566544959,-0.1087075024111904,0.2677713127129233,minimize
performance.feat_rank_distance.pvalue,0.047687373481995,0.9224213544146708,0.2445242383373433,0.3798065642305149,minimize
detection.detection_xgb.mean,0.47,0.629,0.5625000000000001,0.0652236536848404,minimize
detection.detection_mlp.mean,0.46575,0.4860000000000001,0.47415,0.009566543262851,minimize
detection.detection_gmm.mean,0.4695,0.5375,0.5069000000000001,0.0294897227860825,minimize
detection.detection_linear.mean,0.4479999999999999,0.5810000000000001,0.5105999999999999,0.0651607627334119,minimize
privacy.delta-presence.score,1.6999999982999998,2.9999999700000006,2.5466666525022226,0.5766762894042357,maximize
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0,maximize
privacy.k-anonymization.syn,3.00000001,6.00000001,4.20000001,1.3038404810405295,maximize
privacy.k-map.score,1.0,5.0,2.2,1.6431676725154984,maximize
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0,maximize
privacy.distinct l-diversity.syn,3.00000001,6.00000001,4.20000001,1.3038404810405295,maximize
privacy.identifiability_score.score,0.48,0.61,0.532,0.0496990945591567,minimize
privacy.identifiability_score.score_OC,0.34,0.49,0.406,0.0541294744108974,minimize
