AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
79,16,77,300,1,50,0,6,0,0,6,3,0,6,53,78,-8,3,0,94,0,2,18,0
83,31,62,188,2,90,3,6,0,0,6,1,0,2,57,36,-8,1,65,91,7,2,34,1
64,44,82,188,4,27,1,8,0,0,7,1,0,2,-7,14,-8,1,14,100,4,1,44,1
52,18,66,169,4,88,1,8,0,0,7,4,0,4,-7,16,-8,4,60,100,6,1,19,0
67,43,68,200,3,50,2,6,0,0,4,1,0,6,1,23,69,1,26,89,9,3,44,0
65,29,63,181,2,70,0,6,0,0,6,5,2,5,16,17,89,5,22,97,5,3,30,1
56,11,70,121,12,60,0,6,0,0,4,0,0,0,2,27,48,0,12,73,1,3,11,0
80,22,82,214,6,57,1,8,0,0,7,0,0,1,-7,14,-8,0,14,100,5,1,23,1
80,15,84,169,4,70,0,8,0,0,7,1,0,1,-7,27,61,1,12,100,5,2,16,1
79,18,77,247,1,63,1,8,0,0,7,1,3,2,-7,25,-8,1,22,100,4,1,20,1
80,21,74,214,0,45,1,6,0,0,6,1,0,2,18,32,77,1,23,91,3,2,26,1
54,11,75,131,14,83,1,8,0,0,7,0,0,0,-7,25,-8,0,55,100,4,1,14,1
95,13,68,207,4,40,0,4,1,3,6,0,-7,1,17,44,-8,0,26,69,1,1,18,66
92,18,89,216,4,75,1,8,0,0,7,0,0,1,-7,47,-8,0,11,100,5,1,19,1
95,15,84,133,5,80,0,8,0,0,7,1,0,1,-7,47,40,1,17,100,2,2,15,1
95,24,69,232,5,43,0,2,2,3,6,2,0,2,22,26,-8,2,12,70,3,1,29,0
84,22,84,173,8,50,0,8,0,0,7,1,0,1,-7,23,29,1,4,100,2,3,22,1
80,21,63,174,4,73,1,5,0,1,3,2,0,1,7,21,77,2,55,92,7,2,22,0
55,17,77,115,11,50,1,8,0,0,7,1,0,1,-7,18,43,1,53,100,1,2,17,0
80,34,82,214,5,41,0,8,0,0,7,1,0,2,-7,36,-8,1,8,100,5,1,37,1
43,17,64,81,4,88,2,6,0,0,6,2,0,2,24,33,0,2,68,89,5,2,17,0
95,22,89,202,13,43,0,8,0,0,7,0,12,0,-7,30,52,0,2,100,1,3,23,1
84,16,74,222,2,63,0,4,1,1,6,1,1,1,17,47,63,1,23,94,2,3,18,1
95,28,89,202,13,25,0,8,0,0,7,0,12,0,-7,7,-8,0,12,100,2,-8,28,1
70,11,62,103,6,100,-8,2,2,2,6,0,-7,1,14,46,30,0,-8,62,-8,3,13,0
67,21,66,260,7,84,4,8,0,0,7,3,0,3,-7,19,74,2,41,100,13,2,21,1
84,33,64,246,1,89,6,8,0,0,7,2,1,5,-7,39,72,2,86,100,7,3,8,1
80,16,73,114,12,71,0,5,0,1,4,0,0,0,10,48,34,0,12,79,3,2,17,1
80,16,76,232,18,55,0,6,0,0,6,0,0,0,27,18,23,0,8,94,3,2,17,1
80,26,62,181,6,50,1,5,0,1,4,1,1,1,2,4,-8,1,30,93,1,1,28,0
85,26,77,188,7,70,1,8,0,0,7,0,12,1,-7,41,-8,0,28,100,4,2,27,1
80,22,78,256,6,67,1,8,0,0,7,0,10,2,-7,18,-8,0,22,100,6,1,22,1
69,14,86,175,5,40,0,8,0,0,7,1,0,1,-7,50,-8,1,4,100,1,2,14,1
79,19,81,160,3,43,0,8,0,0,7,2,0,2,-7,16,50,2,12,100,2,2,19,1
85,26,61,254,2,90,5,8,0,0,7,2,0,2,-7,57,63,2,97,100,5,6,27,0
57,24,79,117,4,70,0,8,0,0,7,2,0,2,-7,38,88,2,11,100,3,4,25,1
70,22,83,167,10,60,0,8,0,0,7,0,11,1,-7,30,67,0,20,100,1,3,23,1
68,21,70,196,3,69,0,6,0,0,6,2,4,4,20,26,87,2,32,86,5,3,24,1
57,21,70,104,3,69,1,2,1,1,6,4,-7,3,43,26,87,4,58,96,5,3,23,0
81,28,81,197,4,43,0,8,0,0,7,0,0,2,-7,53,31,0,2,100,2,2,29,1
84,19,74,182,31,60,0,6,0,0,4,0,-7,0,8,16,-8,0,1,95,1,1,20,1
74,26,80,210,3,33,0,8,0,0,7,2,3,2,-7,23,-8,2,0,100,1,1,26,1
81,31,79,286,2,59,1,8,0,0,7,1,0,3,-7,27,-8,1,15,100,7,3,33,1
97,13,68,342,3,57,1,6,0,0,4,3,0,3,1,14,76,3,28,93,3,1,14,0
52,31,68,219,1,79,1,6,0,0,6,2,1,6,20,42,78,2,33,97,5,4,33,0
89,22,64,173,2,100,1,6,0,0,4,2,0,2,5,58,82,2,90,92,2,3,24,0
85,26,76,218,5,70,1,8,0,0,7,0,-8,2,-7,41,31,0,46,100,3,4,27,1
