AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
82,26,77,197,1,38,1,8,0,0,7,2,0,2,-7,26,100,2,28,100,3,2,27,1
79,18,77,150,10,60,1,8,0,0,7,1,0,1,-7,47,-8,1,53,100,2,1,19,0
80,22,82,129,18,50,0,8,0,0,7,2,3,0,-7,14,-8,2,6,100,2,2,22,1
77,21,82,179,5,10,0,6,0,0,4,0,0,2,1,27,-8,0,0,82,0,1,22,1
95,44,77,415,4,80,1,6,0,0,6,1,4,2,64,58,62,1,46,98,2,3,45,1
61,27,80,176,5,63,0,6,0,0,6,0,12,2,40,33,66,0,12,96,3,2,27,1
76,15,75,168,5,33,0,4,1,1,6,1,4,2,34,50,-8,1,3,81,1,1,16,1
64,18,78,140,2,40,0,4,1,2,6,2,-7,3,16,54,88,2,9,85,1,2,24,0
82,26,83,197,1,43,0,8,0,0,7,2,2,2,-7,30,100,2,12,100,2,2,30,1
55,18,69,155,6,43,1,3,1,1,6,0,0,3,17,25,60,0,43,90,2,2,20,0
43,23,69,99,6,54,1,8,0,0,7,1,0,2,-7,43,87,1,15,100,4,3,23,0
89,20,86,247,19,40,0,8,0,0,7,2,0,0,-7,30,-8,2,6,100,2,1,21,1
63,20,61,118,4,71,1,6,0,0,4,1,3,1,5,15,31,1,30,95,3,2,20,0
82,31,77,197,1,58,0,6,0,0,6,1,0,2,53,9,54,1,24,94,6,1,33,1
70,31,75,202,3,56,1,8,0,0,7,2,0,3,-7,42,52,2,16,100,3,3,32,0
77,22,76,159,3,67,2,8,0,0,7,0,0,2,-7,39,90,0,55,100,3,3,23,0
79,16,75,300,2,78,0,8,1,1,7,1,2,4,-7,41,61,1,16,100,4,2,19,1
95,44,77,280,4,80,0,6,0,0,6,1,0,2,38,58,62,1,41,98,2,3,45,1
80,18,62,181,16,83,2,5,0,1,4,0,7,0,6,5,-8,0,46,85,4,1,20,1
84,19,84,182,11,50,0,8,0,0,7,0,-8,1,-7,16,-8,0,6,100,4,1,12,1
77,34,69,384,2,71,2,8,0,0,7,3,1,5,-7,21,-8,3,28,100,11,2,35,0
69,27,69,179,2,88,2,8,0,0,7,2,0,3,-7,24,-8,2,68,100,5,2,21,1
61,11,63,127,4,100,3,6,0,0,6,2,0,2,-8,27,39,2,99,91,4,2,11,0
75,16,83,141,2,67,0,8,0,0,7,2,3,1,-7,47,86,2,18,94,1,2,17,1
93,24,73,223,15,88,1,6,0,0,4,0,15,0,10,38,68,0,49,88,4,3,24,1
94,15,89,243,30,40,0,8,0,0,7,0,-8,0,-7,27,-8,0,6,100,1,1,15,1
68,18,86,147,5,60,0,8,0,0,7,1,0,2,-7,74,88,1,4,100,1,2,18,1
100,13,32,208,33,100,1,3,2,5,4,2,0,0,3,79,27,2,204,50,2,4,21,0
82,32,85,193,1,53,0,8,0,0,7,1,-7,2,-7,36,74,1,3,100,3,4,34,1
81,19,75,187,4,88,0,6,0,0,6,2,0,3,13,42,43,2,42,95,5,2,19,0
81,26,80,285,4,23,1,8,0,0,7,1,0,3,-7,35,49,1,0,100,1,2,30,0
85,26,61,254,2,92,5,6,0,0,6,2,0,2,76,13,81,0,53,97,12,2,29,0
66,32,75,142,5,71,0,8,0,0,7,0,10,5,-7,38,90,0,8,100,3,4,32,1
85,29,87,242,3,70,0,8,0,0,7,0,-7,2,-7,34,42,0,7,100,5,2,30,1
58,17,78,123,4,40,0,6,0,0,6,0,0,2,34,18,92,0,0,94,3,2,17,1
101,28,75,179,7,77,1,6,0,0,6,1,0,1,53,21,73,1,23,93,11,2,28,1
79,23,87,220,4,50,0,8,0,0,7,1,0,2,-7,29,87,1,9,100,3,3,24,1
80,18,73,114,11,71,1,3,1,1,6,0,-7,1,22,25,66,0,45,95,3,3,20,0
80,18,73,114,11,67,1,7,0,0,5,0,20,1,58,32,73,0,22,95,4,2,18,1
83,26,86,199,5,15,0,8,0,0,7,2,0,2,-7,23,-8,2,4,100,2,1,26,0
81,28,61,190,4,75,1,6,0,0,4,3,0,1,7,21,30,3,59,96,11,2,29,1
85,26,84,212,3,56,0,8,0,0,7,3,0,2,-7,48,66,3,3,100,3,2,27,1
70,9,88,113,27,25,0,8,0,0,7,0,-7,0,-7,11,-8,0,1,100,1,-8,9,1
70,22,83,175,4,75,0,8,0,0,7,0,0,2,-7,41,96,0,17,100,3,3,22,1
76,18,68,184,1,63,0,2,2,2,6,3,0,2,39,25,-8,3,12,95,4,1,20,0
77,18,65,208,7,78,3,8,1,1,6,2,0,2,-7,16,29,2,63,100,6,2,18,0
75,16,66,152,7,78,2,8,1,1,6,2,-7,2,-7,19,8,2,55,100,6,2,16,0
86,30,74,200,7,67,0,6,0,0,6,0,15,1,12,53,56,0,27,97,5,2,30,1
80,12,59,203,10,100,2,5,0,1,4,2,-7,2,2,43,83,2,70,86,4,2,14,0
80,22,75,314,2,67,1,8,0,0,7,3,-7,3,-7,17,74,3,20,100,6,3,23,0
49,19,69,114,6,73,1,3,1,1,6,1,0,2,17,20,92,1,44,95,7,2,20,1
95,26,61,278,7,86,2,6,0,0,4,1,3,1,7,32,66,1,56,96,4,3,32,1
58,19,59,126,2,90,2,6,0,0,4,2,0,2,5,45,69,2,66,90,4,3,20,0
48,27,58,119,3,82,2,6,0,0,4,1,0,3,4,53,57,1,53,87,7,3,31,0
52,11,59,141,1,100,2,5,0,2,6,2,0,3,21,53,98,2,95,73,3,2,15,0
80,32,73,151,7,67,1,8,0,0,7,0,5,2,-7,48,66,0,38,100,5,4,33,1
76,16,68,171,6,60,1,6,0,0,4,1,1,2,4,25,30,1,0,6,1,2,1,0
76,28,84,211,4,60,0,8,0,0,7,2,0,2,64,11,-8,2,14,97,2,1,29,1
55,28,76,150,5,77,0,8,0,0,7,1,0,4,26,41,81,1,11,97,7,4,29,1
80,54,85,188,7,26,1,8,0,0,7,0,13,1,-7,33,-8,0,11,100,3,2,56,1
51,16,80,126,8,83,0,8,0,0,7,1,0,2,-7,75,69,0,5,100,1,4,16,0
63,20,63,132,7,75,2,6,0,0,4,0,0,2,6,43,61,0,53,80,4,3,21,0
86,16,72,204,8,71,2,8,1,1,6,0,-7,1,-7,25,-8,0,64,100,3,2,16,1
84,19,84,171,11,50,0,8,0,0,7,0,-8,1,-7,16,60,0,13,100,3,2,19,1
68,16,64,139,9,100,2,8,0,0,7,0,0,2,-7,44,70,0,90,100,3,4,16,0
71,21,78,157,4,43,2,8,0,0,7,2,0,3,-7,19,-8,2,37,100,3,-8,21,0
56,11,70,123,12,57,0,5,3,5,6,0,0,0,12,25,-8,0,10,75,3,2,12,0
79,36,85,168,5,14,0,8,0,0,7,0,14,1,-7,39,55,0,3,100,1,1,36,1
92,23,78,219,3,89,2,8,0,0,7,2,3,3,-7,39,55,2,54,100,5,3,23,1
82,26,85,197,1,71,0,8,0,0,7,1,-7,2,-7,57,74,1,6,100,2,3,30,1
56,24,76,-8,5,50,1,8,0,0,7,2,-7,2,-7,42,94,2,25,100,3,3,0,0
99,26,83,181,9,50,0,8,0,0,7,0,0,2,-7,15,14,0,28,100,5,2,30,1
82,26,85,197,1,20,0,8,0,0,7,2,0,2,-7,30,-8,2,2,100,1,1,30,1
52,28,63,99,4,72,5,8,0,0,7,5,1,1,-7,31,83,5,83,100,7,3,29,1
70,9,63,181,4,100,-8,2,1,2,6,2,0,1,48,72,86,2,64,80,1,3,11,0
80,16,84,207,11,40,0,8,0,0,7,1,0,1,-7,25,-8,1,26,100,1,1,16,1
59,31,81,141,2,53,0,8,0,0,7,6,2,5,-7,58,70,6,7,100,3,5,33,1
58,31,81,117,11,63,0,8,0,0,7,0,-7,1,-7,95,91,0,0,100,0,6,31,1
89,19,84,216,5,57,0,8,0,0,7,1,4,2,-7,50,46,1,2,100,2,2,20,1
101,26,79,268,3,60,1,8,0,0,7,2,-7,1,-7,23,-8,2,33,100,5,1,27,1
85,26,80,254,7,70,0,6,0,0,6,0,0,2,-8,22,20,0,11,93,4,2,29,1
68,16,75,176,4,80,1,8,0,0,7,2,0,1,-7,44,26,2,38,100,2,2,16,0
93,22,78,-8,1,95,3,8,0,0,7,1,0,2,-7,13,-8,1,49,100,12,1,0,1
95,22,89,202,13,43,0,8,0,0,7,0,0,0,-7,30,52,0,2,100,1,3,22,1
76,40,82,227,3,71,0,8,0,0,7,3,1,5,-7,40,86,3,12,100,4,3,43,1
74,15,89,155,5,83,0,8,0,0,7,1,-7,2,-7,40,31,1,4,100,2,3,16,1
80,32,62,188,7,64,1,5,0,1,4,0,0,2,2,32,-8,0,37,86,10,2,33,0
64,19,65,105,4,71,1,4,1,1,6,2,0,1,34,50,63,2,72,91,2,4,21,0
49,20,80,97,2,50,1,8,0,0,7,2,0,2,-7,33,-8,2,12,100,2,2,21,1
71,26,78,257,6,50,0,6,0,0,6,0,0,1,35,52,93,0,8,96,2,2,27,0
81,28,55,206,2,90,3,6,0,0,4,1,-7,2,1,57,0,1,83,93,7,2,30,0
84,12,90,165,22,75,0,8,0,0,7,0,-7,0,-7,42,-8,0,6,100,2,1,13,1
79,19,84,184,2,75,0,8,0,0,7,0,21,2,-7,30,81,0,16,100,2,2,20,1
87,26,69,155,12,70,1,6,0,0,4,0,5,0,8,41,57,0,36,88,3,4,29,0
79,40,79,241,2,67,0,8,0,0,7,3,-7,5,-7,39,97,3,12,100,4,5,43,1
99,15,83,184,23,33,0,8,0,0,7,0,0,0,-7,41,-8,0,37,100,1,1,17,1
76,45,82,154,7,42,1,8,0,0,7,0,15,1,-7,23,82,0,34,100,2,3,46,1
87,11,76,160,3,100,0,3,0,1,6,0,0,1,54,54,80,0,40,92,2,2,13,0
45,19,70,88,7,63,1,6,0,0,6,2,0,2,50,38,82,2,32,90,3,2,21,0
