AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
58,17,78,123,2,22,0,6,0,0,6,1,-7,2,22,33,-8,1,0,94,0,2,18,1
106,20,63,212,5,73,3,6,0,0,6,1,1,2,34,14,75,1,68,86,7,1,21,1
97,23,69,188,2,73,1,2,1,1,6,1,0,4,64,26,88,1,62,85,6,2,27,0
63,20,61,144,2,86,2,6,0,0,6,8,0,2,-8,24,61,8,57,95,7,2,21,0
81,9,90,159,10,50,0,8,0,0,7,0,-7,1,-7,11,-8,0,6,100,2,-8,9,1
68,32,78,179,3,86,0,8,0,0,7,1,3,3,-7,44,23,1,13,100,2,4,32,1
100,34,72,257,5,89,2,6,0,0,6,0,13,2,40,46,88,0,72,97,4,3,35,1
87,16,70,278,16,100,3,5,0,1,6,0,7,0,79,53,39,0,90,94,4,2,17,0
68,32,65,146,1,92,3,6,0,0,6,0,6,4,29,36,84,0,55,94,9,4,35,0
75,22,82,141,1,67,0,8,0,0,7,5,-7,3,-7,18,-8,5,2,100,4,2,23,1
52,20,73,140,1,50,0,6,0,0,6,4,1,3,38,43,-8,4,42,96,1,2,24,0
44,12,70,102,1,100,0,6,0,0,6,2,0,3,37,43,-8,2,43,93,4,2,14,0
67,19,60,189,1,78,1,6,0,0,4,3,0,2,0,50,77,3,62,95,3,4,20,0
82,26,82,1970,2021,67,0,6,0,0,6,0,7,1,30,50,66,0,2,96,1,3,26,1
59,32,81,220,1,43,0,8,0,0,7,2,3,3,-7,9,91,1,7,100,4,1,16,1
52,28,63,90,5,92,4,6,0,0,6,3,-7,5,36,31,82,3,56,97,9,3,29,1
52,28,74,94,3,44,0,8,0,0,7,1,0,3,-7,32,60,1,23,100,5,2,28,0
21,6,74,42,4,100,1,8,0,0,7,1,-7,2,-7,67,95,0,49,100,2,2,6,0
81,18,76,161,3,63,0,6,0,0,6,2,0,2,53,28,73,2,22,94,3,2,18,1
79,32,82,192,2,64,1,8,0,0,7,0,8,2,-7,36,-8,0,20,100,6,2,26,1
76,16,77,186,6,83,0,6,0,0,6,0,18,2,62,24,69,0,37,94,3,2,17,1
76,35,83,151,7,22,0,8,0,0,7,0,23,1,-7,17,-8,0,14,100,2,1,37,1
61,11,83,11,29,57,0,8,0,0,7,0,17,0,-7,25,42,0,17,100,3,2,12,1
76,15,75,183,2,70,0,2,1,1,6,2,0,4,29,24,100,2,22,94,5,1,17,1
102,7,70,256,4,80,0,4,2,2,6,2,0,2,36,30,-8,2,57,90,3,1,10,1
63,20,61,122,5,71,1,6,0,0,4,2,0,1,5,40,82,2,46,80,3,2,20,0
79,19,81,160,11,60,0,6,0,0,6,0,-7,1,36,16,-8,0,12,95,3,1,20,1
70,24,78,-8,4,86,0,8,0,0,7,2,-7,3,-7,42,38,2,22,100,3,3,25,0
94,17,64,172,15,82,2,6,0,0,4,0,0,0,4,18,-8,0,79,82,7,1,17,0
81,28,76,271,1,67,0,8,0,0,7,2,1,2,-7,45,66,2,20,100,4,3,29,1
