AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
84,24,84,182,11,43,0,8,0,0,7,0,-7,1,-7,54,71,0,3,100,1,2,26,1
90,20,76,197,5,75,1,6,0,0,6,1,0,1,77,45,31,1,26,95,4,2,20,1
66,9,65,168,4,83,1,6,0,0,6,1,-7,2,77,50,76,1,78,80,3,2,10,0
76,16,68,184,7,60,2,6,0,0,4,0,0,1,8,25,20,0,44,94,3,2,16,0
76,14,74,166,4,75,1,8,0,0,7,2,0,3,-7,29,98,2,28,100,2,2,14,1
69,18,86,142,12,60,0,8,0,0,7,0,0,0,-7,50,49,0,11,100,2,2,18,1
76,32,81,188,7,63,0,8,0,0,7,0,14,1,-7,40,52,0,30,100,4,3,33,1
85,33,61,206,1,79,2,8,0,0,7,2,0,4,-7,34,76,2,56,100,7,4,35,1
64,11,76,177,5,60,1,8,0,0,7,0,14,2,-7,42,33,0,42,100,1,3,12,1
80,20,86,208,11,60,0,8,0,0,7,0,0,1,-7,50,72,0,11,100,2,2,22,1
109,14,79,307,16,83,1,8,0,0,7,0,0,0,-7,36,72,0,45,100,3,2,14,1
76,30,77,252,5,36,0,8,0,0,7,2,0,2,-7,29,-8,2,32,100,3,2,32,1
80,18,62,181,16,80,1,5,0,1,4,0,7,0,6,55,67,0,46,85,1,4,20,1
64,19,77,122,9,56,1,8,0,0,7,0,6,0,-7,32,33,0,31,100,2,3,19,1
87,14,76,264,2,57,0,6,0,0,6,2,1,3,25,13,-8,2,14,93,3,1,15,1
49,13,70,88,6,80,2,8,0,0,7,0,9,2,-7,14,-8,0,69,100,4,1,14,1
80,32,62,188,6,71,1,6,0,0,4,3,0,1,6,29,31,1,41,86,7,2,34,0
76,16,68,171,6,83,2,5,0,1,6,1,0,2,52,18,90,1,56,82,4,1,17,1
81,28,81,246,1,45,0,8,0,0,7,1,0,2,-7,20,-8,1,17,100,3,2,30,1
