sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.523950724448385,3.0419605675488937,1.4910796241892603,1.5298716518996907,0
5.535687021089924,3.0146031914083706,4.862997583750211,1.5266387630868385,0
6.763459470202032,3.0376951642468324,4.844135994702723,1.6633266982170771,0
6.550893841066966,3.03282965241856,4.797288824193879,1.5630842549760533,2
5.238975375991509,3.0337013691466614,1.4958910867116784,0.16378388013372988,2
6.621180975328172,3.0200573931427277,4.847327178680144,1.6086156835551995,0
6.572618787264201,3.0368489309719497,4.880906096142729,1.5595460393712546,2
6.548535267585691,3.0462744211608013,4.9018928437019,1.5322864142895252,0
6.605400047955821,3.0243449018622477,4.815103819416979,0.227721430878599,0
6.601662065889024,3.0455420150935084,4.867998931795438,0.21316068593416265,0
6.81236718890267,3.0458728929316803,4.902321614174678,1.5873038656427343,2
6.530918340454816,3.03302442213985,4.911842351902247,0.22903326411513655,0
6.552965118051812,3.006436733522726,4.887371256176318,1.575600172494303,0
7.074256206623641,3.047293531368626,4.915175900439425,0.24989179346804058,0
6.528419770970435,3.0000297320074636,4.898640135775212,0.199886729185793,0
5.236569891728843,3.047095562016137,4.864863085197707,1.6875379340400176,2
6.5948381183089575,2.9971732667158326,4.877980988953214,1.6343918040615257,0
6.821260869839124,3.0193671861618183,4.883369909453175,1.6459168686971986,0
6.558391012435969,3.0337306318638593,4.87275749930391,1.6337687718350815,0
6.560402430939521,2.9639284606698673,1.4995079923083408,1.7258811155753644,2
6.543370236321764,3.047219153414612,4.684576272033282,1.6330950759661298,2
6.727603886789559,3.023378499643746,4.911556214276187,1.6631755266564534,2
5.2405483566615185,3.015251520867134,4.860271321913622,1.5333217806662536,0
6.524060584384809,3.0437377638863388,4.839637691097994,0.2562580236034331,2
5.239055132777866,3.045656470722064,4.891946590077906,1.6429169804093218,2
5.236976566891735,3.033442667968668,4.796959559438767,1.6769711940739211,2
6.826439955184366,2.98425040340635,4.897775268040495,1.6745433544578054,0
6.530867118221624,3.0458607759851275,4.885311099762723,0.19781688158642627,0
6.588146640282132,3.0311382548398007,4.754384092256787,1.6639073910464002,0
6.535721395890013,3.040072491684126,4.905745275191978,0.25843238273941244,0
