sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.701474998870509,3.046211041665966,4.885589817976742,0.23068352362817587,2
6.948397701303507,2.964510598395358,4.897456463282986,0.2193921898929797,0
6.523634008209591,3.041676674190435,4.782467387662172,1.7074179850104625,0
7.079057557005183,3.047015032381565,4.896931253229246,1.6345421954281703,2
6.718795882277029,3.0065300456620925,4.895723482818876,1.5900349493572452,2
5.364503765239038,3.04559476895829,4.907491475176725,1.6538967090398984,0
7.021433240810475,3.0350045875266005,4.835049932954976,0.26568499721816596,0
6.676598528351402,3.024775933108588,4.85188695193797,1.5952149150744444,0
6.899150021135539,3.0387417844380593,4.866252645575596,1.6521274380170012,0
6.540090520214401,3.014655355445826,4.920004446130341,1.5511430172439888,0
5.590250115403764,3.046306110908219,4.8792870162693225,1.59919233745228,0
5.261198502079254,2.924623491965531,4.917738954374467,0.23310029457698378,0
5.340002145518741,3.0399138645424757,1.4850064593550132,0.1920335834619099,0
5.236805919019013,3.0473060211443035,4.907449782105359,1.5721429403716771,0
7.011659429337339,3.0260192949376474,4.852018891632938,1.686181545588277,2
6.529685919601296,3.042574027289951,4.866131705646047,1.638874726849772,0
7.066732944906986,3.0475725903275555,4.844726187691197,1.5922433096344208,0
5.237064945841578,2.98541771974488,4.899880634000986,0.25592865458334735,0
6.53099837708588,3.040623868094102,4.8586976400267625,0.18804642220497014,0
6.592821978118359,3.043232787226023,1.511746869487282,0.21359736330734008,2
6.536954038703181,3.04759999290413,4.892401068190598,1.5335454580363963,2
6.613065061174613,3.0330654260617482,4.857121945987693,1.0941221824508438,2
5.256735400594336,3.019735787244487,4.875711019360199,1.6886499242794235,0
6.543046982362444,3.027756180582348,4.839912544702211,1.6438968714032685,2
5.404115644860246,3.0425579963657707,4.89733221128702,1.6373355379693502,0
5.453059075581611,3.0411782300498027,4.8691429840524645,1.6756843669339196,2
6.770901615756611,3.0437761638298193,4.888760791003068,1.5562749308466448,0
6.553944777312235,3.031887495744074,4.862492194992694,1.6535259797944954,2
6.593964101751657,2.9518240330200203,4.8231349001789,1.6681165571513783,2
6.65562792210518,3.032816604855559,4.856771844278574,1.6033601271610738,0
