fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,7261,2,1867705,17,1.4,13,1,98,183,11003,0.2,8687
0.4,2120,2,988291,94,4.6,90,1,96,1804,86746,1.8,31422
0.2,140,0,1708843,156,2.2,119,0,93,2797,102698,0.2,10956
0.2,7293,0,1875112,26,1.2,16,0,97,191,15140,0.2,5571
0.2,7293,1,1875112,30,1,12,1,98,179,15541,0.2,7241
0.2,132,1,1066410,88,2,82,0,97,993,23992,0.2,4533
0.2,7739,1,1880280,9,1,8,1,99,161,4352,0.2,6994
0.2,7227,0,1847184,39,1,46,0,98,266,5218,0.2,17961
0.2,579,1,1710640,23,3,15,1,97,194,16000,0.2,585
0.2,687,0,1700786,54,3,88,0,96,431,6067,0.2,193433
0.2,1334,0,1761776,34,1.2,27,0,97,189,18709,0.2,772
0.2,7293,1,1875112,30,1,12,1,98,179,15541,0.2,7241
0.2,2972,0,1707112,22,2,23,0,98,233,9460,0.2,663
0.4,178,2,1735726,43,3.2,79,0,97,369,206298,1,220234
0.2,7202,2,1874064,30,1,15,1,97,189,15489,0.2,8656
0.2,11972,18,1884990,10,1,8,27,98,141,9290,0.2,1028
0.4,286,10,1096404,137,2.8,222,3,89,2239,44047,0.6,110938
0.2,687,0,1769155,98,1.8,180,0,89,2351,50448,0.2,51956
0.2,7202,2,1874062,14,1.2,32,1,98,206,13197,0.2,197577
0.2,687,0,1769155,98,1.8,180,0,89,2351,50448,0.2,51956
0.4,137,1,1719968,59,3,108,0,88,660,166176,1,175527
0.2,297,1,1752533,64,1.4,84,1,97,938,27656,0.2,4789
0.2,693,15,1722062,39,2,60,21,96,390,10564,0.2,4844
0.2,687,0,1700786,54,3,88,0,96,431,6067,0.2,193433
0.6,189,12,1300462,108,8,209,5,89,1861,16932,0.8,467179
0.2,95,7,5,73,155,103,6,0,1844,26099,0.2,29186
0.2,161,1,1751042,84,1.2,91,0,94,2263,33249,0.2,100381
0.2,130,6,1054803,134,1,103,2,87,2003,16856,0.2,53400
1.6,183,31,1085310,196,1.4,337,25,85,3787,54047,2,130458
0.2,130,8,1044431,300,1.2,367,0,89,1803,229603,0.2,516137
0.2,6870,2,1854566,29,1,20,1,98,264,57715,0.2,14453
0.2,136,1,1539870,128,2.6,113,0,93,1930,244514,0.2,134171
0.6,2186,1,1006133,135,2,237,1,87,2197,106978,0.6,134759
0.2,7293,1,1875112,33,1,12,1,98,192,12015,0.2,8571
0.2,7263,1,1848069,9,1,16,1,98,178,3878,0.2,35893
0.4,133,1,1716253,39,3.6,75,0,95,587,13848,0.6,21868
0.2,134,1,1089550,68,1.4,68,0,97,1086,21133,0.2,3146
0.2,1286,0,1712987,45,4,103,0,95,1297,11105,0.2,346042
1.2,1107,2,1403693,118,2.8,214,0,90,2941,9736,3,20216
0.2,134,1,1073443,195,1.5,319,0,88,5414,69238,0.2,95095
0.2,5270,0,1856600,17,1,11,0,98,163,5873,0.2,3703
0.2,1334,0,1761776,34,1.2,27,0,97,189,18709,0.2,772
0.2,131,1,1058443,321,2.3,492,0,77,8840,65220,0.2,24851
0.2,7293,0,1875112,26,1.2,16,0,97,191,15140,0.2,5571
0.4,791,1,1050303,113,1,128,0,91,2450,26628,0.4,23110
0.2,6879,26,1826264,17,1,15,39,97,219,10163,0.2,15074
0.2,7725,0,1882294,33,1.2,11,0,98,188,6947,0.2,2439
0.2,1334,0,1761776,34,1.2,27,0,97,189,18709,0.2,772
0.4,212,5,1323400,132,3.8,165,3,92,2562,115023,0.4,372680
0.4,172,5,1085874,125,3.8,207,1,91,1965,22877,1,193174
0.4,3774,2,1821341,17,2,22,1,97,254,26468,1.6,92792
0.2,266,0,1709136,148,2.4,140,0,93,2879,34852,0.2,5634
0.2,281,2,999800,176,1,181,1,90,3898,211636,0.2,12690
0.6,1730,0,1413717,166,2.6,235,0,91,3180,101942,0.6,218260
0.2,93,9,7,100,355,145,6,0,1538,48736,0.2,240721
0.6,169,7,1047085,572,1,588,0,80,2635,572968,2.2,647485
0.2,6938,18,1879152,45,1,92,24,96,1477,10043,0.2,22837
0.2,1080,1,1728701,76,4.2,126,0,94,448,271500,0.2,456419
0.2,129,1,1016087,31,1,29,0,96,760,15330,0.2,2795
0.2,133,2,1014048,50,1,54,1,96,818,13939,0.2,1114
0.2,6930,1,1879101,40,1.4,51,1,97,960,44913,0.2,108053
0.4,137,14,1735008,60,2.4,101,0,84,806,8453,0.4,175267
0.4,137,14,1735008,60,2.4,101,0,84,806,8453,0.4,175267
0.4,3361,3,1819552,25,2.2,30,2,97,277,6858,0.4,22035
0.4,143,55,1069084,405,1,694,73,88,3374,63171,0.6,45287
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,7388,0,1861860,20,1,17,0,98,172,4412,0.2,446
0.2,7547,2,1870232,14,1,15,1,98,205,2220,0.2,7018
0.2,6934,0,1845040,21,1,31,0,98,200,5539,0.2,21262
0.2,1482,10,967736,66,2.6,80,9,95,1075,17851,0.2,4730
0.6,140,5,1112069,80,3,112,2,92,1618,30419,2,31294
0.2,7199,17,1874051,35,1.2,23,26,96,247,18693,0.2,89718
0.2,6930,1,1879101,40,1.4,51,1,97,960,44913,0.2,108053
0.2,119,23,1016200,120,1,91,33,92,4590,53278,0.2,79232
0.2,178,0,1013480,67,1,76,0,95,2015,49200,0.2,40551
0.4,212,5,1323400,132,3.8,165,3,92,2562,115023,0.4,372680
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,579,0,1732672,13,1,12,0,97,197,11485,0.2,815
1.2,555,64,1041030,192,2,456,82,88,2442,567421,0.8,584516
1.2,343,3,984790,273,1,244,1,78,4299,614311,1.4,178072
0.2,132,74,1597397,127,4.4,113,39,94,946,145380,0.2,185780
0.2,8359,2,1866029,15,1.2,22,1,98,209,9887,0.2,91604
0.2,140,0,1708843,156,2.2,119,0,93,2797,102698,0.2,10956
0.2,178,0,1760056,15,2,10,0,97,308,34486,0.2,13642
0.2,158,2,1137550,221,2.6,361,2,84,7028,64418,0.2,38090
0.6,139,6,1024010,51,1,75,5,95,689,21332,0.4,110658
0.6,6170,1,1857019,60,1.2,159,0,97,397,20054,0.4,61210
0.6,139,6,1024010,51,1,75,5,95,689,21332,0.4,110658
0.4,138,1,1719968,59,3,110,0,88,457,181909,0.4,222319
0.2,7385,15,1865600,17,1,26,21,97,213,4861,0.2,84647
0.4,130,126,975880,228,1,258,30,89,1697,127353,0.4,92249
0.6,159,36,1098501,94,1,117,49,92,1394,23048,2,39790
0.2,7306,0,1863872,20,1,17,0,98,173,4817,0.2,456
0.4,95,22,5,75,367,89,31,0,1564,39031,0.4,31239
0.2,147,3,1057486,110,1.5,162,2,95,831,37243,0.2,13405
0.4,95,2,5,86,232,139,0,0,1141,19909,0.6,14230
0.2,1195,6,971432,136,2.4,194,5,91,2383,33744,0.2,9974
0.6,151,4,1740303,63,1.6,121,1,94,865,21455,0.6,376896
0.2,7360,0,1861421,22,1,21,0,98,186,4390,0.2,481
0.4,1429,126,1323393,224,3.6,350,123,86,5600,233814,0.6,290128
0.2,6879,28,1826264,17,1,15,39,97,219,10163,0.2,15074
0.2,7202,2,1874062,14,1.2,32,1,98,206,13197,0.2,197577
0.2,5272,29,1825416,46,2.6,123,37,97,302,206094,0.2,199469
0.2,8312,1,1835272,26,1.2,44,1,97,246,9714,0.2,23591
0.2,7293,0,1875112,26,1.2,16,0,97,191,15140,0.2,5571
0.2,1314,0,1762008,30,2.2,50,0,98,225,297905,0.2,312021
0.2,7293,1,1875112,30,1,12,1,98,179,15541,0.2,7241
0.2,158,2,1069447,120,1,154,0,92,3504,56584,0.2,6741
0.4,1542,0,998768,55,1.4,93,0,94,935,21527,1.8,101335
0.6,617,5,1085829,111,2,100,0,92,2277,49643,3.6,51150
0.4,158,2,1093189,289,2,269,1,91,2066,110966,0.4,111975
0.4,177,4,1085061,82,1.6,172,3,91,1900,21458,0.4,357236
0.2,5274,1,1858256,26,1,15,1,98,198,11084,0.2,6998
0.6,132,2,1438760,50,2.8,82,1,94,849,10373,0.6,281290
0.2,95,11,5,49,330,74,8,0,1153,31350,0.2,94959
0.2,7385,1,1874944,24,1,12,1,99,194,11991,0.2,10678
0.2,1314,1,1713731,56,3,72,0,98,534,20954,0.2,1687
0.2,140,0,1708843,156,2.2,119,0,93,2797,102698,0.2,10956
0.2,7292,1,1863744,14,1.2,14,1,98,191,4533,0.2,7018
0.2,130,11,997800,99,3,363,11,90,3893,50786,0.2,111535
0.2,7381,1,1865600,13,1,13,1,98,208,3393,0.2,8649
0.2,7261,1,1875328,28,1,15,1,98,210,13536,0.2,26812
0.2,1281,24,1712952,17,3,19,37,95,295,8832,0.2,1028
1.8,1697,2,1767690,163,2,259,0,82,1850,43126,0.6,89563
0.2,132,74,1597397,127,4.4,113,39,94,946,145380,0.2,185780
0.6,159,7,1519462,103,2.6,121,2,90,3426,53470,0.6,100253
0.2,7306,0,1873272,19,1,9,0,98,150,12320,0.2,2074
0.4,3172,25,1637477,148,2.6,140,13,92,3659,199521,0.4,165106
0.2,7248,0,1863704,16,1,12,0,98,160,8670,0.2,2085
0.4,681,4,1529123,67,3.6,92,1,94,1574,40053,0.4,317762
0.2,148,1,1037008,49,1,101,0,95,632,31251,0.2,195165
0.2,136,1,1709558,141,3,162,1,93,3021,17804,0.2,363439
0.4,791,1,1050303,113,1,128,0,91,2450,26628,0.4,23110
0.2,7381,1,1865600,13,1,13,1,98,208,3393,0.2,8649
0.4,95,22,5,75,367,89,31,0,1564,39031,0.4,31239
0.6,481,4,1065304,75,1,33,0,96,631,84581,0.8,36707
0.2,178,2,1085574,77,2.5,104,1,96,1420,23573,0.2,8669
0.2,7547,0,1870227,21,1.6,19,0,98,234,9040,0.2,704
1,464,4,1014270,63,1,94,0,93,898,35165,1.2,51077
0.4,95,22,5,75,367,89,31,0,1564,39031,0.4,31239
0.2,140,3,1521426,922,2.6,1025,2,87,6051,164297,0.2,274243
0.2,835,5,1750304,81,2,80,1,90,2312,14521,0.2,5089
0.2,140,1,1034957,62,1.5,114,0,93,1333,21894,0.2,141952
0.2,135,0,1002566,245,1.5,405,0,88,3918,101855,0.2,73824
0.4,377,2,1533190,63,2,70,1,95,1185,32553,1.8,23241
1.2,2364,187,1345203,284,3,333,25,88,4331,188657,2.8,235764
0.2,1482,10,967736,66,2.6,80,9,95,1075,17851,0.2,4730
0.2,132,1,993843,183,1.5,286,0,87,2361,94948,0.2,154222
0.6,264,393,1333863,141,3.8,273,404,89,4310,245543,2,224160
0.2,7263,1,1865264,35,1,23,1,98,205,8785,0.2,7434
0.4,152,9,1087258,88,2,102,8,92,1509,71547,0.4,116728
0.2,161,1,1751042,84,1.2,91,0,94,2263,33249,0.2,100381
1.8,7985,3,1868448,20,1.2,36,1,90,366,24462,1.8,77008
0.2,1282,9,1058850,125,3,183,1,94,2707,35855,0.2,36566
1.2,343,3,984790,273,1,244,1,78,4299,614311,1.4,178072
0.4,180,6,1022267,132,1,154,4,93,2006,33351,1,179464
0.2,6459,1,1871616,11,1,11,1,98,141,2231,0.2,6995
0.4,131,9,1521109,148,2.4,295,5,90,3448,93546,0.4,228467
0.6,1019,36,1717410,34,2.8,42,57,95,453,19314,0.6,27437
0.4,139,5,972893,46,1,74,0,94,850,16669,1.8,141756
0.2,693,1,1731210,42,1,54,1,98,418,17874,0.2,1439
0.2,7293,1,1875112,33,1,12,1,98,192,12015,0.2,8571
0.2,5270,0,1856587,24,1,15,0,98,169,5621,0.2,429
0.2,7240,13,1863624,15,1,14,19,97,200,4955,0.2,7018
0.2,7385,1,1874944,24,1,12,1,99,194,11991,0.2,10678
0.2,8351,2,1865738,16,1.4,43,1,97,284,11296,0.2,261161
0.2,1334,0,1761776,36,1.2,39,0,98,233,12532,0.2,796
0.2,7202,2,1874062,14,1.2,32,1,98,206,13197,0.2,197577
1.4,607,1,1121238,89,1.3,122,0,91,2638,53356,3.61,57618
0.6,1051,131,1714381,626,2.4,354,3,74,3379,487837,2.2,232824
0.2,158,2,1069447,120,1,154,0,92,3504,56584,0.2,6741
1.2,89,19,11,121,471,322,13,0,1121,380111,1.2,889484
0.4,89,7,11,77,212,112,4,0,1614,59856,0.4,103997
0.4,150,59,1017930,174,1.8,262,82,83,1680,421929,0.4,985090
1.6,387,16,986647,244,3.2,360,12,80,3009,85282,5.81,405250
0.6,264,393,1333863,141,3.8,273,404,89,4310,245543,2,224160
1.6,387,16,986647,244,3.2,360,12,80,3009,85282,5.81,405250
0.4,377,6,1059522,85,2,63,1,96,1052,29507,0.4,29462
0.2,95,7,5,73,155,103,6,0,1844,26099,0.2,29186
0.2,5272,29,1825416,46,2.6,123,37,97,302,206094,0.2,199469
0.2,134,1,1013482,49,2,96,0,95,1130,15422,0.2,106879
0.4,133,3,1702307,138,3.8,152,3,87,2685,26873,0.4,309122
0.2,148,1,1037008,49,1,101,0,95,632,31251,0.2,195165
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,1082,0,1753923,50,4,187,0,95,906,144179,0.2,194669
1.6,1366,7,1637480,43,2.2,43,0,91,2834,45701,1.6,110077
1.2,150,13,1053270,111,2.2,136,3,90,2486,17950,2.6,93047
0.2,7240,13,1863624,15,1,14,19,97,200,4955,0.2,7018
1,174,37,1070764,109,1,208,37,88,2799,32274,2.4,289700
0.4,137,7,1022242,49,1,50,6,93,1610,25364,0.8,15069
0.4,180,2,1129489,86,1,125,1,93,1806,53360,0.6,55432
0.2,7246,1,1863656,20,1,16,1,98,214,6313,0.2,7013
1.8,82,70,18,152,130,290,75,0,1764,53398,3,363507
0.2,7306,0,1867538,11,1,10,0,99,139,4013,0.2,444
0.2,297,1,1752533,64,1.4,84,1,97,938,27656,0.2,4789
0.2,7202,2,1874062,14,1.2,32,1,98,206,13197,0.2,197577
0.2,266,13,1744447,46,1,40,18,95,262,35952,0.2,962
0.2,6935,1,1855302,22,1,14,0,97,225,67049,0.2,5448
0.2,7229,6,1864853,22,1,14,2,98,194,13113,0.2,7185
0.2,95,11,5,49,330,74,8,0,1153,31350,0.2,94959
0.2,129,1,1016087,31,1,29,0,96,760,15330,0.2,2795
0.2,178,0,1760056,15,2,10,0,97,308,34486,0.2,13642
0.4,89,7,11,126,127,125,4,0,813,81946,0.4,87675
0.2,7240,0,1863624,15,1,13,0,98,158,6400,0.2,448
0.2,281,2,999800,176,1,181,1,90,3898,211636,0.2,12690
0.4,90,3,10,220,468,354,0,0,1617,569846,0.4,592827
0.6,1820,4,1539704,51,2,62,1,95,877,35342,2,17524
1.8,414,8,1107248,221,3,310,1,85,2685,51469,0.8,122569
0.2,579,0,1734802,50,1,114,0,96,1506,18382,0.2,4736
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,95,11,5,49,330,74,8,0,1153,31350,0.2,94959
1.2,310,6,990739,94,2,119,5,88,1962,37920,1.2,183425
1.4,219,20,1112464,97,1.5,124,7,87,1892,32313,1.4,84535
0.2,7306,0,1867538,11,1,10,0,99,139,4013,0.2,444
0.2,7263,1,1865264,35,1,23,1,98,205,8785,0.2,7434
0.2,8358,1,1864774,92,1.2,59,1,94,1630,383465,0.2,22811
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,722,0,1769267,104,2.6,150,0,86,2061,87253,0.2,48089
0.2,1363,0,1761824,24,1,25,0,97,194,9071,0.2,616
1.4,908,10,1132680,91,1.6,107,8,89,1439,21669,3.2,36486
0.4,135,6,966686,214,1,327,6,87,2945,54753,0.4,262196
1.2,3433,3,1428013,134,2.6,247,0,87,4115,106274,4,199866
0.6,302,51,989306,118,1.5,161,71,92,1824,94050,0.6,78411
0.4,130,1,1030576,214,2,433,1,83,3956,96722,0.4,218586
0.2,7733,0,1881032,25,1,11,0,97,184,10058,0.2,2065
0.2,8359,2,1866029,15,1.2,22,1,98,209,9887,0.2,91604
0.4,1311,2,1742307,36,1.2,52,1,96,333,10612,0.4,1366
0.2,7226,0,1847216,8,1,10,0,97,134,3830,0.2,1856
1,2404,13,974149,160,2,180,7,90,2844,25232,0.4,27538
0.4,1527,2,1023142,325,1.3,296,0,88,2065,26175,0.6,109498
0.2,7195,0,1847059,24,1,35,0,97,261,9750,0.2,28174
0.2,7292,11,1875112,34,1,15,15,98,217,19480,0.2,5339
0.2,7227,0,1847184,39,1,46,0,98,266,5218,0.2,17961
0.2,8312,0,1857227,12,1,12,0,97,157,11782,0.2,2251
0.2,7306,0,1873272,19,1,9,0,98,150,12320,0.2,2074
0.2,6938,18,1879152,45,1,92,24,96,1477,10043,0.2,22837
0.4,148,77,1102810,90,1.3,146,98,90,2220,52092,1.8,111903
0.4,143,55,1069084,405,1,694,73,88,3374,63171,0.6,45287
0.2,136,1,1709558,141,3,162,1,93,3021,17804,0.2,363439
0.4,155,1,1095359,112,2,218,1,88,1996,60009,0.4,195971
0.6,1107,6,975696,118,1.4,189,4,90,2573,30575,0.6,107287
0.2,266,0,1709136,148,2.4,140,0,93,2879,34852,0.2,5634
0.2,6459,1,1871530,14,1,14,1,98,170,17200,0.2,20923
0.2,93,5,7,113,126,148,4,0,1188,28275,0.2,286813
1.2,498,1,1014899,138,3,298,0,86,3861,31839,2.61,297235
0.2,7733,0,1881032,25,1,11,0,97,184,10058,0.2,2065
1.2,91,35,8,65,144,76,44,0,2500,14939,1.6,10740
0.2,135,0,1002566,245,1.5,405,0,88,3918,101855,0.2,73824
1,2398,405,1702935,198,2.4,295,393,82,3168,37039,2.4,990950
1.6,176,29,1109021,212,2.6,226,19,78,4862,76539,2.4,313298
0.2,7240,13,1863624,15,1,14,19,97,200,4955,0.2,7018
0.2,7360,0,1865208,16,1,15,0,99,159,2755,0.2,452
0.2,135,0,1002566,245,1.5,405,0,88,3918,101855,0.2,73824
0.2,7261,1,1875328,28,1,15,1,98,210,13536,0.2,26812
0.4,2120,2,988291,94,4.6,90,1,96,1804,86746,1.8,31422
0.4,286,10,1096404,137,2.8,222,3,89,2239,44047,0.6,110938
0.4,685,10,1012931,85,2,144,9,93,1289,28895,0.4,58855
0.4,90,22,10,151,702,393,20,0,2017,551003,0.4,583985
0.4,142,1,1083149,89,2,101,0,95,1624,30563,0.4,7681
1.6,164,26,1536462,137,6.2,262,7,83,3681,143767,3.4,202491
1.2,1234,30,1322147,64,5.4,646,20,84,4417,115065,1.4,1594269
0.2,1195,6,971432,136,2.4,194,5,91,2383,33744,0.2,9974
0.2,158,2,1137550,221,2.6,361,2,84,7028,64418,0.2,38090
0.2,7197,1,1847022,39,1.2,46,1,97,283,9102,0.2,22876
0.2,11972,18,1884990,10,1,8,27,98,141,9290,0.2,1028
0.4,212,5,1323400,132,3.8,165,3,92,2562,115023,0.4,372680
0.4,95,2,5,86,232,139,0,0,1141,19909,0.6,14230
0.6,189,12,1128397,97,1,128,11,90,1377,23905,0.6,51717
1.6,283,55,982560,206,1,285,76,79,4119,102504,2.8,126303
0.6,302,51,989306,118,1.5,161,71,92,1824,94050,0.6,78411
0.6,82,17,18,141,1975,241,13,0,3457,180947,1.8,409008
0.2,7728,3,1871744,34,1,28,2,96,325,27823,0.2,93859
0.2,613,20,1742194,102,3.6,358,29,92,2296,234741,0.2,239803
0.6,272,32,1026328,132,1,153,46,93,2016,18460,1.6,23334
0.4,212,5,1323400,132,3.8,165,3,92,2562,115023,0.4,372680
0.2,6938,18,1879152,45,1,92,24,96,1477,10043,0.2,22837
0.6,82,17,18,141,1975,241,13,0,3457,180947,1.8,409008
1.4,193,6,1057043,97,3,154,4,87,1263,28906,2.99,449239
0.2,1082,0,1753923,50,4,187,0,95,906,144179,0.2,194669
0.4,1436,13,970912,110,1.6,139,11,90,2080,25726,0.4,16990
1.6,158,2,1784021,38,2,36,0,85,401,32813,1.6,93100
0.2,266,13,1744447,46,1,40,18,95,262,35952,0.2,962
0.2,1314,0,1762008,30,2.2,50,0,98,225,297905,0.2,312021
1.8,151,2,1069188,116,1,132,0,93,1539,17639,0.6,117877
