fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,129,1,1016087,31,1,29,0,96,760,15330,0.2,2795
0.2,7360,0,1865600,20,1,16,0,98,173,5965,0.2,445
0.2,132,74,1597397,127,4.4,113,39,94,946,145380,0.2,185780
0.2,1322,12,1746112,16,1,16,18,98,177,6992,0.2,732
0.2,128,1,1020136,89,1.5,115,1,93,2044,20569,0.2,6558
1.6,387,8,1072661,208,2.5,411,2,85,2306,126960,2,1166192
0.2,134,1,1073443,195,1.5,319,0,88,5414,69238,0.2,95095
0.2,7292,1,1863744,14,1.2,14,1,98,191,4533,0.2,7018
0.2,281,2,1735946,119,1.6,147,1,90,2288,23476,0.2,111699
1.4,1294,4,1751954,28,1.8,43,0,87,578,53515,1.6,102585
0.4,6855,0,1857699,24,1,11,0,97,237,58724,0.4,3108
0.2,1334,0,1761776,36,1.2,39,0,98,233,12532,0.2,796
0.2,134,1,1089550,68,1.4,68,0,97,1086,21133,0.2,3146
0.4,90,3,10,220,468,354,0,0,1617,569846,0.4,592827
0.4,130,126,975880,228,1,258,30,89,1697,127353,0.4,92249
0.4,130,1,1030576,214,2,433,1,83,3956,96722,0.4,218586
0.2,133,1,1715848,65,2.6,104,1,84,630,176457,0.2,224349
1,2400,5,1738904,118,2,158,0,90,925,268476,3.6,509935
0.2,178,2,1085574,77,2.5,104,1,96,1420,23573,0.2,8669
0.2,7388,0,1861860,20,1,17,0,98,172,4412,0.2,446
0.4,704,2,1074615,57,1,73,0,95,800,17713,0.4,36986
0.2,7263,1,1848069,9,1,16,1,98,178,3878,0.2,35893
0.4,133,3,1702307,138,3.8,152,3,87,2685,26873,0.4,309122
0.4,142,44,1071472,205,1.5,262,59,84,5763,57054,0.4,152480
0.4,1765,1,1699619,410,3,265,0,91,3064,50002,2,23293
0.2,1081,1,1708304,57,2.2,62,1,96,491,9102,0.2,35989
0.2,132,1,993843,183,1.5,286,0,87,2361,94948,0.2,154222
0.2,130,8,1044431,300,1.2,367,0,89,1803,229603,0.2,516137
0.6,151,193,1326901,420,3.8,660,24,88,4132,131040,0.6,225963
0.4,150,1,1053547,121,4,98,0,92,1773,29183,0.4,48938
0.6,1215,49,1389978,170,3.2,189,63,83,3638,238296,1.99,20954
0.2,2668,0,1771728,16,1,15,0,96,186,18527,0.2,17025
0.4,158,53,992099,168,2,636,64,86,3918,79835,0.4,118785
0.2,7728,1,1882194,22,1,16,1,98,196,14682,0.2,11917
0.4,1542,0,998768,55,1.4,93,0,94,935,21527,1.8,101335
0.2,1334,0,1761776,34,1.2,27,0,97,189,18709,0.2,772
0.2,1334,0,1761776,34,1.2,27,0,97,189,18709,0.2,772
0.2,93,5,7,113,126,148,4,0,1188,28275,0.2,286813
0.2,8351,2,1865738,16,1.4,43,1,97,284,11296,0.2,261161
0.2,161,1,1751042,84,1.2,91,0,94,2263,33249,0.2,100381
0.4,130,21,1006030,219,2.4,388,0,73,5553,261670,0.6,611792
1.6,265,19,991232,78,1,96,15,89,934,88143,1.4,69777
0.2,7227,0,1847184,39,1,46,0,98,266,5218,0.2,17961
0.2,8353,0,1864864,72,1,69,0,92,2287,12462,0.2,4922
0.2,148,5,1724532,91,1.2,116,5,93,2307,70594,0.2,67285
0.2,1363,0,1761824,24,1,25,0,97,194,9071,0.2,616
0.2,266,0,1709136,148,2.4,140,0,93,2879,34852,0.2,5634
1.8,248,2,1801502,57,1.6,34,0,87,419,52923,1.8,51740
0.2,136,0,1711002,50,3,59,0,97,303,15020,0.2,2072
0.2,5272,29,1825416,46,2.6,123,37,97,302,206094,0.2,199469
0.4,176,0,1009816,66,1,100,0,91,1774,26956,1.8,109071
0.2,161,1,1751042,84,1.2,91,0,94,2263,33249,0.2,100381
0.6,218,46,1517030,88,4.2,102,63,77,1602,78983,0.6,160155
1.2,234,1,1719037,48,3.2,74,0,94,591,17447,2,96343
0.2,7292,11,1875112,34,1,15,15,98,217,19480,0.2,5339
0.2,140,79,1005056,103,1.7,143,101,93,1076,52017,0.2,49908
0.6,481,4,1065304,75,1,33,0,96,631,84581,0.8,36707
0.4,95,22,5,75,367,89,31,0,1564,39031,0.4,31239
0.4,1248,1,1729682,69,3.4,202,0,94,1430,101886,0.2,362703
1.4,367,2,1044480,248,2,459,0,85,3578,428921,3.2,452115
0.2,7369,1,1861876,17,1.2,58,1,97,332,5858,0.2,343314
0.2,1286,0,1712987,45,4,103,0,95,1297,11105,0.2,346042
0.2,687,0,1769155,98,1.8,180,0,89,2351,50448,0.2,51956
0.4,158,2,1093189,289,2,269,1,91,2066,110966,0.4,111975
0.2,7263,1,1848069,9,1,16,1,98,178,3878,0.2,35893
0.2,7293,0,1875112,43,1.2,19,0,99,266,15903,0.2,4582
0.2,158,2,1137550,221,2.6,361,2,84,7028,64418,0.2,38090
0.2,1336,0,1705102,55,2.2,59,0,96,456,7266,0.2,2675
0.2,266,0,1709136,148,2.4,140,0,93,2879,34852,0.2,5634
0.2,266,13,1744447,46,1,40,18,95,262,35952,0.2,962
0.2,1088,14,1080695,97,1,168,13,95,1510,26958,0.2,25438
0.4,137,1,1719968,59,3,108,0,88,660,166176,1,175527
0.2,1286,0,1712987,45,4,103,0,95,1297,11105,0.2,346042
0.2,136,1,1709558,141,3,162,1,93,3021,17804,0.2,363439
0.4,155,1,1095359,112,2,218,1,88,1996,60009,0.4,195971
1.4,908,10,1132680,91,1.6,107,8,89,1439,21669,3.2,36486
0.2,1334,0,1761776,36,1.2,39,0,98,233,12532,0.2,796
