duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
18,31,0,1,1,1,1,1,0,1,1,3,1,1,0,3,1,2,2,4,2519
30,20,4,1,1,1,4,0,1,0,1,2,3,0,0,3,1,1,2,2,1819
21,35,3,0,1,1,2,1,0,1,2,0,1,1,3,2,1,1,2,4,2342
21,43,3,1,1,1,4,0,1,2,1,0,3,1,3,3,1,1,2,4,2306
18,34,0,0,1,1,4,0,1,1,2,2,3,0,3,3,1,1,2,4,1682
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1207
24,39,5,0,1,2,3,1,1,2,1,2,0,0,3,1,2,1,0,2,11944
12,49,4,3,1,1,2,0,1,3,1,2,3,1,1,3,1,1,2,4,640
10,31,9,3,1,1,4,0,1,3,2,1,1,1,0,3,1,4,2,1,2901
6,30,6,0,1,1,3,1,1,2,2,1,0,1,2,3,1,1,2,4,2063
36,26,6,0,1,2,2,1,1,3,1,2,0,0,3,2,1,1,2,4,10974
12,57,3,2,1,3,4,0,0,1,0,2,1,1,3,2,1,1,2,4,1137
12,51,4,3,1,2,3,1,1,3,1,3,1,1,3,1,1,1,2,2,3849
27,23,6,1,1,2,2,0,1,2,1,2,1,1,1,4,1,2,0,4,2528
18,22,3,0,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1888
12,23,6,3,1,1,1,0,1,2,1,2,3,1,0,1,1,1,2,1,3573
12,29,3,0,1,1,4,0,1,3,2,2,3,0,0,3,1,3,2,4,1124
48,35,9,2,1,2,1,1,1,3,0,3,1,1,3,1,1,4,2,2,8857
24,23,3,3,1,1,4,1,1,1,2,1,3,0,0,3,1,1,2,4,3234
48,31,5,2,1,1,4,1,1,2,0,4,0,1,3,2,1,2,2,2,7582
12,38,3,3,1,1,4,0,0,1,1,2,1,0,2,3,1,1,2,3,1473
12,23,4,0,1,1,2,0,1,1,1,1,1,1,0,3,1,1,2,1,1306
18,27,9,0,1,1,4,0,1,2,1,0,1,1,3,3,1,1,2,3,2603
48,45,0,0,1,2,2,1,1,3,1,2,3,1,0,1,1,1,2,2,7542
6,30,6,1,1,1,2,0,1,3,1,2,1,1,0,3,1,1,1,4,788
12,23,6,3,1,1,1,0,1,2,1,2,3,1,0,1,1,1,2,1,3573
24,25,3,0,1,1,4,1,1,1,2,2,1,1,0,3,1,1,2,4,2921
36,30,4,0,1,1,2,0,1,2,1,3,0,0,3,1,1,1,2,2,8187
12,35,6,3,1,1,4,1,1,3,1,2,3,1,3,3,1,2,2,3,1731
24,36,4,0,1,1,2,0,1,1,1,3,0,0,0,3,1,1,1,4,1268
24,37,4,0,1,1,2,1,1,3,1,3,1,1,3,3,1,4,2,2,3872
6,23,9,1,1,1,4,0,1,1,2,1,1,1,0,3,1,4,2,1,524
36,25,3,0,1,2,4,0,1,2,2,2,1,0,0,1,1,1,2,4,7164
21,27,2,3,1,2,3,0,1,3,1,2,1,1,3,3,1,1,2,4,3550
18,27,0,3,1,2,2,1,1,1,1,2,3,0,3,1,1,1,2,4,2501
12,48,4,0,1,2,4,0,0,3,1,2,3,1,0,1,1,0,2,1,1155
6,58,6,2,1,1,4,1,1,2,1,1,0,1,0,1,1,1,2,4,336
15,27,1,0,1,1,3,0,1,2,1,1,1,1,0,1,1,2,2,4,1051
21,44,0,3,1,2,2,1,1,3,1,0,1,1,3,1,1,1,2,4,2281
18,25,12,3,1,1,2,0,1,2,1,2,1,0,2,4,1,1,2,4,1971
12,23,6,3,1,1,1,0,1,2,1,2,3,1,0,1,1,1,2,1,3573
48,33,6,2,1,1,1,1,1,1,0,3,1,0,3,3,1,2,2,4,6612
30,36,6,0,1,1,2,1,1,3,1,2,1,1,0,1,1,3,2,4,7755
12,26,6,0,1,1,2,0,1,0,1,2,1,1,0,1,1,1,2,2,3169
18,23,4,30,1,1,2,1,1,0,2,1,1,1,0,3,1,1,2,1,1861
30,26,6,15,1,1,2,0,1,2,1,2,0,0,0,3,1,1,2,1,1440
12,35,3,25,1,2,4,0,2,2,1,2,3,1,3,1,1,1,2,2,3659
30,40,9,20,1,1,2,1,1,1,0,4,0,0,3,3,1,1,2,3,1867
24,37,4,0,1,1,2,1,1,2,1,1,1,1,1,3,1,2,2,4,3874
18,24,6,3,1,1,2,0,1,1,1,2,1,0,0,3,1,1,2,1,3428
15,40,2,0,1,1,4,1,1,0,2,0,0,1,3,3,1,1,2,3,1903
48,25,0,3,1,1,2,1,1,2,1,2,1,1,0,3,1,1,2,4,8448
24,60,4,3,1,2,4,0,1,1,1,0,3,1,3,1,1,1,2,4,1199
12,20,6,3,0,1,2,1,1,1,2,2,3,0,0,1,1,1,2,1,1076
12,27,4,2,0,1,3,0,1,2,1,1,1,0,0,3,1,1,0,4,2471
48,26,3,1,0,1,2,1,1,1,1,1,1,1,2,4,1,1,2,2,7985
24,44,0,0,1,2,2,0,1,2,1,2,1,1,3,1,2,2,2,1,3235
18,31,6,0,1,2,1,0,1,3,1,3,1,1,0,1,1,1,2,4,1971
6,26,4,3,1,1,2,0,2,3,1,2,3,1,3,0,2,4,1,1,783
6,51,4,3,1,1,4,0,1,3,1,0,1,1,3,0,1,1,2,4,1952
48,30,0,0,1,2,2,1,0,2,1,2,1,0,3,1,1,1,2,2,8798
36,30,4,0,1,2,4,1,1,3,1,0,1,1,0,3,1,1,2,2,8548
24,32,3,3,1,2,1,0,1,1,1,2,1,1,3,3,1,1,2,3,3235
12,38,3,1,1,1,3,0,1,1,1,2,3,1,3,3,2,1,2,2,3575
9,26,9,1,1,1,4,0,1,3,2,3,1,1,2,3,1,2,2,2,1223
15,43,6,0,1,2,3,0,1,2,1,0,1,1,3,3,1,1,2,4,1525
15,31,3,1,1,1,2,0,1,3,1,3,1,1,0,3,1,0,2,4,1301
24,31,9,0,1,1,4,0,0,1,1,3,3,1,3,3,1,1,2,4,3768
12,20,6,3,1,1,2,1,1,1,2,2,3,0,3,3,2,1,2,2,1076
48,27,3,1,1,2,2,2,1,1,1,1,1,0,3,3,1,2,2,2,6557
10,28,6,3,0,2,4,0,1,3,1,0,1,1,3,1,1,2,2,4,524
30,22,9,0,1,1,4,0,2,1,2,2,1,1,0,3,1,1,2,4,3958
12,25,6,0,1,1,4,0,1,2,1,2,1,1,3,3,1,1,2,4,1155
